rn,state,county,tract,seq,eid,rev,nodea,nodeb
0,42,1,30101,1,175688,False,120267,120266
0,42,1,30101,2,181849,True,124471,120267
0,42,1,30101,3,181851,True,124472,124471
0,42,1,30101,4,178132,True,121962,124472
0,42,1,30101,5,175690,True,120266,121962
1,42,1,30102,1,181850,True,124470,124471
1,42,1,30102,2,181855,True,124474,124470
1,42,1,30102,3,181854,False,124473,124474
1,42,1,30102,4,181859,True,124478,124473
1,42,1,30102,5,181866,True,124482,124478
1,42,1,30102,6,183569,True,125632,124482
1,42,1,30102,7,181853,True,124472,125632
1,42,1,30102,8,181851,False,124471,124472
2,42,1,30200,1,175689,False,125918,120267
2,42,1,30200,2,183995,True,125917,125918
2,42,1,30200,3,183993,False,125919,125917
2,42,1,30200,4,183997,True,125916,125919
2,42,1,30200,5,183992,False,124474,125916
2,42,1,30200,6,181855,False,124470,124474
2,42,1,30200,7,181850,False,124471,124470
2,42,1,30200,8,181849,False,120267,124471
3,42,1,30300,1,180315,True,123444,123445
3,42,1,30300,2,180320,True,123448,123444
3,42,1,30300,3,180319,False,123447,123448
3,42,1,30300,4,183996,True,125919,123447
3,42,1,30300,5,183993,True,125917,125919
3,42,1,30300,6,180318,True,123446,125917
3,42,1,30300,7,180316,False,123445,123446
4,42,1,30400,1,175832,True,120368,123448
4,42,1,30400,2,181309,True,124112,120368
4,42,1,30400,3,181305,True,124109,124112
4,42,1,30400,4,181951,True,124541,124109
4,42,1,30400,5,176054,True,120527,124541
4,42,1,30400,6,176050,True,120524,120527
4,42,1,30400,7,180317,True,123447,120524
4,42,1,30400,8,180319,True,123448,123447
5,42,1,30500,1,176052,False,124016,120524
5,42,1,30500,2,181170,False,124018,124016
5,42,1,30500,3,181169,False,125916,124018
5,42,1,30500,4,183997,False,125919,125916
5,42,1,30500,5,183996,False,123447,125919
5,42,1,30500,6,180317,False,120524,123447
6,42,1,30600,1,175285,False,124017,119977
6,42,1,30600,2,181872,True,124486,124017
6,42,1,30600,3,181860,True,124479,124486
6,42,1,30600,4,181852,True,124473,124479
6,42,1,30600,5,181854,True,124474,124473
6,42,1,30600,6,183992,True,125916,124474
6,42,1,30600,7,181169,True,124018,125916
6,42,1,30600,8,181170,True,124016,124018
6,42,1,30600,9,181167,False,120525,124016
6,42,1,30600,10,176051,False,119977,120525
7,42,1,30700,1,177055,False,119775,121220
7,42,1,30700,2,183819,True,125799,119775
7,42,1,30700,3,181868,True,124484,125799
7,42,1,30700,4,181864,True,124478,124484
7,42,1,30700,5,181859,False,124473,124478
7,42,1,30700,6,181852,False,124479,124473
7,42,1,30700,7,181861,True,124477,124479
7,42,1,30700,8,181858,False,124476,124477
7,42,1,30700,9,181863,True,124480,124476
7,42,1,30700,10,181862,False,121220,124480
8,42,1,30800,1,177482,False,124483,121514
8,42,1,30800,2,183628,True,125672,124483
8,42,1,30800,3,181870,True,124482,125672
8,42,1,30800,4,181866,False,124478,124482
8,42,1,30800,5,181864,False,124484,124478
8,42,1,30800,6,181869,True,124481,124484
8,42,1,30800,7,181865,False,121514,124481
9,42,1,30900,1,175013,False,124481,119775
9,42,1,30900,2,181869,False,124484,124481
9,42,1,30900,3,181868,False,125799,124484
9,42,1,30900,4,183819,False,119775,125799
10,42,1,31000,1,175013,True,119775,124481
10,42,1,31000,2,177055,True,121220,119775
10,42,1,31000,3,177053,True,121219,121220
10,42,1,31000,4,176427,True,120787,121219
10,42,1,31000,5,176426,True,120786,120787
10,42,1,31000,6,177481,True,121514,120786
10,42,1,31000,7,181865,True,124481,121514
11,42,1,31101,1,176427,False,121219,120787
11,42,1,31101,2,177054,False,122383,121219
11,42,1,31101,3,178746,True,122382,122383
11,42,1,31101,4,178744,False,120787,122382
12,42,1,31102,1,177052,True,120390,121218
12,42,1,31102,2,177453,True,121494,120390
12,42,1,31102,3,178745,True,122383,121494
12,42,1,31102,4,177054,True,121219,122383
12,42,1,31102,5,177053,False,121220,121219
12,42,1,31102,6,181862,True,124480,121220
12,42,1,31102,7,177056,True,121218,124480
13,42,1,31201,1,98007,False,120295,66941
13,42,1,31201,2,175731,False,120296,120295
13,42,1,31201,3,175734,False,124477,120296
13,42,1,31201,4,181861,False,124479,124477
13,42,1,31201,5,181860,False,124486,124479
13,42,1,31201,6,181874,True,124487,124486
13,42,1,31201,7,181873,True,124485,124487
13,42,1,31201,8,181871,False,66941,124485
14,42,1,31202,1,98005,False,120297,66940
14,42,1,31202,2,175736,True,120299,120297
14,42,1,31202,3,175735,False,119335,120299
14,42,1,31202,4,174448,False,120298,119335
14,42,1,31202,5,181857,True,124476,120298
14,42,1,31202,6,181858,True,124477,124476
14,42,1,31202,7,175734,True,120296,124477
14,42,1,31202,8,175731,True,120295,120296
14,42,1,31202,9,175730,False,66940,120295
15,42,1,31203,1,175732,False,120389,120297
15,42,1,31203,2,175864,False,120390,120389
15,42,1,31203,3,177052,False,121218,120390
15,42,1,31203,4,177056,False,124480,121218
15,42,1,31203,5,181863,False,124476,124480
15,42,1,31203,6,181857,False,120298,124476
15,42,1,31203,7,175733,False,120299,120298
15,42,1,31203,8,175736,False,120297,120299
16,42,1,31300,1,174448,True,119335,120298
16,42,1,31300,2,175735,True,120299,119335
16,42,1,31300,3,175733,True,120298,120299
17,42,1,31401,1,175284,False,119976,119662
17,42,1,31401,2,175286,False,120525,119976
17,42,1,31401,3,181167,True,124016,120525
17,42,1,31401,4,176052,True,120524,124016
17,42,1,31401,5,176050,False,120527,120524
17,42,1,31401,6,181950,True,124540,120527
17,42,1,31401,7,176055,True,120526,124540
17,42,1,31401,8,176053,False,119662,120526
18,42,1,31402,1,176055,False,124540,120526
18,42,1,31402,2,181955,False,125191,124540
18,42,1,31402,3,182909,False,124543,125191
18,42,1,31402,4,181953,False,124485,124543
18,42,1,31402,5,181873,False,124487,124485
18,42,1,31402,6,181874,False,124486,124487
18,42,1,31402,7,181872,False,124017,124486
18,42,1,31402,8,181168,False,120526,124017
19,42,1,31501,1,174869,False,119977,119662
19,42,1,31501,2,176051,True,120525,119977
19,42,1,31501,3,175286,True,119976,120525
19,42,1,31501,4,175284,True,119662,119976
20,42,1,31502,1,174869,True,119662,119977
20,42,1,31502,2,176053,True,120526,119662
20,42,1,31502,3,181168,True,124017,120526
20,42,1,31502,4,175285,True,119977,124017
21,42,1,31600,1,96017,False,65625,65618
21,42,1,31600,2,96027,False,124543,65625
21,42,1,31600,3,182909,True,125191,124543
21,42,1,31600,4,181955,True,124540,125191
21,42,1,31600,5,181950,False,120527,124540
21,42,1,31600,6,176054,False,124541,120527
21,42,1,31600,7,181954,True,124542,124541
21,42,1,31600,8,181952,True,124539,124542
21,42,1,31600,9,181949,False,65618,124539
22,42,1,31700,1,181306,False,126165,124109
22,42,1,31700,2,184354,True,126166,126165
22,42,1,31700,3,184353,False,125998,126166
22,42,1,31700,4,184110,False,124542,125998
22,42,1,31700,5,181954,False,124541,124542
22,42,1,31700,6,181951,False,124109,124541
23,42,3,10300,1,175547,False,121626,120164
23,42,3,10300,2,177647,False,121627,121626
23,42,3,10300,3,180420,True,123517,121627
23,42,3,10300,4,180392,True,123497,123517
23,42,3,10300,5,180391,True,123496,123497
23,42,3,10300,6,180390,False,121216,123496
23,42,3,10300,7,177051,False,121217,121216
23,42,3,10300,8,177050,False,120164,121217
24,42,3,20100,1,179985,False,123514,123221
24,42,3,20100,2,180423,True,123518,123514
24,42,3,20100,3,180422,True,123516,123518
24,42,3,20100,4,180419,True,123513,123516
24,42,3,20100,5,180415,False,123496,123513
24,42,3,20100,6,180391,False,123497,123496
24,42,3,20100,7,180392,False,123517,123497
24,42,3,20100,8,180421,True,123515,123517
24,42,3,20100,9,180417,False,123221,123515
25,42,3,20300,1,175428,False,123225,120080
25,42,3,20300,2,182848,True,125149,123225
25,42,3,20300,3,179991,True,123223,125149
25,42,3,20300,4,179988,False,123222,123223
25,42,3,20300,5,179992,True,123224,123222
25,42,3,20300,6,179989,False,123221,123224
25,42,3,20300,7,180417,True,123515,123221
25,42,3,20300,8,179986,True,120080,123515
26,42,3,30500,1,177648,False,121523,121628
26,42,3,30500,2,180434,True,123525,121523
26,42,3,30500,3,180433,False,120080,123525
26,42,3,30500,4,179986,False,123515,120080
26,42,3,30500,5,180421,False,123517,123515
26,42,3,30500,6,180420,False,121627,123517
26,42,3,30500,7,177649,False,121628,121627
27,42,3,40200,1,175481,False,121522,119431
27,42,3,40200,2,177494,False,121628,121522
27,42,3,40200,3,177649,True,121627,121628
27,42,3,40200,4,177647,True,121626,121627
27,42,3,40200,5,177646,False,121630,121626
27,42,3,40200,6,177652,True,121629,121630
27,42,3,40200,7,177650,False,119431,121629
28,42,3,40400,1,177255,False,121501,121354
28,42,3,40400,2,180664,True,123678,121501
28,42,3,40400,3,177465,True,121502,123678
28,42,3,40400,4,177464,False,121354,121502
29,42,3,40500,1,177250,False,121629,121353
29,42,3,40500,2,177652,False,121630,121629
29,42,3,40500,3,177651,False,122967,121630
29,42,3,40500,4,179608,False,122968,122967
29,42,3,40500,5,179611,False,121353,122968
30,42,3,40600,1,179607,False,122966,122967
30,42,3,40600,2,184360,True,126171,122966
30,42,3,40600,3,179610,True,122969,126171
30,42,3,40600,4,179609,False,121353,122969
30,42,3,40600,5,179611,True,122968,121353
30,42,3,40600,6,179608,True,122967,122968
31,42,3,40900,1,175547,True,120164,121626
31,42,3,40900,2,177050,True,121217,120164
31,42,3,40900,3,177047,True,121215,121217
31,42,3,40900,4,178098,True,121939,121215
31,42,3,40900,5,178100,True,121940,121939
31,42,3,40900,6,179606,True,122966,121940
31,42,3,40900,7,179607,True,122967,122966
31,42,3,40900,8,177651,True,121630,122967
31,42,3,40900,9,177646,True,121626,121630
32,42,3,50100,1,175483,False,124291,120118
32,42,3,50100,2,181583,False,124289,124291
32,42,3,50100,3,181580,False,123525,124289
32,42,3,50100,4,180434,False,121523,123525
32,42,3,50100,5,177495,False,120118,121523
33,42,3,50600,1,180666,False,124292,120119
33,42,3,50600,2,181585,True,124290,124292
33,42,3,50600,3,181581,False,124289,124290
33,42,3,50600,4,181583,True,124291,124289
33,42,3,50600,5,181582,False,120119,124291
34,42,3,50900,1,175428,True,120080,123225
34,42,3,50900,2,180433,True,123525,120080
34,42,3,50900,3,181580,True,124289,123525
34,42,3,50900,4,181581,True,124290,124289
34,42,3,50900,5,179990,True,123225,124290
35,42,3,51000,1,174565,False,120119,119431
35,42,3,51000,2,181582,True,124291,120119
35,42,3,51000,3,175483,True,120118,124291
35,42,3,51000,4,177493,True,121522,120118
35,42,3,51000,5,175481,True,119431,121522
36,42,3,51100,1,177493,False,120118,121522
36,42,3,51100,2,177495,True,121523,120118
36,42,3,51100,3,177648,True,121628,121523
36,42,3,51100,4,177494,True,121522,121628
37,42,3,60300,1,174518,True,119392,124006
37,42,3,60300,2,179987,True,123222,119392
37,42,3,60300,3,179988,True,123223,123222
37,42,3,60300,4,179906,True,123170,123223
37,42,3,60300,5,178423,True,122160,123170
37,42,3,60300,6,175127,True,119863,122160
37,42,3,60300,7,175129,True,119864,119863
37,42,3,60300,8,178419,True,122157,119864
37,42,3,60300,9,181151,True,124006,122157
38,42,3,60500,1,179906,False,123223,123170
38,42,3,60500,2,179991,False,125149,123223
38,42,3,60500,3,182848,False,123225,125149
38,42,3,60500,4,179990,False,124290,123225
38,42,3,60500,5,181585,False,124292,124290
38,42,3,60500,6,181584,False,123170,124292
39,42,3,70300,1,175014,True,119776,124062
39,42,3,70300,2,177254,True,121356,119776
39,42,3,70300,3,175087,True,119833,121356
39,42,3,70300,4,175086,True,119832,119833
39,42,3,70300,5,178958,True,122529,119832
39,42,3,70300,6,181235,True,124062,122529
40,42,3,70500,1,177534,False,119275,121551
40,42,3,70500,2,181236,True,124062,119275
40,42,3,70500,3,181235,False,122529,124062
40,42,3,70500,4,178960,False,122530,122529
40,42,3,70500,5,178959,False,121550,122530
40,42,3,70500,6,177535,False,121551,121550
41,42,3,70600,1,175088,False,121549,119832
41,42,3,70600,2,177533,False,122530,121549
41,42,3,70600,3,178960,True,122529,122530
41,42,3,70600,4,178958,False,119832,122529
42,42,3,70800,1,174427,False,121551,119319
42,42,3,70800,2,177535,True,121550,121551
42,42,3,70800,3,178959,True,122530,121550
42,42,3,70800,4,177533,True,121549,122530
42,42,3,70800,5,177532,True,121548,121549
42,42,3,70800,6,177530,False,119319,121548
43,42,3,70900,1,174370,False,122692,119275
43,42,3,70900,2,179199,False,123210,122692
43,42,3,70900,3,179970,False,123677,123210
43,42,3,70900,4,180665,False,123678,123677
43,42,3,70900,5,180664,False,121501,123678
43,42,3,70900,6,177463,False,121356,121501
43,42,3,70900,7,177254,False,119776,121356
43,42,3,70900,8,175014,False,124062,119776
43,42,3,70900,9,181236,False,119275,124062
44,42,3,80200,1,178423,False,123170,122160
44,42,3,80200,2,179969,True,123211,123170
44,42,3,80200,3,179965,True,123208,123211
44,42,3,80200,4,179907,True,123169,123208
44,42,3,80200,5,179905,False,122160,123169
45,42,3,80400,1,179965,False,123211,123208
45,42,3,80400,2,180663,True,123677,123211
45,42,3,80400,3,179970,True,123210,123677
45,42,3,80400,4,179968,False,123209,123210
45,42,3,80400,5,179967,True,123208,123209
46,42,3,80600,1,174219,False,122694,119149
46,42,3,80600,2,179201,True,122693,122694
46,42,3,80600,3,179966,True,123209,122693
46,42,3,80600,4,179968,True,123210,123209
46,42,3,80600,5,179199,True,122692,123210
46,42,3,80600,6,179198,False,119149,122692
47,42,3,80700,1,174219,True,119149,122694
47,42,3,80700,2,179198,True,122692,119149
47,42,3,80700,3,174370,True,119275,122692
47,42,3,80700,4,174369,True,119274,119275
47,42,3,80700,5,184467,True,126247,119274
47,42,3,80700,6,179200,True,122694,126247
48,42,3,80900,1,175264,False,122161,119962
48,42,3,80900,2,178425,False,126344,122161
48,42,3,80900,3,184594,False,123169,126344
48,42,3,80900,4,179907,False,123208,123169
48,42,3,80900,5,179967,False,123209,123208
48,42,3,80900,6,179966,False,122693,123209
48,42,3,80900,7,179201,False,122694,122693
48,42,3,80900,8,179200,False,126247,122694
48,42,3,80900,9,184469,False,126248,126247
48,42,3,80900,10,184468,False,119962,126248
49,42,3,90100,1,175102,False,122159,119843
49,42,3,90100,2,181587,True,124294,122159
49,42,3,90100,3,178422,True,122158,124294
49,42,3,90100,4,178420,True,122157,122158
49,42,3,90100,5,178419,False,119864,122157
49,42,3,90100,6,175130,False,119860,119864
49,42,3,90100,7,175125,False,119861,119860
49,42,3,90100,8,175124,False,119843,119861
50,42,3,90200,1,175125,True,119860,119861
50,42,3,90200,2,175130,True,119864,119860
50,42,3,90200,3,175129,False,119863,119864
50,42,3,90200,4,175128,True,119862,119863
50,42,3,90200,5,175126,False,119861,119862
51,42,3,90300,1,175127,False,122160,119863
51,42,3,90300,2,179905,True,123169,122160
51,42,3,90300,3,184594,True,126344,123169
51,42,3,90300,4,178425,True,122161,126344
51,42,3,90300,5,178424,False,119862,122161
51,42,3,90300,6,175128,False,119863,119862
52,42,3,100500,1,174877,True,119669,120104
52,42,3,100500,2,175100,True,119842,119669
52,42,3,100500,3,179023,True,122574,119842
52,42,3,100500,4,175458,True,120103,122574
52,42,3,100500,5,175460,True,120104,120103
53,42,3,101100,1,175535,False,124295,120156
53,42,3,101100,2,181589,True,124294,124295
53,42,3,101100,3,181587,False,122159,124294
53,42,3,101100,4,178421,False,124293,122159
53,42,3,101100,5,181591,True,124296,124293
53,42,3,101100,6,181590,False,120102,124296
53,42,3,101100,7,175536,False,120156,120102
54,42,3,101400,1,175459,True,120102,120105
54,42,3,101400,2,181590,True,124296,120102
54,42,3,101400,3,175461,True,120104,124296
54,42,3,101400,4,175460,False,120103,120104
54,42,3,101400,5,181120,True,123986,120103
54,42,3,101400,6,175466,True,120108,123986
54,42,3,101400,7,175462,True,120105,120108
55,42,3,101600,1,175101,False,119961,119842
55,42,3,101600,2,175265,False,122573,119961
55,42,3,101600,3,179024,True,122574,122573
55,42,3,101600,4,179023,False,119842,122574
56,42,3,101700,1,175263,False,119962,119961
56,42,3,101700,2,184468,True,126248,119962
56,42,3,101700,3,179022,True,122573,126248
56,42,3,101700,4,175265,True,119961,122573
57,42,3,101800,1,174877,False,120104,119669
57,42,3,101800,2,175461,False,124296,120104
57,42,3,101800,3,181591,False,124293,124296
57,42,3,101800,4,181586,False,119669,124293
58,42,3,110200,1,174225,False,120107,119155
58,42,3,110200,2,175467,False,120108,120107
58,42,3,110200,3,175466,False,123986,120108
58,42,3,110200,4,181121,True,123985,123986
58,42,3,110200,5,181119,False,119155,123985
59,42,3,110600,1,174225,True,119155,120107
59,42,3,110600,2,181119,True,123985,119155
59,42,3,110600,3,174425,True,119318,123985
59,42,3,110600,4,175463,True,120106,119318
59,42,3,110600,5,175465,True,120107,120106
60,42,3,111300,1,174425,False,123985,119318
60,42,3,111300,2,181121,False,123986,123985
60,42,3,111300,3,181120,False,120103,123986
60,42,3,111300,4,175458,False,122574,120103
60,42,3,111300,5,181601,True,124303,122574
60,42,3,111300,6,181600,False,119320,124303
60,42,3,111300,7,174430,False,119317,119320
60,42,3,111300,8,174426,False,119318,119317
61,42,3,111400,1,174371,False,124303,119274
61,42,3,111400,2,181601,False,122574,124303
61,42,3,111400,3,179024,False,122573,122574
61,42,3,111400,4,179022,False,126248,122573
61,42,3,111400,5,184469,True,126247,126248
61,42,3,111400,6,184467,False,119274,126247
62,42,3,111500,1,174369,False,119275,119274
62,42,3,111500,2,177534,True,121551,119275
62,42,3,111500,3,174427,True,119319,121551
62,42,3,111500,4,174429,True,119320,119319
62,42,3,111500,5,181600,True,124303,119320
62,42,3,111500,6,174371,True,119274,124303
63,42,3,120300,1,178287,False,123239,122068
63,42,3,120300,2,180014,True,123240,123239
63,42,3,120300,3,180013,False,123238,123240
63,42,3,120300,4,180011,True,123237,123238
63,42,3,120300,5,184006,True,125926,123237
63,42,3,120300,6,180009,True,123236,125926
63,42,3,120300,7,180007,False,122068,123236
64,42,3,120400,1,174428,False,123237,119318
64,42,3,120400,2,180011,False,123238,123237
64,42,3,120400,3,180010,False,120106,123238
64,42,3,120400,4,175463,False,119318,120106
65,42,3,120700,1,180008,False,125927,123237
65,42,3,120700,2,184008,True,125925,125927
65,42,3,120700,3,184005,False,125111,125925
65,42,3,120700,4,182791,False,125928,125111
65,42,3,120700,5,184010,True,125926,125928
65,42,3,120700,6,184006,False,123237,125926
66,42,3,120800,1,174426,True,119317,119318
66,42,3,120800,2,174430,True,119320,119317
66,42,3,120800,3,174429,False,119319,119320
66,42,3,120800,4,177530,True,121548,119319
66,42,3,120800,5,184007,True,125927,121548
66,42,3,120800,6,180008,True,123237,125927
66,42,3,120800,7,174428,True,119318,123237
67,42,3,130100,1,180009,False,125926,123236
67,42,3,130100,2,184010,False,125928,125926
67,42,3,130100,3,184009,False,126256,125928
67,42,3,130100,4,184520,True,126285,126256
67,42,3,130100,5,184551,True,126309,126285
67,42,3,130100,6,184481,True,126257,126309
67,42,3,130100,7,184480,False,123528,126257
67,42,3,130100,8,180437,False,123236,123528
68,42,3,130200,1,184479,False,126286,126256
68,42,3,130200,2,184522,True,126285,126286
68,42,3,130200,3,184520,False,126256,126285
69,42,3,130300,1,182791,True,125111,125928
69,42,3,130300,2,184005,True,125925,125111
69,42,3,130300,3,184014,True,125931,125925
69,42,3,130300,4,184521,True,126286,125931
69,42,3,130300,5,184479,True,126256,126286
69,42,3,130300,6,184009,True,125928,126256
70,42,3,130400,1,174439,False,126308,119327
70,42,3,130400,2,184552,True,126309,126308
70,42,3,130400,3,184551,False,126285,126309
70,42,3,130400,4,184522,False,126286,126285
70,42,3,130400,5,184521,False,125931,126286
70,42,3,130400,6,184015,False,125930,125931
70,42,3,130400,7,184012,False,119327,125930
71,42,3,130600,1,179005,False,123527,122562
71,42,3,130600,2,180438,False,126257,123527
71,42,3,130600,3,184481,False,126309,126257
71,42,3,130600,4,184552,False,126308,126309
71,42,3,130600,5,184550,False,122561,126308
71,42,3,130600,6,179006,False,122562,122561
72,42,3,140100,1,175087,False,121356,119833
72,42,3,140100,2,177463,True,121501,121356
72,42,3,140100,3,177255,True,121354,121501
72,42,3,140100,4,177251,False,121353,121354
72,42,3,140100,5,179609,True,122969,121353
72,42,3,140100,6,183755,True,125758,122969
72,42,3,140100,7,183757,True,125759,125758
72,42,3,140100,8,177253,True,121355,125759
72,42,3,140100,9,177252,False,119833,121355
73,42,3,140200,1,175086,False,119833,119832
73,42,3,140200,2,177252,True,121355,119833
73,42,3,140200,3,184464,True,126245,121355
73,42,3,140200,4,177531,True,121549,126245
73,42,3,140200,5,175088,True,119832,121549
74,42,3,140300,1,175515,False,126244,120141
74,42,3,140300,2,184465,False,126245,126244
74,42,3,140300,3,184464,False,121355,126245
74,42,3,140300,4,177253,False,125759,121355
74,42,3,140300,5,183758,False,125946,125759
74,42,3,140300,6,184037,False,125945,125946
74,42,3,140300,7,184035,False,120141,125945
75,42,3,140400,1,176540,False,120865,120863
75,42,3,140400,2,176541,False,125929,120865
75,42,3,140400,3,184013,False,121548,125929
75,42,3,140400,4,177532,False,121549,121548
75,42,3,140400,5,177531,False,126245,121549
75,42,3,140400,6,184465,True,126244,126245
75,42,3,140400,7,184463,False,120863,126244
76,42,3,140500,1,176539,False,125930,120864
76,42,3,140500,2,184015,True,125931,125930
76,42,3,140500,3,184014,False,125925,125931
76,42,3,140500,4,184008,False,125927,125925
76,42,3,140500,5,184007,False,121548,125927
76,42,3,140500,6,184013,True,125929,121548
76,42,3,140500,7,184011,False,120864,125929
77,42,3,140600,1,174411,False,120385,119307
77,42,3,140600,2,175858,False,120386,120385
77,42,3,140600,3,175859,False,120864,120386
77,42,3,140600,4,184011,True,125929,120864
77,42,3,140600,5,176541,True,120865,125929
77,42,3,140600,6,176540,True,120863,120865
77,42,3,140600,7,176538,False,120142,120863
77,42,3,140600,8,175514,False,119307,120142
78,42,3,140800,1,178288,False,125945,122070
78,42,3,140800,2,184037,True,125946,125945
78,42,3,140800,3,184036,False,125944,125946
78,42,3,140800,4,184034,True,125943,125944
78,42,3,140800,5,184032,False,122069,125943
78,42,3,140800,6,178289,False,122070,122069
79,42,3,141000,1,174385,False,119307,119285
79,42,3,141000,2,175514,True,120142,119307
79,42,3,141000,3,175516,True,120143,120142
79,42,3,141000,4,174412,True,119306,120143
79,42,3,141000,5,176455,True,120806,119306
79,42,3,141000,6,174410,True,119305,120806
79,42,3,141000,7,174409,False,119285,119305
80,42,3,141100,1,176454,True,120805,122071
80,42,3,141100,2,179225,True,122711,120805
80,42,3,141100,3,178059,True,121912,122711
80,42,3,141100,4,177547,True,121560,121912
80,42,3,141100,5,177543,True,121557,121560
80,42,3,141100,6,176456,True,120806,121557
80,42,3,141100,7,176455,False,119306,120806
80,42,3,141100,8,178290,True,122071,119306
81,42,3,141300,1,183756,True,125757,125758
81,42,3,141300,2,184017,True,125933,125757
81,42,3,141300,3,184018,True,125934,125933
81,42,3,141300,4,184033,True,125944,125934
81,42,3,141300,5,184036,True,125946,125944
81,42,3,141300,6,183758,True,125759,125946
81,42,3,141300,7,183757,False,125758,125759
82,42,3,141400,1,176454,False,122071,120805
82,42,3,141400,2,178291,False,125943,122071
82,42,3,141400,3,184034,False,125944,125943
82,42,3,141400,4,184033,False,125934,125944
82,42,3,141400,5,184022,False,126047,125934
82,42,3,141400,6,184184,False,125935,126047
82,42,3,141400,7,184019,False,122712,125935
82,42,3,141400,8,179227,False,122711,122712
82,42,3,141400,9,179225,False,120805,122711
83,42,3,151600,1,178099,True,121938,121939
83,42,3,151600,2,182046,True,124607,121938
83,42,3,151600,3,184020,True,125936,124607
83,42,3,151600,4,178101,True,121940,125936
83,42,3,151600,5,178100,False,121939,121940
84,42,3,151700,1,182050,False,125806,124607
84,42,3,151700,2,183830,False,125935,125806
84,42,3,151700,3,184184,True,126047,125935
84,42,3,151700,4,184022,True,125934,126047
84,42,3,151700,5,184018,False,125933,125934
84,42,3,151700,6,184021,True,125936,125933
84,42,3,151700,7,184020,False,124607,125936
85,42,3,160800,1,176879,False,122857,121099
85,42,3,160800,2,179446,True,122858,122857
85,42,3,160800,3,179445,False,121099,122858
86,42,3,160900,1,176883,False,122858,121101
86,42,3,160900,2,179446,False,122857,122858
86,42,3,160900,3,179444,False,123957,122857
86,42,3,160900,4,181082,False,124610,123957
86,42,3,160900,5,182051,False,124608,124610
86,42,3,160900,6,182047,False,121216,124608
86,42,3,160900,7,177048,False,124883,121216
86,42,3,160900,8,182451,False,121101,124883
87,42,3,170200,1,176349,True,120731,123513
87,42,3,170200,2,176882,True,121101,120731
87,42,3,170200,3,182451,True,124883,121101
87,42,3,170200,4,177048,True,121216,124883
87,42,3,170200,5,180390,True,123496,121216
87,42,3,170200,6,180415,True,123513,123496
88,42,3,170600,1,174972,False,121099,119741
88,42,3,170600,2,179445,True,122858,121099
88,42,3,170600,3,176883,True,121101,122858
88,42,3,170600,4,176882,False,120731,121101
88,42,3,170600,5,176881,True,121100,120731
88,42,3,170600,6,181057,True,123943,121100
88,42,3,170600,7,177500,True,121527,123943
88,42,3,170600,8,176880,True,121098,121527
88,42,3,170600,9,176878,False,119741,121098
89,42,3,180300,1,176880,False,121527,121098
89,42,3,180300,2,177501,True,121526,121527
89,42,3,180300,3,178274,True,122060,121526
89,42,3,180300,4,178276,True,122061,122060
89,42,3,180300,5,184523,True,126287,122061
89,42,3,180300,6,177499,True,121098,126287
90,42,3,180700,1,178275,True,122059,122060
90,42,3,180700,2,184524,True,126288,122059
90,42,3,180700,3,178277,True,122061,126288
90,42,3,180700,4,178276,False,122060,122061
91,42,3,190300,1,182448,False,125800,124881
91,42,3,190300,2,183822,True,125801,125800
91,42,3,190300,3,183821,False,124881,125801
92,42,3,191100,1,178107,False,123942,121945
92,42,3,191100,2,181058,False,124881,123942
92,42,3,191100,3,183821,True,125801,124881
92,42,3,191100,4,182450,True,124882,125801
92,42,3,191100,5,182449,False,121945,124882
93,42,3,191400,1,177500,False,123943,121527
93,42,3,191400,2,183820,True,125800,123943
93,42,3,191400,3,182448,True,124881,125800
93,42,3,191400,4,181058,True,123942,124881
93,42,3,191400,5,181055,False,123941,123942
93,42,3,191400,6,181056,True,122059,123941
93,42,3,191400,7,178275,False,122060,122059
93,42,3,191400,8,178274,False,121526,122060
93,42,3,191400,9,177501,False,121527,121526
94,42,3,191500,1,181054,False,120657,123941
94,42,3,191500,2,184526,False,126290,120657
94,42,3,191500,3,184528,False,126288,126290
94,42,3,191500,4,184524,False,122059,126288
94,42,3,191500,5,181056,False,123941,122059
95,42,3,191600,1,174623,False,120657,119477
95,42,3,191600,2,181054,True,123941,120657
95,42,3,191600,3,181055,True,123942,123941
95,42,3,191600,4,178107,True,121945,123942
95,42,3,191600,5,176291,True,120692,121945
95,42,3,191600,6,176242,True,120656,120692
95,42,3,191600,7,176240,True,120655,120656
95,42,3,191600,8,176239,False,119477,120655
96,42,3,191700,1,174449,True,119336,119477
96,42,3,191700,2,174621,True,119475,119336
96,42,3,191700,3,175990,True,120482,119475
96,42,3,191700,4,178430,True,122165,120482
96,42,3,191700,5,176241,True,120657,122165
96,42,3,191700,6,174623,True,119477,120657
97,42,3,191800,1,175988,False,123955,120480
97,42,3,191800,2,184517,True,126283,123955
97,42,3,191800,3,181075,True,123954,126283
97,42,3,191800,4,181073,False,123303,123954
97,42,3,191800,5,180105,False,122164,123303
97,42,3,191800,6,178429,False,120480,122164
98,42,3,191900,1,174622,False,120483,119475
98,42,3,191900,2,175993,True,120481,120483
98,42,3,191900,3,175989,False,120480,120481
98,42,3,191900,4,178429,True,122164,120480
98,42,3,191900,5,175991,True,120482,122164
98,42,3,191900,6,175990,False,119475,120482
99,42,3,192000,1,174449,False,119477,119336
99,42,3,192000,2,176239,True,120655,119477
