nid,nseq,eid,x,y,epsg
122078,3,178824,822.422550116127,68.8633976468492,3364
122079,1,176698,821.84852071677,68.9442519531971,3364
122079,2,178303,821.84852071677,68.9442519531971,3364
122079,3,178302,821.84852071677,68.9442519531971,3364
122080,1,178304,822.657503478222,70.1352134092396,3364
122080,2,176115,822.657503478222,70.1352134092396,3364
122080,3,180309,822.657503478222,70.1352134092396,3364
122081,1,178305,821.928089863875,70.4870679526613,3364
122081,2,178308,821.928089863875,70.4870679526613,3364
122082,1,178307,821.949041028573,70.6294241265647,3364
122082,2,178308,821.949041028573,70.6294241265647,3364
122082,3,178306,821.949041028573,70.6294241265647,3364
122082,4,180310,821.949041028573,70.6294241265647,3364
122083,1,178311,814.918449415747,69.186016962727,3364
122083,2,178309,814.918449415747,69.186016962727,3364
122083,3,178500,814.918449415747,69.186016962727,3364
122084,1,178310,815.602998648379,69.8480237357458,3364
122084,2,174649,815.602998648379,69.8480237357458,3364
122084,3,178311,815.602998648379,69.8480237357458,3364
122084,4,184573,815.602998648379,69.8480237357458,3364
122085,1,178312,816.661081525023,80.4651913756104,3364
122085,2,178710,816.661081525023,80.4651913756104,3364
122085,3,181609,816.661081525023,80.4651913756104,3364
122085,4,184458,816.661081525023,80.4651913756104,3364
122086,1,178354,820.176845659702,73.3745089000999,3364
122086,2,178314,820.176845659702,73.3745089000999,3364
122087,1,178315,820.208754553296,73.6048222739141,3364
122087,2,178314,820.208754553296,73.6048222739141,3364
122087,3,178313,820.208754553296,73.6048222739141,3364
122088,1,178316,820.786396013538,73.60671517753,3364
122088,2,178315,820.786396013538,73.60671517753,3364
122088,3,181515,820.786396013538,73.60671517753,3364
122089,1,178318,388.272384824016,152.084757487004,3364
122089,2,178320,388.272384824016,152.084757487004,3364
122089,3,184417,388.272384824016,152.084757487004,3364
122090,1,181300,389.149862236694,149.769724376498,3364
122090,2,181298,389.149862236694,149.769724376498,3364
122090,3,178317,389.149862236694,149.769724376498,3364
122090,4,178319,389.149862236694,149.769724376498,3364
