rn,D12,R12,D16,R16
292,1406.903741027713,1322.7732141764093,1654.3960441371732,2024.7543894259222
293,0.0,0.0,0.0,0.0
294,918.7301421305319,1328.0898267735815,998.8202921111671,1527.520220950878
295,675.6909255121928,887.8743037277346,869.8370953710911,1152.4876701519038
296,0.0,0.0,0.0,0.0
297,635.8827779626373,357.2763665299627,551.1100224348702,415.0641152101006
298,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0
301,1894.0297570946427,2454.1483748546243,2509.3094638523876,3314.192148352732
302,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,454.6509483291344,606.0938360776153,358.1682157410375,664.7346616689682
306,0.0,0.0,0.0,0.0
307,840.1614298616723,1962.8933708759257,824.0000915708988,2260.7299270072995
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,665.2150972096782,1325.9631817347126,779.2290646032691,1638.1337541921484
311,989.9657745876314,1916.1071800208117,1510.4891717412206,2390.3057802327876
312,0.0,0.0,0.0,0.0
313,1087.3909778010172,1604.5536818265286,1319.6793187125131,2164.864864864865
314,0.0,0.0,0.0,0.0
315,744.8313923087893,1050.5626492011997,891.1566320223433,1391.623594397317
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,558.3616485240291,1060.1325518761093,593.7490957373747,1289.43775892681
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0
328,881.0171602414794,1567.3373936463242,880.4968636967171,1756.121522982837
329,0.0,0.0,0.0,0.0
330,663.1199315491752,1472.7016894166616,568.165651755872,1723.4641941211285
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,648.4537719256548,1176.0347064944604,594.8150725699372,1521.1994476228053
343,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0
347,1546.2322574511575,2005.4262716533024,1483.8397509271554,2511.4539356875125
348,0.0,0.0,0.0,0.0
349,879.9695774112279,2000.1096590561303,809.0764159150222,2232.286447030973
350,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0
353,976.3471977943623,1738.5323192752646,903.9483540130947,2099.550207141448
354,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0
360,1023.4884251556781,2137.2782640631694,1070.240739892862,2300.7614914184255
361,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0
368,1051.7731615724676,2232.977290812267,1189.6301451398745,2799.0491221148154
369,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0
373,363.5112420972572,765.5922139927771,296.34155945240605,925.9932925626356
374,740.6410609877835,1145.1983534308624,663.0375898539444,1464.312487670152
375,561.5043970147835,560.3709677419355,499.9431344718648,667.8950483330045
376,874.7316632599706,1377.0026626675644,748.3157364589533,1703.4484119155652
377,0.0,0.0,0.0,0.0
378,955.3955411893331,687.969670074065,714.2044778169497,780.6155060169659
379,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0
382,2376.5179951424157,221.62176240775577,1751.5486858863032,150.5339655932951
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
386,1615.533230293663,221.62176240775577,1651.0857936783605,162.82245258050284
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0
389,979.3000662397881,358.8161867554141,1017.7327775848096,224.2648875165417
390,0.0,0.0,0.0,0.0
391,2042.8074630161186,503.9256740462065,2022.3616996642354,430.09704455227177
392,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0
394,1247.5160079487746,160.93961317706072,1257.9701285168462,211.97640052933392
395,380.4923824243762,139.8327786620364,541.6260275558643,122.88486987207764
396,823.3605652461912,211.06834515024357,1563.726756975802,270.34671371857075
397,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0
399,926.2806359019652,89.70404668885352,1065.7802477712169,98.3078958976621
400,1325.4857584455729,50.12873197318285,1240.4983211763345,104.45213939126599
401,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0
403,1206.9717376904396,306.0491004678532,1541.8869978001621,254.98610498456108
404,0.0,0.0,0.0,0.0
405,1150.8335173327446,332.4326436116336,1327.8573578788933,325.6449051610057
406,1487.6628394789136,226.89847103651184,1672.9255528540002,254.98610498456108
407,1453.3561492603224,350.90112381227993,1428.3202500868356,371.72673136303484
408,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0.0
410,842.0733053654228,353.53947812665797,1000.2609702442978,384.0152183502426
411,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0
414,1275.585118127622,345.62441518352387,1362.8009725599168,427.02492280546977
415,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0
417,991.7752263192758,786.2295856846573,1070.1481996063449,844.8334803705337
418,633.114374034003,274.38884869531665,860.4865115202037,313.356418173798
419,1104.0516670346656,775.6761684271452,1174.9790436494154,666.6504190560212
420,944.9933760211968,590.991366420682,1022.1007294199375,494.6116012351125
421,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0
423,1107.1704570545376,1242.6648820720588,1188.0828991547992,1155.1177767975296
424,969.9436961801722,443.24352481551153,1236.1303693412065,430.0970445522717
425,324.3541620666814,211.06834515024357,366.9079541507468,178.18306131451257
426,180.88982115257232,110.81088120387788,235.86939909690864,86.01940891045435
427,1281.8226981673658,701.8022476245599,1467.631816602987,706.5880017644464
428,0.0,0.0,0.0,0.0
429,486.5312431000221,395.75314715670675,493.578557369457,288.7794441993824
430,0.0,0.0,0.0,0.0
431,1044.7946566570986,762.4843968552549,1048.308440430705,682.0110277900309
432,882.617575623758,324.5175806684995,812.4390413337965,341.00551389501544
433,0.0,0.0,0.0,0.0
434,1893.1055420622654,780.9528770559012,1764.6525413916868,626.712836347596
435,1247.5160079487746,435.3284618723774,1554.990853305546,436.2412880458756
436,0.0,0.0,0.0,0.0
437,552.0258335173328,1021.0431196643033,1000.2609702442978,936.9971327745919
438,1191.3777875910796,440.6051705011335,1450.1600092624753,436.2412880458756
439,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0
442,0.0,0.0,0.0,0.0
443,1063.5073967763303,926.0623643466937,1485.1036239434989,1253.425672695192
444,336.82932214616915,263.83543143780446,567.8337385666318,264.20247022496693
445,0.0,0.0,0.0,0.0
446,1322.366968425701,1335.0072830752906,1769.0204932268148,1059.8820026466697
447,845.1920953852948,1092.2786861525105,1043.9404885955773,1081.386854874283
448,0.0,0.0,0.0,0.0
449,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0
451,1793.3042614263634,1514.4153764529976,1821.4359152483503,1274.9305249228055
452,502.1251931993817,667.5036415376453,773.127474817645,792.6074106749007
453,0.0,0.0,0.0,0.0
454,686.133804371826,807.3364201996817,930.3737408822508,897.0595500661668
455,988.6564362994038,699.1638933101818,899.7980780363552,731.164975738862
456,0.0,0.0,0.0,0.0
457,1550.0386398763524,1556.6290454830462,1729.7089267106635,1849.4172915747683
458,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0
461,0.0,0.0,0.0,0.0
462,0.0,0.0,0.0,0.0
463,0.0,0.0,0.0,0.0
464,1141.4771472731288,1707.015241402595,1214.2906101655667,2141.2688575209527
465,0.0,0.0,0.0,0.0
466,0.0,0.0,0.0,0.0
467,1026.081916537867,1276.9634881589736,982.7891629037861,1265.7141596823997
468,1085.3389269154338,1852.1247286933874,873.5903670255876,1766.470004411116
469,0.0,0.0,0.0,0.0
470,1222.565687789799,1319.1771571890222,1271.07398402223,1219.6323334803706
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,726.6780746301612,551.4160517050113,847.38265601482,654.3619320688133
474,0.0,0.0,0.0,0.0
475,654.9459041731066,1105.4704577244006,668.2966307745745,1124.3965593295104
476,277.5723117686024,382.56137558481646,318.86048396433944,457.7461402734892
477,795.2914550673438,1221.5580475570346,720.7120527961098,1302.5796206440227
478,0.0,0.0,0.0,0.0
479,673.6586442923383,1292.793614045242,751.2877156420053,1536.0608734009704
480,0.0,0.0,0.0,0.0
481,1400.3367189224996,1677.9933439444362,200.92578441588515,353.2940008822232
482,0.0,0.0,1266.706032187102,1526.8445081605646
483,0.0,0.0,0.0,0.0
484,0.0,0.0,0.0,0.0
485,0.0,0.0,0.0,0.0
486,0.0,0.0,0.0,0.0
487,923.1618458820932,1179.344378526986,764.3915711473892,1241.137185707984
488,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0
493,620.6392139545153,596.268075049438,707.608197290726,543.7655491839434
494,0.0,0.0,0.0,0.0
495,895.0927357032457,1155.5991896975836,987.157114738914,1265.7141596823997
496,505.24398321925366,598.9064293638162,594.0414495773996,503.8279664755183
497,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,0.0
499,0.0,0.0,0.0,0.0
500,826.4793552660632,1345.5607003328028,821.1749450040523,1545.2772386413762
501,692.3713844115699,749.2926252833647,545.9939793909923,900.1316718129688
502,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0
504,626.8767939942593,970.9143876911204,615.8812087530393,1268.7862814292016
505,969.9436961801722,915.5089470891816,1131.299525298136,890.9153065725629
506,2513.744756016781,1844.2096657502534,2009.2578441588514,1674.3063520070577
507,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0
510,0.0,0.0,0.0,0.0
511,0.0,0.0,0.0,0.0
512,701.7277544711858,762.4843968552549,703.240245455598,841.7613586237318
513,829.5981452859351,443.24352481551153,563.4657867315041,549.9097926775473
514,695.4901744314418,675.4187044807794,746.9197638068774,706.5880017644464
515,0.0,0.0,0.0,0.0
516,739.1532347096489,685.9721217382917,703.240245455598,660.5061755624173
517,0.0,0.0,0.0,0.0
518,536.431883417973,448.52023344426755,506.6824128748408,420.8806793118659
519,673.6586442923383,464.35035933053587,742.5518119717494,463.89038376709306
520,617.5204239346434,675.4187044807794,637.7209679286789,725.020732245258
521,0.0,0.0,0.0,0.0
522,533.3130933981012,424.7750446148652,489.2106055343291,396.30370533745037
523,0.0,0.0,0.0,0.0
524,439.74939280194303,612.0982009357064,480.4747018640732,417.80855756506395
525,1743.4036211084126,2627.8008971205327,1624.878082667593,2383.966475518306
526,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,0.0
528,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0
530,545.7882534775888,379.9230212704384,633.353016093551,417.80855756506395
531,620.6392139545153,720.2707278252062,650.8248234340628,768.0304367004852
532,523.9567233384853,588.3530121063039,572.2016904017598,448.5297750330834
533,336.82932214616915,717.6323735108282,371.2759059858747,844.8334803705337
534,452.2245528814308,699.1638933101818,519.7862683802246,866.3383325981473
535,617.0,789.0,536.0,895.0
536,487.0,707.0,353.0,868.0
537,0.0,0.0,0.0,0.0
538,494.0,772.0,407.0,921.0
539,276.0,354.0,268.0,373.0
540,773.0,566.0,652.0,713.0
541,0.0,0.0,0.0,0.0
542,0.0,0.0,0.0,0.0
543,387.0,443.0,325.0,526.0
544,343.0,413.0,270.0,561.0
545,0.0,0.0,0.0,0.0
546,857.0,1194.0,665.0,1511.0
547,0.0,0.0,0.0,0.0
548,424.0,620.0,346.0,771.0
549,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
552,826.0,404.0,777.0,460.0
553,0.0,0.0,0.0,0.0
554,573.0,391.0,508.0,436.0
555,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
557,545.0,479.0,530.0,548.0
558,728.0,1195.0,596.0,1454.0
559,539.0,793.0,507.0,867.0
560,0.0,0.0,0.0,0.0
561,0.0,0.0,0.0,0.0
562,193.0,539.0,162.0,627.0
563,0.0,0.0,0.0,0.0
564,346.0,857.0,291.0,947.0
565,0.0,0.0,0.0,0.0
566,308.0,540.0,259.0,632.0
567,597.0,1055.0,489.0,1180.0
568,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0.0
570,378.0,1222.0,252.0,1506.0
571,0.0,0.0,0.0,0.0
572,227.0,704.0,188.0,747.0
573,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0.0
575,430.0,762.0,354.0,917.0
576,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,258.0,994.0,168.0,1092.0
579,0.0,0.0,0.0,0.0
580,361.0,1324.0,288.0,1549.0
581,190.0,514.0,116.0,627.0
582,195.0,1009.0,137.0,1147.0
583,0.0,0.0,0.0,0.0
584,554.0,1039.0,420.0,1169.0
585,0.0,0.0,0.0,0.0
586,0.0,0.0,0.0,0.0
587,849.0,1558.0,560.0,2037.0
588,233.0,439.0,163.0,525.0
589,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0
591,713.0,591.0,664.0,632.0
592,0.0,0.0,0.0,0.0
593,511.4826924248888,1343.2468340368807,644.0052973214952,1665.951449983708
594,0.0,0.0,0.0,0.0
595,0.0,0.0,0.0,0.0
596,1307.2336522640014,1485.3787643150008,1751.8004178169067,1753.6331052460087
597,439.41468096776157,1393.2932883601625,426.686637320003,1462.0916014988595
598,0.0,0.0,0.0,0.0
599,251.23709549637394,1122.0415059279755,318.0273073192569,2056.134815900945
600,0.0,0.0,0.0,0.0
601,0.0,0.0,0.0,0.0
602,944.8917057712231,634.5890408192118,959.3823770797583,635.692000651678
