rn,D16,R16
1478,1035.6705351386204,2590.1519033201357
1479,373.0474962389856,1144.1537147736976
1480,777.0105308403181,1813.1063323240949
1481,408.0851063829787,1963.0088243666382
1482,1240.743606275521,2996.010351163212
1483,567.8153879217709,1682.5789923142613
1484,1167.5768321513003,3714.9304660611233
1486,650.2568235546959,1620.3745568408249
1489,502.89275736084244,1175.7658049323293
1490,444.1532344723834,1118.6600936780271
1491,445.18375241779495,476.2208420671273
1492,684.2639157532774,1660.1446057500712
1493,652.317859445519,1505.1433894883937
1494,1863.176445304105,4371.646145485599
1495,921.2830431979368,3350.881556814947
1496,518.3505265420159,1246.1281991563803
