rn,D12,R12,D16,R16
489,168,145,175,193
490,345,1318,436,1203
491,534,2554,573,2892
492,805,2111,696,2082
493,378,1692,319,1762
494,400,1366,344,1414
495,862,2723,904,3008
496,725,2299,840,2544
497,409,1242,452,1316
498,406,1714,348,2046
499,420,1337,320,1478
500,312,1335,274,1353
501,301,1447,288,1585
503,3352,4150,3184,4124
504,966,207,729,217
505,1868,5282,1682,5534
506,597,740,561,768
507,415,1775,351,1871
508,145,442,104,498
509,2316,6852,2061,7992
510,2184,1606,2026,1694
511,1828,1274,1416,1382
512,3866,1742,3176,1778
513,453,288,382,311
514,476,1139,409,1204
515,514,1598,364,1847
516,386,1306,276,1561
517,656,2162,509,2506
518,490,1118,369,1297
519,521,1319,401,1698
520,1142,5424,808,6116
521,144,931,96,1172
522,772,3254,644,3946
523,688,2700,476,3258
524,2532,7152,1887,8307
525,354,1414,380,1387
526,1704,5870,1682,5980
527,317,832,269,881
528,2452,3346,2168,3632
529,428,1044,367,1178
530,1566,3106,1180,3524
531,870,2610,754,2982
532,538,564,526,574
533,3800,1832,3890,2036
534,683,465,501,436
535,203,550,146,568
536,4456,10564,3640,11188
537,306,885,229,1057
538,1698,1100,1546,1204
539,1489,1275,1412,1205
540,578,292,513,325
541,2066,1972,2072,2152
542,4118,234,4214,166
543,1724,320,1625,257
544,2360,289,2966,344
545,5716,686,6976,656
546,1458,140,1474,128
547,1537,320,1799,238
548,1537,247,1956,261
550,5600,840,6430,588
551,1753,103,2391,132
553,6140,442,6640,376
554,1986,61,2780,121
555,2439,57,2577,68
556,739,21,975,49
557,0,0,2014,15
558,19719,1287,24260,1600
559,1354,18,1567,37
560,1616,244,2664,310
562,1092,176,1637,128
564,806,1010,876,836
565,1724,1437,1503,878
566,2007,1180,2461,1056
567,2530,1290,2902,908
568,2373,1565,2333,1298
569,10912,4104,10378,3088
571,2119,509,2484,492
573,2210,1242,2385,1158
574,2285,259,2681,219
576,3091,509,3111,446
577,2443,1000,2519,833
578,2069,1339,2339,1120
579,810,915,708,874
580,1467,482,1480,401
581,1994,1214,2188,920
582,5790,78,5978,134
583,3756,1434,3134,1082
584,1820,460,2594,359
586,3586,1672,2652,961
587,8468,2788,9356,2664
588,2235,1135,2658,908
590,1637,793,1776,575
591,3208,830,2995,552
592,1583,521,1689,465
593,2813,1000,2757,674
594,1807,372,1700,329
595,3033,424,3041,306
598,4094,6204,3772,6556
600,1076,12,1491,41
601,3062,906,3297,942
602,1399,19,1130,21
603,7224,2050,6208,1944
604,1160,34,964,40
605,873,225,780,296
606,2722,958,2454,1044
607,302,203,226,167
608,10464,4044,10860,3834
610,2916,1666,2644,1374
611,843,868,991,701
612,388,489,399,562
613,1446,2684,864,2542
614,794,486,689,454
615,1694,2366,1288,2550
617,1217,41,982,61
618,3664,38,3286,62
620,810,23,660,23
621,754,5,640,10
622,1163,0,853,19
623,1373,138,1374,195
624,1940,13,1677,28
626,927,333,1101,290
627,6399,3246,7170,2574
628,847,236,1005,243
629,757,595,866,429
630,1340,979,1690,634
631,4380,366,3920,380
632,4712,1912,4684,1986
633,5534,70,4684,98
634,616,0,506,14
635,1244,73,1061,85
636,5022,270,4550,288
637,3434,466,3230,508
638,1068,305,1137,278
640,5050,2440,4868,2358
641,991,739,1028,585
642,5424,4404,5967,3483
643,428,991,593,688
645,2002,2528,2328,1838
646,3916,3418,4414,2626
647,2814,3620,3084,2888
648,1276,346,1198,320
649,7412,1344,7082,1178
650,905,531,1057,331
651,458,1049,417,1128
652,889,796,802,741
653,969,702,1010,690
654,612,836,561,911
655,540,932,573,999
656,1932,4188,1916,4380
657,334,924,291,1071
658,1133,494,1001,511
660,1738,1294,1829,1449
662,870,1941,861,1897
664,790,1276,637,1481
665,598,1907,550,2070
666,2204,4374,2292,4752
667,472,1082,458,1083
668,2430,4732,2470,4490
669,617,857,537,863
671,1074,1691,1128,1734
673,2154,1274,2294,1303
674,1239,2005,1395,2043
675,412,927,462,939
676,2338,5684,2474,5604
678,1936,3606,1984,3552
680,880,930,849,1033
682,986,224,919,235
683,3284,2984,3504,3130
685,1778,1120,1873,1076
686,1953,1611,2395,1693
688,1044,830,1219,827
689,938,525,988,486
690,1525,1273,1597,1157
691,4000,2314,4092,2088
692,908,1062,971,954
694,5238,7824,6276,5910
695,881,1250,994,897
696,640,836,714,712
697,4701,10662,5400,9765
698,621,1604,664,1564
699,2900,5950,3352,5738
701,3770,5858,4232,5372
702,1371,2467,1517,2299
703,802,1540,982,1547
704,676,1284,702,1186
705,486,1075,592,1164
707,913,1416,990,1306
708,992,1628,1168,1637
709,2468,1710,2206,1946
710,1472,2174,1252,2372
711,927,564,878,561
712,3274,1672,3018,1564
713,1115,974,1050,1160
714,1400,565,1321,605
715,1141,1655,1309,2038
716,3266,5468,3210,6228
717,2758,4462,2632,5072
718,789,1042,774,1143
719,696,478,640,514
720,1498,3164,1486,3512
721,559,1432,535,1825
722,698,959,877,1109
724,790,1660,669,2020
725,433,1966,350,2403
726,426,1164,216,1290
727,442,1021,397,1073
729,733,1175,704,1261
730,420,1339,283,1424
731,214,825,216,979
732,568,1251,330,900
733,806,2392,381,1604
734,600,1385,377,975
735,613,1540,574,1778
740,802,1610,787,1651
744,689,1170,649,1261
745,550,1105,397,1218
746,834,1342,684,1590
747,2538,5442,2320,6676
748,660,382,771,386
750,1090,411,924,397
751,698,904,673,1059
752,739,1879,610,2215
754,1090,1829,1050,2237
755,881,245,956,307
756,733,14,850,43
758,638,1044,649,1304
761,945,1126,846,1489
762,938,1418,1098,2042
763,919,2097,948,2501
764,673,1969,527,2042
766,1093,1785,1176,1988
768,777,1525,885,2201
769,3538,4532,3524,4684
771,2204,1900,2572,1964
772,768,784,637,730
774,2400,1760,2784,1590
776,745,1240,846,1167
777,1046,577,964,636
780,572,1455,610,1521
783,556,1642,448,1763
784,1055,1768,775,1742
785,1014,1867,885,2190
786,4113,3744,3267,4221
787,413,341,401,353
788,1996,1944,1786,2224
789,460,1638,366,1780
790,488,1048,322,1297
791,401,883,263,1096
792,2320,2112,1974,2400
793,563,581,495,628
794,2830,1954,2698,2052
796,14712,5624,13524,5264
797,796,807,701,825
798,1102,2108,1136,2463
799,1165,1531,1225,1790
800,1588,1480,1655,1599
801,941,1657,869,1878
802,1190,802,1111,866
805,1784,2048,1486,2024
806,569,627,673,679
807,1602,1846,1398,1854
808,5160,5736,4692,5476
809,1469,70,1252,80
810,1046,325,939,327
811,533,218,588,232
812,364,664,512,534
814,2708,3446,3154,2664
815,735,365,798,309
816,8760,4725,9435,3450
817,640,318,701,236
818,650,174,705,147
819,6290,1196,7290,1194
820,790,275,870,230
821,877,69,818,67
822,6368,26,4734,50
823,1763,13,1511,33
824,1790,17,1534,29
825,7402,232,5886,240
826,1267,12,1056,22
827,1916,33,1808,60
828,1146,258,1480,273
829,889,394,835,342
830,1717,363,1590,342
831,1672,291,1637,300
832,1681,369,1526,335
833,5064,4929,5838,4068
834,801,614,882,460
835,521,481,585,420
836,533,600,580,502
837,657,690,708,532
838,6009,7710,6873,6288
839,2552,3308,2944,2576
840,645,135,681,130
841,1440,126,1165,114
842,638,382,622,348
843,1106,228,1279,189
844,3626,1120,3376,952
845,966,274,940,264
846,1148,270,1129,254
847,6354,746,6228,1032
848,1194,286,1092,273
849,1313,1223,1420,993
850,1313,357,1236,340
851,4830,78,4108,180
853,6240,244,5274,326
854,6602,2142,6802,2330
855,1984,126,1881,129
856,6476,1668,6262,1712
857,1152,180,980,164
858,2576,1064,2380,996
859,3525,6726,4221,5691
860,1316,21,980,29
861,995,71,846,78
862,474,605,494,539
863,764,34,623,48
864,845,205,748,190
865,1424,126,1275,150
866,668,659,700,574
867,756,344,770,324
868,1678,2160,1804,2078
869,464,472,474,436
870,3820,810,3644,722
871,1242,1752,1476,1614
873,975,572,1005,555
874,1279,200,1174,208
875,1574,3208,1732,3388
876,1886,2776,1802,3046
877,3704,4424,4236,4674
878,794,1077,772,1049
879,1020,630,1103,574
880,4608,2066,5016,1966
881,2770,5778,3118,6226
882,4638,2406,5310,1992
883,992,860,1072,745
884,748,485,773,412
885,3242,5382,4066,4580
886,12188,12856,13036,10392
887,1958,5158,2454,4842
888,703,2011,743,2045
889,674,1848,840,1890
890,2974,6014,3256,5952
891,854,1216,948,1196
892,499,462,525,349
893,606,623,688,558
894,2040,3024,2212,2764
895,548,685,632,571
896,2352,2520,2672,2182
897,1440,420,1378,397
898,791,489,723,384
899,7230,4842,7191,4209
900,9486,5094,10074,4671
901,297,1290,433,1381
902,905,2046,1373,2218
904,2488,3362,2900,2940
905,2124,3492,2296,3190
906,953,1737,1062,1498
907,633,836,718,810
908,1126,927,1240,930
910,914,613,1074,695
911,807,602,875,571
912,578,782,619,749
913,798,1281,900,1193
914,1178,800,1196,755
915,478,1202,562,1157
916,1539,953,1804,945
917,3362,3796,3632,3084
918,3378,3110,3374,2736
919,212,794,211,794
920,2540,2484,2448,2498
921,276,1186,253,1210
922,2444,2576,2756,2610
923,538,1508,476,1482
924,1356,5062,1212,5356
925,4332,9171,4431,8844
926,3404,4378,4086,4582
927,412,726,496,641
928,663,96,732,278
929,1370,1960,1182,1587
930,2502,3954,2247,4200
931,6366,5157,7068,8328
932,481,134,456,153
933,3050,2238,2790,2592
934,348,575,294,613
935,5373,3117,4938,3618
936,6244,360,6654,578
937,3312,656,6280,740
938,1410,374,1212,422
939,6942,2238,2900,1302
941,1731,1501,1916,1672
942,1390,1944,1545,2089
944,1224,2820,1056,3331
945,873,1906,893,2161
946,1346,799,1362,1012
947,0,0,612,545
948,0,0,893,1517
949,1295,1691,0,0
952,1675,2736,1355,2132
955,1250,3082,1101,3553
957,1130,1800,1086,1926
961,1861,2632,1554,2311
963,1769,2812,1876,2984
966,1782,1837,1481,2375
967,97,80,76,112
968,482,682,374,788
969,3336,5121,2892,6432
970,1578,2124,1298,2676
971,1096,2034,810,2294
972,4800,6408,4434,7836
973,5202,5862,4749,7080
974,897,1286,847,1593
975,2566,2918,2354,3340
976,2955,2820,2715,3564
977,514,507,448,627
978,598,605,545,634
979,581,667,488,901
980,1204,2718,1032,3148
981,244,500,188,609
982,8,13,4,12
983,1434,2758,1390,3338
984,2206,5892,2194,6654
987,591,1324,795,1688
988,1718,2714,1798,3298
989,748,1480,751,1566
990,1126,1622,1235,1676
991,690,1296,750,1353
992,793,1700,763,1805
993,592,1259,585,1297
994,489,1066,513,1105
995,1534,2654,1676,2762
996,2262,3195,1680,2834
997,1548,1407,1704,1600
998,1642,1464,1662,1448
999,1232,2178,1262,2424
1000,548,984,477,1090
1001,830,1518,1067,1516
1002,2692,5162,2840,5246
1003,579,736,667,708
1004,550,936,647,909
1005,2276,4108,2512,4158
1006,503,867,467,1015
1007,253,568,244,622
1008,422,1291,436,1399
1010,10460,2908,8864,3108
1011,2202,674,1848,728
1012,3438,2640,3363,2805
1013,3370,1766,2894,1692
1014,2578,344,2390,340
1015,1413,460,1328,488
1016,3358,2878,1905,1717
1017,888,1239,804,1359
1018,1608,1592,1488,1760
1019,433,147,344,188
1020,9472,4320,8612,4600
1021,333,472,282,547
1022,1814,786,1462,1152
1023,1251,793,1435,855
1024,2048,2648,1480,2820
1025,5385,6125,4745,6910
1026,932,995,894,1057
1027,1609,784,1273,881
1028,1457,781,1174,903
1029,1199,957,1082,1010
1030,958,1179,915,1198
1031,1106,1551,1042,1551
1034,731,1041,593,1142
1035,586,1168,520,1332
1037,175,594,149,699
1038,559,979,460,1121
1039,690,2908,588,3136
1040,864,3426,710,3744
1041,976,2590,934,2719
1042,806,2263,701,2486
1044,528,1534,415,1694
1046,482,1571,395,1772
1051,1169,3099,1458,3829
1052,1401,3363,1379,3740
1053,578,1108,466,1278
1054,890,1889,737,2363
1056,1696,1975,1464,2272
1060,798,1919,1014,2162
1061,702,2230,696,2238
1062,1497,4503,1897,4808
1066,1833,3130,1679,3537
1067,1390,2314,1394,2704
1069,1241,2615,1354,2818
1070,942,807,881,955
1071,498,488,379,648
1072,2494,2606,3306,4488
1073,3336,2674,3018,3166
1074,1210,1538,1052,1928
1075,4344,3304,4736,4156
1076,550,726,462,960
1077,299,697,302,813
1078,382,831,407,846
1079,979,2041,899,2403
1080,1101,1680,1330,1964
1081,2488,5964,2146,6854
1082,3478,6364,4018,7184
1083,3080,3526,3448,4262
1084,876,782,1013,827
1085,876,1885,799,2212
1086,2234,7122,2100,8904
1087,746,395,999,442
1088,510,416,578,478
1090,922,1182,1016,1452
1091,594,746,752,984
1092,2798,3566,3642,4320
1093,2728,3492,2666,4020
1094,3704,3984,3904,4950
1095,3298,5688,3394,6104
1096,2428,3748,2740,4732
1097,808,1272,755,1403
1098,1069,2300,973,2372
1099,1734,5454,1730,5738
1100,1538,3048,832,1426
1101,1930,5740,1696,6244
1102,3010,6390,3630,8480
1103,800,2144,839,2494
1104,713,442,602,432
1105,595,291,588,345
1106,1008,3402,762,3483
1109,782,803,835,885
1111,2049,777,2324,797
1112,1419,1126,1493,1169
1113,1018,908,978,966
1115,1235,1422,1138,1749
1116,1046,1803,818,1745
1117,3278,6558,3008,6160
1118,645,1331,573,1645
1119,962,1705,801,1671
1120,792,835,721,821
1121,2782,1202,2326,1268
1122,655,9,522,0
1123,3218,44,2448,48
1124,1340,162,1168,163
1125,736,305,709,217
1126,700,224,678,157
1127,3412,3496,3536,2760
1128,2196,2230,2226,2170
1129,768,2207,828,2139
1130,349,789,355,833
1131,1473,1358,1228,1317
1132,3620,15520,3665,16650
1133,766,1451,715,1500
1134,1362,4647,1425,5097
1135,1904,1808,1774,1920
1136,375,479,482,589
1137,463,1210,458,1398
1138,2082,4904,1959,5511
1139,1454,2274,2286,7146
1140,419,1137,332,1697
1141,170,653,0,0
1142,1237,2692,986,3504
1143,731,1568,1230,3232
1144,1792,4672,1326,5374
1145,310,1243,416,1420
1146,1612,4228,1684,5662
1147,216,552,265,725
1148,356,968,339,1245
1149,531,1150,500,1392
1150,426,1095,538,1560
1151,1864,4780,2272,5764
1152,422,1174,388,1409
1153,556,1558,360,1842
1154,1468,2876,1198,3520
1155,3021,5358,2355,6480
1156,1536,1488,1252,1824
1158,2272,4756,1764,5820
1159,319,537,233,645
1160,1508,3082,1304,3750
1161,2757,6204,1977,8190
1162,280,761,204,920
1163,435,776,532,1121
1164,786,2052,608,2704
1165,471,714,364,775
1166,5500,9816,4816,11464
1167,1394,2726,1520,3740
1168,91,340,100,363
1169,976,1664,500,908
1170,143,375,148,396
1171,2246,4232,1920,4940
1172,1743,2265,1416,2877
1173,1054,888,756,1306
1174,326,459,312,527
1175,2006,2188,1662,2632
1176,2588,3090,2580,3852
1177,606,946,516,1185
1178,1706,2566,1270,2610
1179,758,628,803,536
1180,7428,3932,6944,3444
1181,1820,804,1472,824
1182,1402,2880,1186,2922
1183,2992,1236,2798,1232
1187,2697,1679,3777,1578
1188,1716,507,1754,446
1189,1598,122,1477,146
1192,1404,549,1808,476
1193,1101,605,1379,463
1194,3684,1484,3846,1238
1195,1309,169,1263,201
1196,1332,364,1705,393
1197,1960,184,1703,150
1198,901,345,926,327
1199,1621,116,1398,98
1200,5350,1416,5098,1288
1201,1550,60,1293,75
1202,2171,142,1908,153
1203,1205,418,1126,355
1204,858,183,822,161
1205,845,334,899,288
1206,1402,226,1223,211
1209,1436,427,1507,364
1210,1026,303,1018,282
1212,1184,462,1188,431
1213,1237,236,1171,216
1214,3786,1548,3450,1364
1215,6320,676,5630,622
1216,620,259,506,232
1217,1202,374,1104,317
1218,1571,669,1630,639
1219,1257,1094,1244,1071
1220,1470,210,1283,180
1221,888,312,768,313
1222,1236,249,1198,270
1223,726,221,689,203
1224,1028,201,891,209
1225,1141,240,1049,237
1226,2948,3200,3496,2388
1227,2260,2688,2488,2146
1228,2624,2308,2788,1810
1229,820,372,897,343
1230,2786,3504,3770,2662
1231,1315,100,1209,104
1232,1232,650,1683,521
1235,490,673,691,417
1236,2222,4336,3308,3132
1237,397,940,617,647
1238,558,994,594,664
1239,4608,7293,6165,5466
1240,427,1056,679,742
1241,2380,3916,3442,3146
1242,2976,3878,3588,3082
1243,1678,3636,2426,2724
1244,2476,3746,2940,3392
1245,2876,4772,3734,3732
1246,894,1252,1072,1019
1247,1185,1917,1392,1581
1248,995,1547,1185,1266
1249,972,1204,1059,932
1250,466,880,643,710
1251,909,1098,1063,963
1252,789,551,870,429
1253,734,855,850,651
1254,937,1279,1133,1009
1255,2420,1868,2984,2078
1257,6546,576,5518,658
1259,893,466,938,490
1260,3610,3698,4556,2784
1261,932,567,1060,434
1262,3814,3568,4830,2382
1263,1161,948,1593,695
1264,2343,820,3230,1302
1266,1993,57,1655,75
1267,969,266,977,301
1268,2111,404,1939,390
1269,1739,177,1394,207
1271,1843,33,1545,61
1272,1546,49,1493,70
1273,2213,175,1968,161
1274,1105,75,1110,155
1275,1757,249,1600,233
1276,1757,159,1446,173
1278,2463,455,2342,452
1280,1594,127,1514,143
1282,1804,11,1449,29
1283,1754,83,1554,97
1284,1216,5,1051,31
1285,1931,27,1802,112
1287,1124,15,932,32
1289,1788,77,1480,110
1290,2030,56,1725,78
1293,2190,66,1909,78
1294,2353,29,2045,41
1295,2739,288,2814,347
1296,2367,246,2019,233
1298,2017,655,2307,700
1299,3909,628,3980,588
1300,1306,890,1466,718
1301,2048,483,2151,419
1302,5988,3180,6592,2624
1305,3888,2815,4285,2422
1307,1537,655,1714,639
1309,4988,1409,5338,1188
1311,2588,460,2348,367
1313,1854,322,1788,283
1315,2031,444,2264,527
1316,2060,646,2461,807
1318,2099,551,2249,553
1320,2598,557,3124,577
1321,2824,602,3069,553
1325,1391,814,1644,794
1326,2834,872,2955,773
1328,2845,1459,3227,1409
1329,581,1052,651,1089
1330,1505,1672,1692,1587
1331,1288,1043,1360,978
1332,680,1435,873,1432
1333,687,1385,703,1247
1334,898,2146,1040,2150
1336,829,1930,986,2164
1337,2235,837,2130,800
1339,9165,5172,9534,4602
1340,899,917,980,875
1341,567,690,612,619
1342,940,2063,1264,1648
1343,576,1120,738,917
1344,1772,2215,2040,2136
1345,516,598,696,752
1347,1083,873,1138,877
1348,909,221,812,173
1349,869,1410,1043,1133
1350,572,228,594,231
1351,994,964,1037,843
1353,1218,2134,1501,1662
1354,972,1873,1159,1538
1355,1067,1437,1158,1290
1356,604,1026,683,867
1357,1566,1210,1803,1157
1358,1594,2321,1909,1879
1359,3042,3492,4087,3134
1360,1156,1460,1375,1223
1361,1029,1625,1239,1264
1363,1586,2152,1772,1964
1364,1039,1551,1197,1328
1367,1387,2749,1818,2181
1368,926,1732,1200,1309
1370,584,553,715,711
1371,2814,1302,3597,1414
1372,3397,2197,4107,2192
1375,2309,2196,3222,2412
1379,6498,2304,7524,2254
1381,2241,1423,2418,1308
1383,1009,783,1056,781
1384,4888,1900,4900,1818
1385,2775,1890,3092,1738
1388,2787,1405,2949,1292
1389,1553,859,1580,800
1390,3344,1057,3705,970
1393,3896,1449,5025,1563
1394,4120,374,3704,395
1396,1089,2368,1286,2279
1397,466,1751,688,1519
1399,1310,2460,1750,2621
1400,1452,2233,1816,2397
1401,1539,2580,1797,2242
1403,1440,1944,1488,1827
1404,2054,2336,2312,2368
1406,1489,1944,2091,2211
1408,1290,2220,1491,2226
1409,2200,1591,2652,1361
1410,1044,2046,1586,1807
1411,2166,2770,2592,3106
1413,1204,2208,1465,2084
1417,1124,5840,512,3892
1418,1248,4389,963,4263
1419,312,691,278,669
1420,824,2187,869,3219
1421,1490,2780,1416,2670
1422,2619,3969,2724,5445
1423,1350,4281,1119,5403
1424,2412,1054,2082,972
1425,922,1304,768,1398
1426,3429,3333,2763,3177
1427,349,1089,251,1141
1428,1554,4896,1022,4450
1429,366,939,436,980
1430,1694,3400,2024,4884
1432,777,1291,620,1420
1433,2292,4784,1960,4948
1434,2416,5544,2388,6436
1435,1486,2008,1592,2068
1436,5208,11295,4293,9972
1437,4422,7968,4596,7350
1438,425,1261,404,1121
1439,1675,653,1786,795
1440,1140,2420,1398,2840
1441,970,1734,957,1568
1442,858,956,934,998
1443,909,1060,1033,1279
1444,925,1223,975,1363
1445,2080,261,1847,280
1447,11880,2076,13876,2036
1448,4382,3330,4528,3080
1449,1455,1619,568,1468
1450,2884,4936,4772,6364
1451,1981,1326,1741,1191
1452,640,299,0,0
1453,2898,1420,4178,1954
1454,1892,4254,2214,4438
1455,3276,2228,3374,2622
1456,934,851,1050,852
1458,2950,3858,3358,3826
1459,953,1445,914,1491
1460,2086,5456,1924,5740
1461,1338,1897,880,1349
1462,3646,5394,3094,5790
1464,1714,457,1690,426
1465,2406,619,2274,582
1466,724,603,752,520
1467,860,280,945,399
1468,1226,752,1368,882
1469,1023,1713,1273,1499
1471,1539,1230,1480,1269
1472,1029,579,1005,638
1473,971,400,702,393
1475,2467,95,1935,141
1476,1363,189,1203,197
1477,2075,382,1938,344
1478,1315,1179,1146,1256
1479,704,1146,660,1288
1480,602,632,566,671
1481,4524,4598,4446,4854
1482,1461,2258,1647,2553
1483,831,1231,860,1193
1484,864,1660,1065,1647
1485,2368,5960,3282,5664
1486,1453,2487,1675,2600
1487,1633,2748,1906,2662
1488,501,583,526,564
1489,5156,5258,5722,5156
1491,1244,2219,1455,2125
1493,1005,1248,1107,1240
1494,1228,1380,1309,1336
1495,1836,2624,2025,2583
1496,824,1007,802,883
1498,5726,7716,7068,10006
1499,790,1386,861,1290
1500,1057,1664,1202,2178
1501,4126,6708,4454,7530
1502,543,916,1457,2217
1503,809,977,0,0
1504,480,743,531,815
1505,3340,6820,2249,3519
1506,853,1092,804,1186
1507,512,830,563,939
1508,13762,11669,10339,12649
1509,8200,3270,6770,3365
1510,5373,1086,5199,1074
1511,966,318,1083,396
1512,619,431,269,283
1514,300,725,325,889
1515,967,1631,928,1977
1517,968,4336,812,5022
1518,1940,3866,1376,4216
1519,437,1057,565,1549
1520,904,2486,815,2907
1521,735,1970,552,2378
1522,1059,1215,853,1622
1528,2742,4880,2412,5960
1530,3182,5138,3144,6726
1531,1708,1713,2297,2096
1532,818,1677,856,1625
1537,1577,1869,1608,1758
1539,1972,2402,2230,3844
