rn,state,cid,tract,pop,white,black,hispanic
257,24,5,430400,4612.0,3943.0,439.0,423.0
258,24,5,430600,2415.0,2165.0,144.0,70.0
259,24,5,430700,5465.0,4674.0,345.0,111.0
260,24,5,430800,3522.0,2870.0,198.0,28.0
261,24,5,430900,5648.0,2396.0,1209.0,190.0
262,24,5,440100,4595.0,3882.0,216.0,176.0
263,24,5,440200,2394.0,1807.0,440.0,18.0
264,24,5,440300,2066.0,1019.0,629.0,126.0
265,24,5,440400,5335.0,3791.0,943.0,297.0
266,24,5,440500,3013.0,2414.0,219.0,113.0
267,24,5,440600,2296.0,1587.0,447.0,48.0
268,24,5,440701,6837.0,2438.0,3110.0,993.0
269,24,5,440702,4912.0,2941.0,1210.0,283.0
270,24,5,440800,3359.0,1564.0,984.0,72.0
271,24,5,440900,3794.0,1590.0,1780.0,229.0
272,24,5,441000,3671.0,916.0,2580.0,101.0
273,24,5,441101,2200.0,1439.0,687.0,138.0
274,24,5,441102,4950.0,2923.0,1552.0,281.0
275,24,5,450100,3827.0,3662.0,80.0,122.0
276,24,5,450200,3272.0,3040.0,98.0,160.0
277,24,5,450300,3236.0,2771.0,206.0,78.0
278,24,5,450400,2387.0,2173.0,38.0,69.0
279,24,5,450501,4229.0,3055.0,821.0,23.0
280,24,5,450503,6067.0,2482.0,2855.0,978.0
281,24,5,450504,5156.0,1919.0,3055.0,179.0
282,24,5,450800,3984.0,2500.0,1296.0,238.0
283,24,5,450900,3906.0,3467.0,407.0,11.0
284,24,5,451000,1702.0,1619.0,58.0,36.0
285,24,5,451100,2176.0,1149.0,835.0,93.0
286,24,5,451200,3510.0,3059.0,318.0,63.0
287,24,5,451300,3920.0,2885.0,756.0,306.0
288,24,5,451401,3953.0,1214.0,1980.0,225.0
289,24,5,451402,5598.0,3122.0,2286.0,789.0
290,24,5,451500,3987.0,2458.0,1328.0,24.0
291,24,5,451600,2098.0,1936.0,73.0,26.0
292,24,5,451701,3214.0,2589.0,499.0,119.0
293,24,5,451702,1832.0,1812.0,0.0,0.0
294,24,5,451801,5490.0,4364.0,1040.0,32.0
295,24,5,451802,3598.0,3317.0,79.0,16.0
296,24,5,451803,4192.0,3516.0,575.0,133.0
297,24,5,451900,2464.0,2299.0,132.0,0.0
298,24,5,452000,2399.0,2148.0,251.0,25.0
299,24,5,452100,3450.0,3083.0,263.0,243.0
300,24,5,452300,2921.0,2320.0,382.0,474.0
301,24,5,452400,3308.0,2784.0,302.0,0.0
302,24,5,452500,3633.0,3232.0,113.0,236.0
303,24,5,490100,3979.0,3752.0,87.0,129.0
304,24,5,490200,2840.0,2413.0,125.0,86.0
305,24,5,490301,6798.0,4562.0,1489.0,351.0
306,24,5,490302,4324.0,3405.0,654.0,145.0
307,24,5,490400,1790.0,1585.0,85.0,30.0
308,24,5,490500,3586.0,3382.0,23.0,55.0
309,24,5,490601,2218.0,1999.0,75.0,79.0
310,24,5,490602,2884.0,2631.0,28.0,223.0
311,24,5,490603,2219.0,1993.0,64.0,76.0
312,24,5,490605,5007.0,3261.0,1276.0,208.0
313,24,5,490701,1799.0,1658.0,124.0,0.0
314,24,5,490703,3209.0,2613.0,317.0,120.0
315,24,5,490800,3604.0,3230.0,62.0,29.0
316,24,5,490900,4453.0,3451.0,547.0,290.0
317,24,5,491000,2272.0,2034.0,106.0,84.0
318,24,5,491100,4125.0,2634.0,1125.0,255.0
319,24,5,491201,1803.0,1496.0,203.0,44.0
320,24,5,491202,1843.0,1367.0,378.0,60.0
321,24,5,491300,3457.0,1334.0,1555.0,72.0
322,24,5,491401,5972.0,732.0,5199.0,43.0
323,24,5,491402,3521.0,1126.0,2210.0,127.0
324,24,5,491500,3987.0,2619.0,594.0,613.0
325,24,5,491600,2907.0,1770.0,854.0,29.0
326,24,5,491701,3831.0,2701.0,746.0,271.0
327,24,5,491900,1983.0,1686.0,102.0,70.0
328,24,5,492001,1513.0,1157.0,146.0,67.0
329,24,5,492002,3878.0,3121.0,720.0,103.0
330,24,5,492101,3650.0,2793.0,588.0,234.0
331,24,5,492102,2140.0,1947.0,108.0,94.0
332,24,5,492200,4867.0,3745.0,773.0,158.0
333,24,5,492300,3868.0,3260.0,479.0,112.0
334,24,5,492401,3718.0,365.0,2885.0,87.0
335,24,5,492402,6622.0,2290.0,3681.0,332.0
336,24,5,492500,3291.0,1958.0,824.0,116.0
337,24,5,492600,3943.0,2208.0,1062.0,40.0
338,24,5,980000,0.0,0.0,0.0,0.0
339,24,5,980100,0.0,0.0,0.0,0.0
340,24,5,980200,0.0,0.0,0.0,0.0
341,24,9,860101,3252.0,2679.0,293.0,81.0
342,24,9,860102,2430.0,2180.0,156.0,117.0
343,24,9,860200,6468.0,5289.0,909.0,261.0
344,24,9,860300,4289.0,3561.0,534.0,84.0
345,24,9,860401,9837.0,8364.0,683.0,293.0
346,24,9,860402,3475.0,2837.0,454.0,38.0
347,24,9,860501,6024.0,5114.0,719.0,41.0
348,24,9,860502,3230.0,2760.0,339.0,282.0
349,24,9,860600,7823.0,6494.0,828.0,85.0
350,24,9,860701,2913.0,2320.0,316.0,183.0
351,24,9,860702,3279.0,2009.0,1087.0,58.0
352,24,9,860703,3948.0,2524.0,1118.0,169.0
353,24,9,860801,6849.0,5616.0,888.0,171.0
354,24,9,860802,4939.0,4259.0,463.0,319.0
355,24,9,860900,6668.0,5275.0,1253.0,338.0
356,24,9,861001,1177.0,1108.0,46.0,31.0
357,24,9,861003,5891.0,4992.0,744.0,136.0
358,24,9,861004,7622.0,6395.0,621.0,295.0
359,24,11,955000,3287.0,2735.0,222.0,967.0
360,24,11,955100,5388.0,4841.0,274.0,164.0
361,24,11,955201,3756.0,2856.0,698.0,122.0
362,24,11,955202,2206.0,1731.0,354.0,26.0
363,24,11,955301,3897.0,3499.0,341.0,171.0
364,24,11,955302,3319.0,2417.0,620.0,337.0
365,24,11,955400,2182.0,1925.0,199.0,16.0
366,24,11,955500,4295.0,3636.0,492.0,36.0
367,24,11,955600,4331.0,2819.0,1308.0,146.0
368,24,13,501001,4319.0,3838.0,199.0,193.0
369,24,13,501002,5042.0,4770.0,99.0,19.0
370,24,13,502000,4110.0,4003.0,6.0,60.0
371,24,13,503000,5227.0,5083.0,103.0,11.0
372,24,13,504100,5126.0,4580.0,359.0,145.0
373,24,13,504201,6180.0,5547.0,42.0,244.0
374,24,13,504202,5794.0,5621.0,142.0,173.0
375,24,13,505101,4341.0,4113.0,128.0,73.0
376,24,13,505102,5453.0,5186.0,56.0,70.0
377,24,13,505203,3510.0,2764.0,430.0,56.0
378,24,13,505205,3379.0,2981.0,47.0,200.0
379,24,13,505206,3466.0,3250.0,18.0,88.0
380,24,13,505207,3779.0,3339.0,135.0,144.0
381,24,13,505208,5988.0,5630.0,179.0,282.0
382,24,13,506101,4610.0,4181.0,289.0,32.0
383,24,13,506102,4043.0,3867.0,54.0,94.0
384,24,13,506200,4876.0,4558.0,100.0,0.0
385,24,13,507500,4686.0,3937.0,456.0,141.0
386,24,13,507601,5100.0,4668.0,180.0,549.0
387,24,13,507602,4155.0,3564.0,454.0,32.0
388,24,13,507702,3697.0,3214.0,276.0,178.0
389,24,13,507703,3210.0,3140.0,56.0,0.0
390,24,13,507704,6362.0,5489.0,481.0,294.0
391,24,13,507801,5792.0,5173.0,360.0,502.0
392,24,13,507802,4503.0,4365.0,71.0,19.0
393,24,13,508101,4748.0,4612.0,46.0,53.0
394,24,13,508102,3171.0,3014.0,61.0,97.0
395,24,13,508200,7173.0,7013.0,25.0,281.0
396,24,13,509001,4136.0,4043.0,41.0,98.0
397,24,13,509002,2703.0,2616.0,0.0,110.0
398,24,13,510000,1411.0,1335.0,55.0,12.0
399,24,13,511000,3514.0,3339.0,54.0,71.0
400,24,13,512000,1424.0,1257.0,128.0,33.0
401,24,13,513001,4706.0,4469.0,39.0,137.0
402,24,13,513002,5757.0,5326.0,100.0,121.0
403,24,13,514100,3593.0,3410.0,68.0,45.0
404,24,13,514201,5066.0,4842.0,86.0,167.0
405,24,13,514202,3294.0,3071.0,24.0,40.0
406,24,15,30100,5096.0,4665.0,219.0,53.0
407,24,15,30200,4723.0,4549.0,149.0,317.0
408,24,15,30400,5431.0,4148.0,939.0,529.0
409,24,15,30501,3999.0,3844.0,87.0,2.0
410,24,15,30503,5250.0,4621.0,217.0,480.0
411,24,15,30505,3770.0,3031.0,493.0,224.0
412,24,15,30506,7415.0,5594.0,1126.0,506.0
413,24,15,30601,3596.0,3515.0,32.0,67.0
414,24,15,30602,5052.0,3981.0,833.0,158.0
415,24,15,30700,5214.0,4988.0,115.0,30.0
416,24,15,30903,5454.0,4411.0,846.0,120.0
417,24,15,30904,6887.0,6590.0,127.0,0.0
418,24,15,30905,3108.0,2994.0,59.0,164.0
419,24,15,30906,9958.0,9153.0,441.0,90.0
