rn,D16,R16
219,2755.1057823223764,2596.6590507840897
220,698.3506071299564,848.9926913490498
224,2715.682764177943,502.3298758957317
225,2216.69999166412,3749.257711081109
226,1832.6071577426435,818.0800836016201
227,1630.9865792325434,654.6848712223491
228,324.3951207313346,48.57695503167515
229,1635.4920670204785,896.4656246754596
230,1455.2725555030702,1458.4126726555198
231,661.180332879491,296.98183871637764
233,1282.937647614549,1532.3821269082978
234,324.3951207313346,459.2730293903832
235,1909.200450137542,1144.870508360162
236,3432.0553224596406,936.210406065012
238,994.5864291866959,1838.1961392667981
239,2678.512489927478,3808.8748831654375
241,1277.3057878796299,1149.2865951812234
242,906.7294173219595,725.3422603593312
243,700.603351023924,717.6141084224738
244,1088.0753007863514,1268.5209393498806
245,1133.1301786657034,1205.591702149756
246,1906.9477062435744,2065.624610551459
247,930.3832282086194,684.4934572645135
248,1262.6629525688404,1064.276923875792
249,2955.599988885493,2195.8991717727695
251,983.322709716858,1580.959081939973
252,1456.398927450054,1908.8535284037803
253,2047.7441996165496,2448.720142278534
254,1600.5745366639808,1972.8867873091704
255,1164.66859318125,1593.1033206978918
257,2490.4083747811833,3347.3938103645237
258,1146.646642029509,1356.8426757711081
260,1597.1954208230293,2010.423525288192
261,1223.2399344244075,1872.420812130024
262,672.444052349329,931.7943192439506
263,1286.3167634555002,2555.810247689272
264,740.026369168357,2251.100257036037
265,1701.9480118925228,2300.7812337729774
266,1348.2672205396093,1855.8604865510438
267,1348.2672205396093,1798.4513578772458
268,1514.970268693212,2337.2139500467338
269,394.2301814443302,665.7250882750026
270,999.0919169746311,1484.909193581888
271,1258.1574647809052,2261.036452383425
272,1636.1641965678627,2515.7276011560693
273,602.1084243369735,913.7894990366088
274,812.7273790951638,1231.482899807322
275,541.0,2140.0
276,240.9553965595981,301.95872203417815
277,1455.18161059522,3470.3212251300256
278,1270.9216014614096,1381.9570709155453
279,1430.377378596438,3129.7911334929413
281,2221.750494748059,3345.7908032692144
282,836.2569645303699,1387.4672665731032
283,303.5565535089055,331.71377858499136
284,1288.9628844114527,1667.8815789473683
285,747.0371155885472,1029.1184210526317
286,417.72186642268986,1063.8307167235496
287,493.4492223238792,1784.2730375426622
288,257.71729185727355,1061.5863481228669
289,166.11161939615738,1022.3098976109216
290,1032.6064257028113,1793.6979197622584
291,943.468875502008,2193.1580980683507
292,1345.1666666666667,665.0292719167905
294,1003.6656626506024,1025.7606240713224
295,1440.0923694779117,1769.3540861812778
297,819.669946332737,448.12766865926557
298,1202.7889087656529,1272.9094790777112
299,519.54114490161,935.962852263023
300,1070.6103533375697,578.8131749964936
301,1233.3011423251414,497.7055963345645
303,2088.739807001729,480.50095843657954
304,1144.083612880344,321.97250923371826
305,1138.835522913003,367.44190939267844
306,2352.4563278606156,1225.2159988779279
307,1797.4708138143021,1026.133760344102
308,1275.2858620638697,754.5462620973398
309,944.6561941213849,634.1137968114451
310,1401.2400212800544,720.1369863013699
312,1437.9766510514416,1275.6010098648837
313,1057.490128419217,903.2434896442096
315,2107.1081218874224,666.0652671934172
317,1737.1177791898801,814.762494740287
318,2097.9239644445756,881.123240918229
319,1385.4957513780314,360.06849315068496
322,2252.742618481136,599.7045210154753
323,1569.1789002349674,319.5147038197204
325,1330.3908067209504,496.47669362756557
326,2011.3304799834489,575.1264668754967
327,3085.8769007965248,1008.9291224461172
328,1481.2733932820051,560.3796343915096
329,1981.1539626712379,686.9566132123989
330,3367.961736541104,1371.4554210108
332,2555.819814095081,1353.021880405816
333,1318.5826042944332,315.82799569872367
334,2288.167225760688,330.57482818271075
335,1651.8363172205884,218.7446818458086
336,1881.4402532917584,299.85226050773764
339,2402.313182550355,689.4144186263968
340,1106.0349606171217,449.77839076160643
341,2120.228346805775,554.235120856515
342,1451.0968759697942,330.57482818271075
344,2284.231158285182,774.2087054093225
346,1992.9621650977554,636.571602225443
349,2265.8628433994886,1142.879517509
350,1392.0558638372077,1011.3869278601151
351,1308.0864243597512,553.0062181495161
352,2104.484076903752,1034.7360792930945
354,2097.9239644445756,1090.0367011080461
355,2591.244421374632,1341.9617560428255
357,1322.518671769939,407.995698723643
358,1460.281033412641,639.0294076394408
359,942.0321491377144,442.4049745196129
360,1235.925187308812,577.5842722894946
362,2513.8350943563523,1023.6759549301042
363,1671.5166545981174,705.3901538173827
364,1133.587432945662,420.2847257936322
365,1052.242038451876,596.0178128944784
366,1419.608336165748,747.1728458553462
367,2738.190940460181,1493.1167890036936
368,3264.3119596861193,1298.9501612978634
370,2264.5508209076534,808.6179812052924
371,1510.1378881023807,788.9555378933096
373,2386.568912648332,1219.0714853429333
375,2364.264530287133,1093.723409229043
376,2292.1032932361936,1410.7803076347654
377,1348.7591216066442,860.2318948992472
379,2830.032514888649,1823.691617186404
380,1557.37069780845,910.6169058862032
381,1916.8648605713104,908.1591004722054
383,1716.125419320516,627.9692832764505
384,2226.502168644431,1034.7360792930945
386,1343.5110316393032,513.6813315255505
387,1323.8306942617742,780.3532189443172
388,2311.783630613723,1257.1674692599
389,2621.4209386868433,495.2477909205667
390,1067.9863083538992,561.6085370985086
391,2100.548009428246,974.5198466501473
392,1251.6694572108352,530.8859694235355
393,1872.2560958489116,1045.7962036560848
394,1386.8077738698667,431.34485015662256
395,2247.494528513795,670.9808780214129
396,1275.2858620638697,319.5147038197204
397,785.901472609319,317.05689840572256
398,1085.0426007477574,353.9239796156903
399,3092.4370132557005,1101.0968254710365
401,998.4491162866304,459.6096124175978
403,1599.3554175471781,614.4513534994624
405,1521.946090528898,625.5114778624527
406,893.48731693981,314.5990929917247
407,732.1085504440733,292.4788442657441
408,1378.935638918855,469.44083407358926
410,1226.7410298659652,288.7921361447473
411,2499.4028469461646,608.3068399644677
412,453.9597821749989,103.22782738790967
413,1195.2524900619192,250.69615222778063
414,1243.7973222598234,487.8743746785731
415,1839.4555335530304,550.5484127355182
416,1336.9509191801267,566.5241479265043
417,1398.615976296384,566.5241479265043
418,1225.42900737413,562.8374398055075
419,4009.5407350485452,1137.9639066810041
422,2280.2950908096764,1017.5314413951096
423,3116.053418108735,964.6886249941558
425,2167.4611565118444,512.4524288185517
426,2052.003177230342,486.6454719715742
427,1553.4346303329442,288.7921361447473
428,736.0446179195792,125.34807611389031
429,1058.8021509110524,578.8131749964936
430,3089.81296827203,1743.8129412314743
432,1801.4068812898076,800.0156622563
433,1186.0683326190724,519.8258450605451
434,2206.8218312669023,744.7150404413484
435,1559.9947427921204,652.547337416429
436,907.9195643499978,380.9598391696667
437,1936.5451979488394,954.8574033381644
439,1553.4346303329442,748.4017485623451
440,1255.605524686341,437.4893636916172
441,1657.0844071879294,886.0388517462247
442,1864.3839608979001,1255.938566552901
443,1926.0490180141571,872.5209219692365
444,1721.373509287857,642.7161157604376
445,3007.155551286409,897.0989761092151
446,3392.8901638859743,874.9787273832344
447,1790.9107013551256,732.4260133713591
449,2424.617564911555,856.5451867782505
452,805.5818099868477,527.1992613025387
453,1195.2524900619192,583.7287858244893
454,2391.817002615673,1432.9005563607464
455,697.9959656563567,339.17714713170324
456,953.8403515642318,567.7530506335032
457,1743.6778916490566,781.5821216513161
458,982.7048463846074,396.9355743606527
459,2435.113744846237,1027.362663051101
460,1121.7792305191447,509.99462340455375
461,1760.7341840429149,796.3289541353032
463,1927.3610405059924,655.0051428304268
465,2848.400829774343,768.0641918743279
467,847.566529725576,308.4545794567301
468,1870.9440733570764,546.8617046145215
469,1658.3964296797649,1219.0714853429333
470,886.9272044806337,523.5125531815419
471,1388.119796361702,489.103277385572
472,715.052258050215,277.73201178175697
473,2761.8073453132156,1826.149422600402
475,2553.19576911141,2236.6029267380427
476,1737.1177791898801,1011.3869278601151
477,1965.4096927692149,1126.903782318014
478,733.4205729359087,326.88812006171395
480,1912.9287930958046,819.6781055682827
482,2128.100481756787,963.459722287157
483,2453.4820597319303,834.4249380522699
484,2019.2026149344604,728.7393052503623
486,1466.8411458718174,355.1528823226892
488,2091.3638519853994,608.3068399644677
491,1764.6702515184206,575.1264668754967
492,2268.486888383159,1296.4923558838655
494,2466.602284650283,707.8479592313806
495,2240.934416054619,689.4144186263968
496,1447.1608084942884,613.2224507924634
497,1003.6972062539716,673.4386834354107
498,1857.8238484387239,1307.5524802468558
500,3060.9484734516545,1214.1558745149378
501,1605.9155300063544,895.8700734022161
502,1470.777213347323,630.4270886904484
503,1430.10451610043,282.64762260975266
504,1890.6244107346051,532.1148721305344
506,1504.8897981350397,812.3046893262892
507,4934.516591792401,1345.6484641638226
510,918.4157442846798,427.6581420356258
511,2108.420144379258,596.0178128944784
513,3080.6288108291833,1617.2359624105848
514,1075.8584433049107,712.7635700593763
515,2618.796893703173,1357.9374912338117
516,3126.549598043417,1660.2475571555474
517,994.5130488111247,480.50095843657954
518,2431.177677370731,1644.2718219645612
520,2843.152739807002,1673.7654869325354
521,791.14956257666,823.3648136892796
522,1024.6895661233357,1051.9407171910796
523,1380.2476614106904,1082.6632848660527
524,2156.9649765771624,774.2087054093225
525,959.0884415315728,368.6708120996774
527,2109.732166871093,953.6285006311656
528,1809.2790162408194,710.3057646453784
530,2389.1929576320026,984.3510683061387
532,797.7096750358362,551.7773154425172
533,2542.699589176728,1203.0957501519474
534,1158.515860290532,1125.674879611015
535,2511.211049372682,1007.7002197391182
536,3244.6316223085905,2100.194726261162
537,2277.671045826006,899.5567815232129
539,691.4358531971804,292.4788442657441
540,1624.283844892048,535.8015802515312
541,2074.307559591541,817.2203001542849
543,1771.2303639775969,755.7751648043387
545,1717.4374418123514,759.4618729253355
546,2976.9790339741976,1482.0566646407033
547,2066.4354246405296,1800.3424657534247
548,2276.359023334171,2015.4004394782364
549,1490.457550724852,1429.2138482397495
550,1477.3373258064994,1117.0725606620226
551,1394.6799088208782,904.4723923512086
552,2735.5668954765106,1209.240263686942
554,1418.2963136739127,1751.1863574734675
556,1171.6360852088844,549.3195100285193
558,849.4325063845312,892.1183204173631
559,816.3070047427946,991.8652180519678
560,821.0392192630427,1250.7588512384136
561,752.4221087194454,1388.6113052727549
562,380.9432688799708,654.5189687484171
564,2094.0049252097774,2353.578483513144
565,727.577982488143,1202.566529909335
566,584.4284932506384,1025.4877678164412
567,1265.8673841663626,2578.8495669351164
568,1069.4804815760672,1966.919161221699
569,382.1263225100328,620.8964189839437
570,404.60434148121124,1184.6345033682824
571,848.2494527544692,2363.665248442486
572,280.383710324699,699.3490351010485
574,1694.1327982488142,2953.1806209795877
575,1585.4847348687736,3051.719112988384
577,714.5152651312266,2241.280887011616
578,1476.180904522613,1551.9428801287208
579,1372.462311557789,1503.3386967015285
580,2032.1608040201004,2842.779565567176
581,879.1959798994975,1126.9388576025744
582,727.7121072088725,2162.6157101449276
583,695.2948243992606,1964.5463768115942
584,355.47227356746765,893.4649275362319
585,704.2375231053604,2192.756695652174
586,899.8590573012939,1997.9167536231885
587,1317.9302218114603,3896.7988405797105
588,150.90804066543438,547.9200579710144
589,453.8419593345656,1569.4841739130434
590,895.387707948244,1155.045623188406
591,1056.3562846580407,2188.45084057971
592,1154.133582787652,2281.3434753772176
593,1159.7144995322733,2930.0667385176585
594,195.33208606173994,926.5930608522633
595,971.0795135640785,3077.1106781628255
596,825.975678203929,2448.9303183551647
597,625.0626753975678,1323.3954568064999
598,361.64340505145,862.8019399767866
599,1505.731337698784,2984.127010446029
600,991.1708138447146,1988.3368015254518
601,1199.8971000935453,2294.317940640027
602,666.3614593077642,1237.980227159675
603,735.5648269410664,1080.1242331288342
604,1540.333021515435,2647.872119051567
606,315.7894736842105,555.993031358885
607,577.4436090225564,1620.2915826150743
608,947.3684210526316,3287.186869613057
609,109.3984962406015,446.52851641298366
610,1324.9757118927976,3804.3165750840644
611,683.4204355108877,1469.312556384811
612,588.3752093802345,1520.8673829246288
613,527.2747068676717,962.3567620766013
614,1232.1934673366834,2403.743787419011
616,469.56867671691793,1166.4279504633805
617,578.1917922948073,1768.9749856475028
618,1634.6270194333879,3491.673792557403
619,991.3074221493795,1561.0746898917919
621,1294.652072114259,1732.560570071259
622,968.4134863029735,1598.6909474795461
623,193.56154465004022,642.3619350985467
624,302.2276749798874,1473.9812860840134
625,478.810136765889,2124.1361736014333
626,169.79082864038617,500.9755126418475
627,262.60981496379725,850.545092574159
628,615.6409017713365,1447.8720044584804
629,258.9694041867955,679.2076908786921
630,2049.389694041868,3817.9203046628277
631,392.0,455.26209677419354
633,1413.0,883.5086405529953
634,687.2455516014235,781.870177031321
635,1404.6138790035588,1635.3200181570585
636,977.3167259786477,561.625056740808
637,764.2259786476868,1060.4802541988197
638,543.3256227758006,1402.9614162505673
639,369.2829181494662,1596.7771221062187
640,659.3540925266904,1328.078075351793
641,825.5871886120997,1060.4802541988197
642,666.0480427046264,276.40762596459376
643,1465.922053891523,3427.6824057843996
644,814.7747195559153,1370.8558829973708
645,927.9690065918816,1914.6395705521472
646,535.7115762692263,1291.6219325153374
647,930.2104776222967,1663.9129601226994
648,892.1054701052389,541.6128943908852
649,809.1710419798774,676.2020705521472
650,992.9716664739216,1722.524375547765
651,413.5514051115994,1001.8210451358458
652,1051.249913264716,1608.5577344434707
653,692.6145483982884,1212.387982033304
654,533.4701052388111,782.5709355828221
655,1368.418064068463,2320.577892199825
656,1108.407424540303,2549.5965709903594
657,1007.5412281716203,2487.728965819457
658,1709.1216606915693,3751.1305872042067
659,813.6539840407078,2022.0938321647677
660,737.4439690065919,1831.0640337423313
661,781.1526540996877,1255.8038453111308
662,404.5855209899387,823.8160056967572
663,264.4935815889904,1035.4683391761612
664,438.2075864461663,1696.4748575810693
665,689.2523418526656,2641.8552804557403
666,1603.9510223317866,1662.6944444444443
667,1549.4643633990718,1375.111111111111
668,1244.1120456303172,1005.9907407407408
669,2453.0347906999227,2413.0555555555557
670,1533.5724212103635,2288.5462962962965
672,756.0023926914153,884.7870370370371
673,919.4623694895591,862.75
674,2072.7633168986854,1569.037037037037
675,2087.520120359629,2244.472222222222
676,2148.817611658933,2154.1203703703704
677,1134.003589037123,1216.4444444444443
678,1013.6788838940449,870.4629629629629
679,1085.1926237432328,1324.4259259259259
681,1647.0862939868523,669.9259259259259
682,2035.3037388824441,2021.898148148148
683,1063.6249879156999,894.7037037037037
684,3778.8768247293115,3523.7222222222226
685,1073.841236465584,1365.1944444444443
686,1124.922479215004,1031.3333333333333
687,795.7322481631863,645.6851851851852
688,867.2459880123743,610.425925925926
689,437.0284101894818,363.6111111111111
690,1029.5708260827532,708.4907407407408
691,661.7858782869296,496.93518518518516
693,2778.8196055684457,3021.277777777778
694,1137.4090052204176,1012.6018518518518
696,1254.328294180201,359.2037037037037
697,1667.5187910866202,556.4351851851852
698,1340.5988374903325,927.7592592592592
699,1516.5453402938901,1419.1851851851852
700,1443.8964617169374,1314.5092592592594
701,458.5960460170147,341.5740740740741
702,1349.6799473124515,957.5092592592592
703,516.4881211330239,493.6296296296296
704,1566.4914443155453,1262.7222222222222
705,1694.7621205529774,954.2037037037038
706,876.3270978344934,537.7037037037037
708,2330.4398081013146,137.73148148148147
709,1484.7614559164733,45.175925925925924
710,2631.2515709590098,1866.537037037037
711,2699.3598946249035,731.6296296296296
712,2196.493438225058,695.2685185185185
713,561.8936702436195,301.9074074074074
714,3150.0099695475637,285.3796296296296
715,2420.115767594741,139.9351851851852
716,1956.9791666666667,38.56481481481482
717,4340.770494972931,380.1388888888889
719,2764.062802107502,777.9074074074074
720,2077.303871809745,249.01851851851853
721,2685.7382298917246,503.5462962962963
722,841.1377972737819,989.4629629629629
723,528.9746471384377,1657.185185185185
724,4685.852668213457,754.7685185185185
725,1000.0572191608662,959.7129629629629
726,633.4074100928074,1009.2962962962963
727,1872.9789008120651,1398.25
728,832.0566874516628,474.89814814814815
729,523.2989534996133,1098.5462962962963
730,478.78796870785004,1142.8606633713016
731,472.1534933908821,831.2704348449029
732,1312.5203668734825,1487.1351816032666
733,732.0037766387916,738.6649473457984
734,943.201240895603,1792.1885521885522
736,327.30078230374966,786.601905580629
737,788.3968168330186,1970.8626692456478
738,985.2195845697329,746.2912816104306
739,384.7995683841381,733.217565728204
740,409.12597787968707,1307.371588222652
741,272.0134879956838,287.6217494089835
742,180.2365794442946,843.2546744036106
743,912.240356083086,2540.6587864460203
744,371.0,958.0
745,1819.810814646608,2388.070701660418
746,1673.2864036332671,2967.6572040707015
748,1229.239142776043,1980.617032672737
750,1412.6742832812945,1164.6202463845743
751,1052.5150439965937,2466.5109801821104
752,693.4743116661937,1236.523835029459
753,1324.1817481709666,1668.9171489995038
754,989.4580284944166,393.44633702662475
755,485.5333076626877,344.11873656358523
756,1275.1379797201898,1155.6752108483545
757,1522.8090103966115,1005.3434761038532
758,2135.8561160313184,2686.005291880271
759,3749.396098061866,3948.5569703985448
760,2374.944487228854,2742.379692409459
761,1371.9994224104737,2011.8614188853976
762,2240.074123989218,3328.4385645774764
763,1635.6096778333974,2021.2571523069291
764,997.5598455598456,1192.9099378881988
765,470.4401544401544,906.0900621118012
766,1069.5419692128958,1501.8763854679803
768,1289.5021783328493,2749.484759852217
769,676.1739761835609,1359.4862992610838
770,971.7818762706942,1730.1525554187192
771,508.1081081081081,1255.1098122564647
772,1068.1081081081081,2570.5410910379032
773,669.1891891891892,1088.961211477152
774,514.5945945945946,1060.3878852284804
775,1221.9393819334389,1222.5675937904268
776,865.01941362916,731.4896507115136
777,782.0412044374009,1568.9427554980593
778,162.7,518.9393722230185
779,509.2732876712328,2580.6422531173857
781,411.20753424657534,1976.2941092159954
782,202.8178082191781,934.0908700014332
783,341.0013698630137,1533.0333954421671
784,1156.0443258296586,1630.9474625455528
785,721.4504525411928,962.9906870022945
786,1774.0786725458343,2394.495225401539
787,810.0928289626363,1163.613746794439
788,2043.6992341610583,2407.476717505736
789,1195.4409375725227,881.5613274396005
790,2054.7795312137387,1422.063453232555
791,2749.1448131817124,1440.9456235659331
793,1655.888837317243,771.808712376839
794,1607.874216755628,1520.014711836955
795,1937.8208401021118,1587.2824436496153
797,879.036899512648,461.43303752193276
798,2225.908563471803,1737.1596706708058
799,1147.4263170109075,1224.9808003779187
800,1184.3606405198423,1416.1627750033742
801,898.7352053840798,1232.0616142529357
802,2174.2005105592943,2571.5155722769605
803,982.4530053376653,807.2127817519233
804,2124.9547458807147,1287.5279896072343
805,1499.5335344627524,1043.2399109191524
806,1364.107681596658,813.113459981104
807,1632.4970990949175,972.4317721689837
808,856.8763054072871,580.6267377513834
810,1084.6379670457181,617.210942772304
811,2352.716407519146,1804.4274024834663
813,1468.75493153864,1001.9351633148873
814,1111.723137618937,505.09805641787017
815,989.8398700394523,716.3423370225402
817,2064.628684149455,1162.4336111486032
818,3572.780227430959,2598.658692131192
819,370.57437920631236,263.1702490214604
820,2697.4367602692037,1333.553279794844
821,1338.2536551404037,822.5545451477932
822,1708.828034346716,1235.602021190444
823,2995.3736365746113,2930.2768086111487
824,2046.1615223949873,1129.389813065191
825,1078.4822464608958,645.5341982723714
826,2107.718728243212,1464.5483364826564
827,1424.4337433279184,922.8660750438655
828,1489.6843815270363,778.8895262518558
829,1444.1320491993501,557.0240248346605
830,1261.9227198886051,722.2430152517209
831,1515.5384079832909,867.3996996895668
832,1370.2634021814806,837.8963085436632
833,2136.0350429333953,1494.0517276285598
834,1551.2415873752611,600.6890437305979
835,1337.0225110234394,721.0628796058847
836,770.6962172197725,286.7729619381833
837,2267.767463448596,1092.8056080442705
838,1156.0443258296589,582.9870090430558
840,2398.2687398468324,1111.6877783776488
841,1204.058946391274,834.3559016061547
842,3228.0598746809,1849.2725570252396
843,783.0076583894174,536.9617188554461
844,1147.4263170109075,847.3373937103522
845,734.9930378278023,512.178870292887
846,6121.248549547459,3670.221858550412
847,4638.951032722209,1941.3231374004588
848,1149.8886052448363,619.5712140639762
849,1337.6330309201999,2848.207879295893
850,656.7398629883355,1008.2347024308467
851,552.0755415663766,1218.9270746018442
852,1797.6959822255137,2647.443419949707
853,1065.0457322718016,891.3059513830678
854,802.8098500277727,1913.880972338642
855,1040.3017928286852,1446.720819112628
856,602.2216135458168,998.3795221843004
857,584.476593625498,758.8996587030717
858,1208.469816272966,2477.056640625
859,994.5301837270342,1941.943359375
860,659.2244897959183,1386.5096153846152
861,903.7755102040817,2130.4903846153848
862,1040.8054511278197,1321.4401756311745
863,520.9934210526316,1270.2656421514819
864,909.671052631579,456.0219538968167
865,459.56109022556393,741.4621295279912
866,1079.7913533834587,945.0230515916576
867,276.4454887218045,567.4687156970363
868,1005.3637218045112,1705.8177826564215
869,880.1362781954888,807.4204171240395
870,112.23214285714286,473.0801317233809
871,482.91525423728814,590.6628844431174
872,412.6101694915254,715.5897282770977
873,894.3728813559322,1374.1952821737832
874,318.10169491525426,989.5521051060018
875,1569.2373403786878,824.5882094631683
876,1465.6500440334655,608.828082116588
878,1583.5632430647292,620.5773959819958
879,1289.3312417437253,489.19870457789
880,1798.45178335535,791.4765067515643
881,1294.8412043152796,431.5202546931606
882,1731.2302399823866,782.931551213086
883,1751.0661052399823,2519.6937644088266
885,1131.74631219727,1853.1872324075089
886,1181.3359753412594,1354.3754528488307
887,2113.621642448261,2534.6474366011635
888,1183.539960369881,1272.130255790976
