rn,state,cid,tract,pop,white,black,hispanic
1188,48,113,9802,6521.0,4846.0,101.0,5055.0
1189,48,113,9803,2237.0,1758.0,210.0,1199.0
1190,48,113,9804,8252.0,6615.0,337.0,5849.0
1191,48,113,9900,2875.0,1757.0,375.0,1182.0
1192,48,113,10000,11185.0,5167.0,4880.0,2030.0
1193,48,113,10101,4690.0,2212.0,1846.0,2422.0
1194,48,113,10102,3029.0,2586.0,193.0,2486.0
1195,48,113,10500,3111.0,1589.0,1135.0,1547.0
1196,48,113,10601,6107.0,5440.0,120.0,5062.0
1197,48,113,10602,3183.0,2448.0,301.0,2201.0
1198,48,113,10701,5195.0,4234.0,153.0,4565.0
1199,48,113,10703,2743.0,2052.0,265.0,2218.0
1200,48,113,10704,4846.0,3424.0,1051.0,3245.0
1201,48,113,10801,9872.0,7134.0,1316.0,7794.0
1202,48,113,10803,6767.0,3431.0,3005.0,2466.0
1203,48,113,10804,4665.0,2479.0,1360.0,2972.0
1204,48,113,10805,6290.0,3839.0,1575.0,4200.0
1205,48,113,10902,6937.0,696.0,6066.0,686.0
1206,48,113,10903,3512.0,1167.0,1768.0,1595.0
1207,48,113,10904,3271.0,680.0,2417.0,737.0
1208,48,113,11001,6878.0,1011.0,5734.0,781.0
1209,48,113,11002,3329.0,633.0,2588.0,586.0
1210,48,113,11101,3959.0,385.0,3480.0,322.0
1211,48,113,11103,3277.0,1423.0,1441.0,1569.0
1212,48,113,11104,3906.0,968.0,2667.0,1188.0
1213,48,113,11105,4256.0,1600.0,2650.0,1424.0
1214,48,113,11200,6850.0,1003.0,5597.0,1218.0
1215,48,113,11300,4986.0,460.0,4481.0,361.0
1216,48,113,11401,4746.0,573.0,4042.0,522.0
1217,48,113,11500,3092.0,1701.0,1134.0,1922.0
1218,48,113,11601,4375.0,1636.0,2540.0,1690.0
1219,48,113,11602,6973.0,5281.0,851.0,5426.0
1220,48,113,11701,6705.0,4237.0,1813.0,4575.0
1221,48,113,11702,5798.0,4354.0,535.0,4636.0
1222,48,113,11800,9417.0,5227.0,2944.0,5875.0
1223,48,113,11900,9729.0,6374.0,2574.0,6659.0
1224,48,113,12000,7461.0,4205.0,2879.0,4193.0
1225,48,113,12100,5974.0,2689.0,2659.0,2947.0
1226,48,113,12204,6354.0,3465.0,1501.0,2050.0
1227,48,113,12206,4568.0,2037.0,1966.0,1519.0
1228,48,113,12207,8335.0,3308.0,4448.0,3290.0
1229,48,113,12208,3116.0,904.0,1004.0,1917.0
1230,48,113,12209,3555.0,1806.0,565.0,1645.0
1231,48,113,12210,3848.0,1344.0,1566.0,1365.0
1232,48,113,12211,3981.0,1021.0,1726.0,1905.0
1233,48,113,12301,5047.0,2884.0,559.0,3579.0
1234,48,113,12302,7806.0,1980.0,2942.0,4036.0
1235,48,113,12400,5576.0,4160.0,501.0,2167.0
1236,48,113,12500,7878.0,4263.0,647.0,4526.0
1237,48,113,12601,6592.0,1445.0,1152.0,3733.0
1238,48,113,12603,2036.0,1338.0,83.0,1130.0
1239,48,113,12604,6952.0,2810.0,2192.0,2972.0
1240,48,113,12701,6869.0,3301.0,333.0,4848.0
1241,48,113,12702,3506.0,1816.0,268.0,2476.0
1242,48,113,12800,7576.0,6674.0,465.0,2696.0
1243,48,113,12900,4155.0,3597.0,474.0,625.0
1244,48,113,13004,6369.0,5755.0,352.0,307.0
1245,48,113,13005,3261.0,3084.0,0.0,400.0
1246,48,113,13007,3275.0,2115.0,161.0,679.0
1247,48,113,13008,3459.0,2664.0,331.0,424.0
1248,48,113,13009,4880.0,2938.0,1642.0,1029.0
1249,48,113,13010,4889.0,3134.0,1215.0,2750.0
1250,48,113,13011,5229.0,2969.0,1404.0,3245.0
1251,48,113,13101,2766.0,2594.0,23.0,81.0
1252,48,113,13102,1642.0,1574.0,19.0,44.0
1253,48,113,13104,1029.0,904.0,48.0,124.0
1254,48,113,13105,6663.0,3936.0,1564.0,2444.0
1255,48,113,13200,6577.0,5616.0,258.0,527.0
1256,48,113,13300,2072.0,1819.0,48.0,97.0
1257,48,113,13400,1925.0,1798.0,0.0,119.0
1258,48,113,13500,2446.0,2338.0,33.0,96.0
1259,48,113,13605,5708.0,4299.0,99.0,821.0
1260,48,113,13606,6113.0,3166.0,847.0,2132.0
1261,48,113,13607,3609.0,2764.0,149.0,756.0
1262,48,113,13608,2541.0,2420.0,56.0,164.0
1263,48,113,13609,3883.0,2275.0,285.0,1393.0
1264,48,113,13610,4626.0,2379.0,296.0,1788.0
1265,48,113,13611,2483.0,2128.0,23.0,128.0
1266,48,113,13615,5634.0,1317.0,1401.0,3223.0
1267,48,113,13616,6175.0,3802.0,540.0,1481.0
1268,48,113,13617,2799.0,2343.0,62.0,355.0
1269,48,113,13618,2259.0,1684.0,43.0,226.0
1270,48,113,13619,4942.0,4063.0,113.0,679.0
1271,48,113,13620,4294.0,2653.0,1014.0,415.0
1272,48,113,13621,3951.0,1981.0,755.0,1100.0
1273,48,113,13622,2908.0,1291.0,496.0,807.0
1274,48,113,13623,7116.0,2006.0,1954.0,3186.0
1275,48,113,13624,3654.0,1375.0,992.0,800.0
1276,48,113,13625,2852.0,802.0,474.0,1690.0
1277,48,113,13626,2759.0,1342.0,371.0,1151.0
1278,48,113,13711,3470.0,2267.0,139.0,2749.0
1279,48,113,13712,2450.0,1921.0,39.0,1328.0
1280,48,113,13713,1581.0,1112.0,36.0,1357.0
1281,48,113,13714,6992.0,5875.0,72.0,5436.0
1282,48,113,13715,2604.0,2113.0,46.0,2052.0
1283,48,113,13716,5196.0,3867.0,299.0,2184.0
1284,48,113,13717,2885.0,2399.0,26.0,2170.0
1285,48,113,13718,5116.0,3761.0,455.0,3730.0
1286,48,113,13719,3951.0,2121.0,289.0,771.0
1287,48,113,13720,5900.0,4441.0,452.0,3101.0
1288,48,113,13721,6181.0,4772.0,280.0,843.0
1289,48,113,13722,3603.0,2312.0,749.0,872.0
1290,48,113,13725,4215.0,3217.0,485.0,2268.0
1291,48,113,13726,2979.0,2028.0,172.0,819.0
1292,48,113,13727,3031.0,1935.0,532.0,581.0
1293,48,113,13803,5788.0,5314.0,90.0,1519.0
1294,48,113,13804,3298.0,2551.0,192.0,1414.0
1295,48,113,13805,3518.0,2155.0,479.0,1382.0
1296,48,113,13806,3241.0,1896.0,409.0,335.0
1297,48,113,13901,3555.0,2571.0,103.0,2590.0
1298,48,113,13902,4472.0,4073.0,14.0,2052.0
1299,48,113,14001,3946.0,2882.0,68.0,1385.0
1300,48,113,14002,71.0,55.0,0.0,16.0
1301,48,113,14103,3351.0,1288.0,1144.0,1384.0
1302,48,113,14113,4751.0,1485.0,2221.0,724.0
1303,48,113,14114,3291.0,1379.0,638.0,1441.0
1304,48,113,14115,7578.0,4058.0,1045.0,3301.0
1305,48,113,14116,5002.0,2214.0,1335.0,1351.0
1306,48,113,14119,4088.0,3227.0,209.0,399.0
1307,48,113,14120,5170.0,3872.0,195.0,344.0
1308,48,113,14121,5121.0,3335.0,551.0,529.0
1309,48,113,14123,6106.0,4159.0,141.0,538.0
1310,48,113,14124,4435.0,2727.0,194.0,740.0
1311,48,113,14126,6871.0,5225.0,243.0,1180.0
1312,48,113,14127,8449.0,2037.0,1019.0,512.0
1313,48,113,14128,3708.0,1460.0,588.0,351.0
1314,48,113,14129,5579.0,1582.0,438.0,294.0
1315,48,113,14130,4470.0,1813.0,427.0,498.0
1316,48,113,14131,4466.0,1545.0,1711.0,434.0
1317,48,113,14132,2266.0,894.0,507.0,134.0
1318,48,113,14133,4746.0,1916.0,1794.0,645.0
1319,48,113,14134,4103.0,2634.0,213.0,353.0
1320,48,113,14135,4603.0,3099.0,216.0,637.0
1321,48,113,14136,6048.0,2115.0,1364.0,839.0
1322,48,113,14137,4632.0,1860.0,374.0,442.0
1323,48,113,14138,4022.0,1601.0,269.0,302.0
1324,48,113,14203,3425.0,2225.0,445.0,1316.0
1325,48,113,14204,2207.0,1205.0,373.0,306.0
1326,48,113,14205,1557.0,1185.0,76.0,106.0
1327,48,113,14206,4881.0,2789.0,939.0,980.0
1328,48,113,14302,6787.0,5539.0,286.0,3129.0
1329,48,113,14306,6002.0,4205.0,361.0,4057.0
1330,48,113,14307,3728.0,2768.0,394.0,885.0
1331,48,113,14308,3977.0,2524.0,642.0,2295.0
1332,48,113,14309,5204.0,2559.0,1006.0,2910.0
1333,48,113,14310,4486.0,2384.0,1086.0,1760.0
1334,48,113,14311,5158.0,636.0,450.0,426.0
1335,48,113,14312,5741.0,2768.0,672.0,1064.0
1336,48,113,14403,4211.0,1880.0,1246.0,1569.0
1337,48,113,14405,3593.0,2253.0,190.0,2462.0
1338,48,113,14406,4101.0,3237.0,169.0,2541.0
1339,48,113,14407,5196.0,2759.0,1178.0,2910.0
1340,48,113,14408,4317.0,1938.0,1117.0,1805.0
1341,48,113,14501,3518.0,2405.0,117.0,2087.0
1342,48,113,14502,4840.0,3545.0,137.0,3156.0
1343,48,113,14601,2215.0,1565.0,41.0,1312.0
1344,48,113,14602,4677.0,3058.0,184.0,3460.0
1345,48,113,14603,1694.0,1111.0,93.0,1212.0
1346,48,113,14701,4500.0,3052.0,302.0,3420.0
1347,48,113,14702,3788.0,2458.0,120.0,2785.0
1348,48,113,14703,1851.0,1153.0,55.0,1264.0
1349,48,113,14901,1644.0,1005.0,30.0,1440.0
1350,48,113,14902,2479.0,1597.0,70.0,1790.0
1351,48,113,15000,7996.0,5365.0,283.0,5744.0
1352,48,113,15100,6761.0,4557.0,344.0,4068.0
1353,48,113,15202,3832.0,3018.0,128.0,2964.0
1354,48,113,15204,7087.0,5476.0,185.0,3247.0
1355,48,113,15205,4182.0,2869.0,173.0,3119.0
1356,48,113,15206,4085.0,3086.0,185.0,2182.0
1357,48,113,15303,2104.0,1715.0,151.0,1392.0
1358,48,113,15304,3785.0,2917.0,0.0,2015.0
1359,48,113,15305,4440.0,3103.0,541.0,2400.0
1360,48,113,15306,5370.0,3402.0,480.0,2076.0
1361,48,113,15401,6856.0,4843.0,1589.0,1945.0
1362,48,113,15403,3357.0,2390.0,641.0,1636.0
1363,48,113,15404,4424.0,3229.0,744.0,2869.0
1364,48,113,15500,3540.0,2749.0,279.0,2284.0
1365,48,113,15600,5271.0,4407.0,65.0,4272.0
1366,48,113,15700,2836.0,2438.0,101.0,2356.0
1367,48,113,15800,2317.0,2105.0,0.0,1811.0
1368,48,113,15900,4175.0,2792.0,964.0,2239.0
1369,48,113,16001,4870.0,3805.0,172.0,3477.0
1370,48,113,16002,2886.0,2301.0,230.0,1899.0
1371,48,113,16100,3339.0,1784.0,1382.0,924.0
1372,48,113,16201,4880.0,3583.0,797.0,2974.0
1373,48,113,16202,8090.0,6421.0,805.0,5018.0
1374,48,113,16301,6785.0,4660.0,769.0,4790.0
1375,48,113,16302,2107.0,1683.0,133.0,1183.0
1376,48,113,16401,10471.0,5834.0,2618.0,4846.0
1377,48,113,16406,4878.0,3565.0,794.0,2713.0
1378,48,113,16407,7485.0,5121.0,1370.0,4441.0
1379,48,113,16408,6932.0,4320.0,1347.0,3656.0
1380,48,113,16409,3644.0,2309.0,706.0,1309.0
1381,48,113,16410,5411.0,3550.0,1128.0,1734.0
1382,48,113,16411,8479.0,5606.0,1748.0,3309.0
1383,48,113,16412,4480.0,2437.0,1314.0,911.0
1384,48,113,16413,6655.0,3299.0,1959.0,2005.0
1385,48,113,16502,7060.0,4365.0,1993.0,3098.0
1386,48,113,16509,6012.0,3375.0,2312.0,1599.0
1387,48,113,16510,12834.0,5346.0,5944.0,4627.0
1388,48,113,16511,4048.0,1350.0,2192.0,987.0
1389,48,113,16513,5293.0,2956.0,1813.0,1121.0
1390,48,113,16514,7180.0,2687.0,3870.0,1690.0
1391,48,113,16516,5749.0,3991.0,1117.0,3224.0
1392,48,113,16517,4287.0,2479.0,1394.0,1613.0
1393,48,113,16518,5019.0,2825.0,1977.0,1493.0
1394,48,113,16519,2604.0,2021.0,443.0,1037.0
1395,48,113,16520,7656.0,4144.0,2552.0,3707.0
1396,48,113,16521,5709.0,2692.0,2440.0,1670.0
1397,48,113,16522,3391.0,2349.0,745.0,1044.0
1398,48,113,16523,4559.0,2655.0,1379.0,664.0
1399,48,113,16605,7766.0,3247.0,4404.0,2676.0
1400,48,113,16606,7059.0,2818.0,4036.0,1592.0
1401,48,113,16607,3599.0,250.0,3026.0,247.0
1402,48,113,16610,4493.0,745.0,3598.0,514.0
1403,48,113,16611,5994.0,1718.0,4025.0,894.0
1404,48,113,16612,14115.0,2666.0,11036.0,1749.0
1405,48,113,16615,3949.0,1273.0,2439.0,752.0
1406,48,113,16616,6111.0,2455.0,3254.0,1535.0
1407,48,113,16617,4478.0,1388.0,2859.0,450.0
1408,48,113,16618,4779.0,1342.0,3151.0,535.0
1409,48,113,16619,3515.0,1050.0,2363.0,665.0
1410,48,113,16620,5381.0,1634.0,3575.0,510.0
1411,48,113,16621,5144.0,1583.0,3292.0,1073.0
1412,48,113,16622,4251.0,817.0,3317.0,124.0
1413,48,113,16623,6145.0,1929.0,3706.0,1657.0
1414,48,113,16624,3085.0,823.0,2080.0,556.0
1415,48,113,16625,9920.0,2684.0,6602.0,1720.0
1416,48,113,16626,5191.0,1687.0,2668.0,1289.0
1417,48,113,16701,6741.0,406.0,6178.0,427.0
1418,48,113,16703,11086.0,3497.0,6898.0,2958.0
1419,48,113,16704,4157.0,1207.0,2760.0,1079.0
1420,48,113,16705,7157.0,1836.0,5084.0,1376.0
1421,48,113,16802,3586.0,1578.0,1883.0,909.0
1422,48,113,16803,5677.0,2279.0,3278.0,890.0
1423,48,113,16804,8642.0,1172.0,7005.0,1089.0
1424,48,113,16902,5946.0,3268.0,2199.0,2208.0
1425,48,113,16903,5220.0,3529.0,1379.0,2509.0
1426,48,113,17001,9018.0,7097.0,1261.0,2388.0
1427,48,113,17003,10056.0,8094.0,1183.0,4921.0
1428,48,113,17004,8852.0,6953.0,702.0,6125.0
1429,48,113,17101,5051.0,3877.0,793.0,3072.0
1430,48,113,17102,5128.0,3117.0,883.0,3225.0
1431,48,113,17201,5651.0,4281.0,1091.0,3517.0
1432,48,113,17202,8656.0,5437.0,2588.0,4024.0
1433,48,113,17301,6124.0,4023.0,1439.0,3017.0
1434,48,113,17303,7485.0,4968.0,1698.0,2334.0
1435,48,113,17304,10660.0,6528.0,2603.0,3920.0
1436,48,113,17305,10173.0,5103.0,4071.0,2368.0
1437,48,113,17306,8133.0,5054.0,2647.0,2997.0
1438,48,113,17400,5579.0,4394.0,1084.0,1760.0
1439,48,113,17500,3709.0,2931.0,567.0,849.0
1440,48,113,17602,4080.0,3175.0,790.0,1781.0
1441,48,113,17604,3485.0,2758.0,494.0,2002.0
1442,48,113,17605,4128.0,2276.0,1096.0,2910.0
1443,48,113,17606,4784.0,2992.0,1278.0,2434.0
1444,48,113,17702,8033.0,4821.0,2560.0,1698.0
1445,48,113,17703,4806.0,3113.0,1387.0,1846.0
1446,48,113,17704,5805.0,4329.0,974.0,2989.0
1447,48,113,17804,6691.0,4867.0,957.0,3171.0
1448,48,113,17805,5527.0,3194.0,2153.0,1877.0
1449,48,113,17806,4789.0,3450.0,666.0,2322.0
1450,48,113,17807,6583.0,5692.0,549.0,3158.0
1451,48,113,17808,4498.0,2934.0,910.0,712.0
1452,48,113,17811,4300.0,3330.0,473.0,1466.0
1453,48,113,17812,2164.0,1455.0,355.0,624.0
1454,48,113,17813,6532.0,3075.0,2296.0,1706.0
1455,48,113,17814,5845.0,3556.0,942.0,1564.0
1456,48,113,17900,5029.0,3614.0,555.0,3039.0
1457,48,113,18001,6365.0,4229.0,1329.0,2499.0
1458,48,113,18002,3448.0,2717.0,337.0,1946.0
1459,48,113,18104,7101.0,4829.0,865.0,1132.0
1460,48,113,18105,6404.0,2650.0,998.0,3961.0
1461,48,113,18110,4744.0,4067.0,424.0,504.0
1462,48,113,18111,6782.0,3638.0,1487.0,2541.0
1463,48,113,18118,8038.0,3437.0,2170.0,1412.0
1464,48,113,18120,5148.0,2116.0,697.0,1790.0
1465,48,113,18121,5769.0,2805.0,1213.0,1840.0
1466,48,113,18122,14070.0,9676.0,1837.0,2667.0
1467,48,113,18123,7886.0,4650.0,742.0,1994.0
1468,48,113,18124,17680.0,11860.0,3233.0,3334.0
1469,48,113,18126,7335.0,4053.0,1115.0,3385.0
1470,48,113,18127,3369.0,1837.0,384.0,1694.0
1471,48,113,18128,5963.0,2619.0,1502.0,2680.0
1472,48,113,18129,4132.0,2222.0,929.0,931.0
1473,48,113,18130,4147.0,2356.0,1424.0,1169.0
1474,48,113,18132,5697.0,3183.0,1427.0,1268.0
1475,48,113,18133,3616.0,2994.0,232.0,1015.0
1476,48,113,18134,5653.0,3992.0,1145.0,1061.0
1477,48,113,18135,3968.0,2776.0,875.0,957.0
1478,48,113,18136,7800.0,6013.0,704.0,1056.0
1479,48,113,18137,3724.0,1810.0,771.0,681.0
1480,48,113,18138,5050.0,1689.0,1614.0,1299.0
1481,48,113,18139,7498.0,5486.0,909.0,2138.0
1482,48,113,18140,5417.0,3496.0,967.0,1539.0
1483,48,113,18141,3758.0,1996.0,1231.0,951.0
1484,48,113,18142,3333.0,1686.0,353.0,1067.0
1485,48,113,18203,6506.0,2202.0,1677.0,3448.0
1486,48,113,18204,4675.0,1608.0,716.0,3568.0
1487,48,113,18205,4585.0,2164.0,586.0,2867.0
1488,48,113,18206,4824.0,2735.0,161.0,3721.0
1489,48,113,18300,6556.0,3248.0,429.0,3989.0
1490,48,113,18401,5316.0,2155.0,517.0,3112.0
1491,48,113,18402,4361.0,3318.0,146.0,1970.0
1492,48,113,18403,1059.0,479.0,255.0,605.0
1493,48,113,18501,4050.0,2202.0,237.0,2602.0
1494,48,113,18503,5967.0,1816.0,3875.0,1405.0
1495,48,113,18505,4044.0,2049.0,1517.0,1853.0
1496,48,113,18506,3614.0,1303.0,2080.0,1140.0
1497,48,113,18600,3690.0,2729.0,106.0,1783.0
1498,48,113,18700,6597.0,3464.0,194.0,4896.0
1499,48,113,18801,4742.0,2731.0,173.0,2470.0
1500,48,113,18802,1048.0,600.0,246.0,342.0
1501,48,113,18900,6201.0,2989.0,519.0,3009.0
1502,48,113,19004,7119.0,4401.0,723.0,3324.0
1503,48,113,19013,6129.0,1543.0,927.0,4178.0
1504,48,113,19014,7818.0,3130.0,457.0,4458.0
1505,48,113,19016,3219.0,1531.0,952.0,880.0
1506,48,113,19018,5399.0,2720.0,1487.0,1115.0
1507,48,113,19019,7207.0,2767.0,2877.0,1667.0
1508,48,113,19020,4915.0,2413.0,346.0,670.0
1509,48,113,19021,7383.0,3515.0,586.0,2676.0
1510,48,113,19023,4862.0,3408.0,254.0,451.0
1511,48,113,19024,4340.0,2545.0,663.0,1002.0
1512,48,113,19025,4956.0,2796.0,413.0,1144.0
1513,48,113,19026,5277.0,2999.0,474.0,1308.0
1514,48,113,19027,5250.0,2911.0,849.0,1263.0
1515,48,113,19028,3570.0,1723.0,429.0,1219.0
1516,48,113,19029,5605.0,2703.0,643.0,1446.0
1517,48,113,19031,5981.0,4129.0,522.0,1094.0
1518,48,113,19032,4137.0,1739.0,168.0,2480.0
1519,48,113,19033,4773.0,2376.0,218.0,3159.0
1520,48,113,19034,4403.0,1363.0,2337.0,608.0
1521,48,113,19035,5337.0,3146.0,1301.0,2481.0
1522,48,113,19036,2896.0,2247.0,69.0,338.0
1523,48,113,19037,3679.0,2486.0,215.0,854.0
1524,48,113,19038,925.0,571.0,188.0,45.0
1525,48,113,19039,5628.0,3879.0,749.0,942.0
1526,48,113,19040,6210.0,1685.0,1806.0,604.0
1527,48,113,19041,2892.0,1911.0,403.0,262.0
1528,48,113,19042,5099.0,2840.0,804.0,907.0
1529,48,113,19043,7616.0,5771.0,387.0,516.0
1530,48,113,19100,6106.0,3864.0,583.0,1106.0
1531,48,113,19202,5102.0,3693.0,312.0,2186.0
1532,48,113,19203,3895.0,3248.0,45.0,501.0
1533,48,113,19204,9656.0,6257.0,1219.0,5040.0
1534,48,113,19205,3599.0,3345.0,35.0,156.0
1535,48,113,19206,6400.0,4533.0,273.0,935.0
1536,48,113,19208,6756.0,1562.0,799.0,4648.0
1537,48,113,19210,4001.0,3740.0,11.0,62.0
1538,48,113,19211,5490.0,4610.0,341.0,1261.0
1539,48,113,19212,4328.0,931.0,54.0,4162.0
1540,48,113,19213,3189.0,1041.0,662.0,1643.0
1541,48,113,19301,3037.0,2937.0,0.0,101.0
1542,48,113,19302,5182.0,4503.0,217.0,535.0
1543,48,113,19400,4073.0,3741.0,0.0,135.0
1544,48,113,19501,7274.0,6909.0,0.0,301.0
1545,48,113,19502,4535.0,4287.0,0.0,239.0
1546,48,113,19600,2251.0,2064.0,0.0,97.0
1547,48,113,19700,1740.0,1656.0,0.0,97.0
1548,48,113,19800,4925.0,4654.0,0.0,390.0
1549,48,113,19900,4284.0,3264.0,122.0,3851.0
1550,48,113,20000,4471.0,2758.0,376.0,563.0
1551,48,113,20100,2460.0,1628.0,43.0,1693.0
1552,48,113,20200,3996.0,627.0,3256.0,663.0
1553,48,113,20300,2095.0,307.0,1788.0,109.0
1554,48,113,20400,6307.0,3545.0,2132.0,1333.0
1555,48,113,20500,5322.0,1416.0,3297.0,1313.0
1556,48,113,20600,2414.0,2206.0,0.0,260.0
1557,48,113,20700,4324.0,3414.0,339.0,720.0
1558,48,113,980000,0.0,0.0,0.0,0.0
1559,48,113,980100,0.0,0.0,0.0,0.0
1560,48,115,950401,4542.0,3642.0,45.0,2505.0
1561,48,115,950402,3684.0,2201.0,574.0,2180.0
1562,48,115,950500,3570.0,3057.0,153.0,2121.0
1563,48,115,950600,1746.0,1598.0,12.0,602.0
1564,48,117,950300,6245.0,5731.0,61.0,4209.0
1565,48,117,950400,5589.0,4863.0,52.0,4429.0
1566,48,117,950500,3699.0,2964.0,54.0,3194.0
1567,48,117,950600,3712.0,3353.0,26.0,1608.0
1568,48,119,950100,2969.0,2705.0,46.0,180.0
1569,48,119,950200,2254.0,1729.0,408.0,177.0
1570,48,121,20103,11305.0,10060.0,51.0,2632.0
1571,48,121,20104,3679.0,3437.0,221.0,645.0
1572,48,121,20105,8396.0,6120.0,1113.0,1205.0
1573,48,121,20106,6171.0,5583.0,295.0,969.0
1574,48,121,20107,5737.0,4811.0,424.0,817.0
1575,48,121,20108,15353.0,9596.0,3812.0,2316.0
1576,48,121,20109,3695.0,2303.0,385.0,424.0
1577,48,121,20110,5782.0,3867.0,825.0,699.0
1578,48,121,20111,4182.0,3741.0,173.0,707.0
1579,48,121,20112,3250.0,2431.0,316.0,446.0
1580,48,121,20113,10942.0,6489.0,2315.0,2925.0
1581,48,121,20114,9703.0,7579.0,1045.0,3790.0
1582,48,121,20115,5249.0,4233.0,229.0,1518.0
1583,48,121,20202,9547.0,8916.0,132.0,1539.0
1584,48,121,20203,5628.0,4862.0,516.0,589.0
1585,48,121,20204,3747.0,3564.0,44.0,359.0
1586,48,121,20205,1957.0,1752.0,8.0,301.0
1587,48,121,20303,10806.0,10389.0,96.0,1255.0
1588,48,121,20305,7299.0,6746.0,199.0,360.0
1589,48,121,20306,6892.0,5827.0,218.0,1098.0
1590,48,121,20307,10121.0,9032.0,220.0,789.0
1591,48,121,20308,10439.0,9280.0,376.0,1830.0
1592,48,121,20309,9190.0,8639.0,123.0,1271.0
1593,48,121,20310,2858.0,2687.0,47.0,160.0
1594,48,121,20401,8378.0,7248.0,497.0,1941.0
1595,48,121,20402,5171.0,4455.0,354.0,710.0
1596,48,121,20403,3627.0,3163.0,138.0,475.0
1597,48,121,20503,6759.0,5478.0,554.0,1819.0
1598,48,121,20504,2997.0,2288.0,424.0,875.0
1599,48,121,20505,6699.0,6293.0,213.0,754.0
1600,48,121,20506,1739.0,1729.0,0.0,455.0
1601,48,121,20601,5475.0,3526.0,998.0,1759.0
1602,48,121,20602,8847.0,7304.0,808.0,3334.0
1603,48,121,20700,3160.0,2288.0,165.0,353.0
1604,48,121,20800,5377.0,3463.0,1271.0,1095.0
1605,48,121,20900,5050.0,3327.0,763.0,1619.0
1606,48,121,21000,5978.0,4600.0,478.0,1324.0
1607,48,121,21100,2720.0,1879.0,329.0,366.0
1608,48,121,21201,6503.0,3992.0,1651.0,1340.0
1609,48,121,21202,5029.0,2929.0,1569.0,1823.0
1610,48,121,21301,4246.0,3031.0,557.0,601.0
1611,48,121,21303,7631.0,6251.0,639.0,1026.0
1612,48,121,21304,5350.0,4540.0,427.0,1043.0
1613,48,121,21305,3993.0,3356.0,349.0,600.0
1614,48,121,21403,10922.0,9929.0,266.0,1724.0
1615,48,121,21404,8720.0,7913.0,424.0,1113.0
1616,48,121,21405,9821.0,8689.0,389.0,3283.0
1617,48,121,21406,7597.0,5865.0,540.0,1724.0
1618,48,121,21407,6778.0,5649.0,604.0,1981.0
1619,48,121,21408,6531.0,5658.0,346.0,818.0
1620,48,121,21409,7653.0,6598.0,451.0,887.0
1621,48,121,21502,4624.0,3840.0,332.0,1943.0
1622,48,121,21505,5685.0,4348.0,608.0,928.0
1623,48,121,21512,4786.0,4281.0,185.0,300.0
1624,48,121,21513,3664.0,3496.0,0.0,313.0
1625,48,121,21514,4408.0,4174.0,124.0,302.0
1626,48,121,21515,9735.0,7086.0,494.0,2280.0
1627,48,121,21516,6863.0,5425.0,469.0,1007.0
1628,48,121,21517,2850.0,1038.0,485.0,324.0
1629,48,121,21518,3157.0,2632.0,136.0,133.0
1630,48,121,21519,13313.0,10191.0,1487.0,2692.0
1631,48,121,21520,3826.0,3245.0,176.0,994.0
1632,48,121,21521,4504.0,3171.0,542.0,965.0
1633,48,121,21522,1734.0,925.0,110.0,286.0
1634,48,121,21523,3411.0,2769.0,82.0,1252.0
1635,48,121,21524,1734.0,1364.0,79.0,147.0
1636,48,121,21525,9467.0,6599.0,640.0,778.0
1637,48,121,21526,6503.0,5027.0,505.0,301.0
1638,48,121,21527,6172.0,5172.0,243.0,379.0
1639,48,121,21611,4327.0,3124.0,442.0,1022.0
1640,48,121,21612,3981.0,2861.0,175.0,919.0
1641,48,121,21613,5816.0,3898.0,797.0,2289.0
1642,48,121,21614,3860.0,2947.0,211.0,1995.0
1643,48,121,21615,4660.0,3686.0,356.0,2135.0
1644,48,121,21616,4097.0,2209.0,1087.0,1000.0
1645,48,121,21618,4235.0,3399.0,259.0,1924.0
1646,48,121,21619,2901.0,2296.0,168.0,1590.0
1647,48,121,21620,2058.0,1055.0,404.0,315.0
1648,48,121,21621,3657.0,2840.0,138.0,350.0
1649,48,121,21622,5353.0,3222.0,225.0,436.0
1650,48,121,21623,6577.0,2359.0,754.0,628.0
1651,48,121,21624,7537.0,4411.0,1136.0,1693.0
1652,48,121,21625,6199.0,3771.0,401.0,465.0
1653,48,121,21626,2155.0,1988.0,16.0,77.0
1654,48,121,21627,7499.0,6085.0,600.0,456.0
1655,48,121,21628,6728.0,3935.0,399.0,1670.0
1656,48,121,21629,6430.0,4216.0,569.0,557.0
1657,48,121,21630,5158.0,3268.0,790.0,998.0
1658,48,121,21631,5465.0,3715.0,619.0,934.0
1659,48,121,21632,3653.0,2840.0,329.0,543.0
1660,48,121,21633,4798.0,4052.0,210.0,932.0
1661,48,121,21634,5287.0,2758.0,1924.0,1254.0
1662,48,121,21635,4082.0,1856.0,1419.0,681.0
1663,48,121,21636,7240.0,3472.0,2751.0,1036.0
1664,48,121,21637,4692.0,2934.0,1016.0,1789.0
1665,48,121,21638,3638.0,2283.0,918.0,987.0
1666,48,121,21715,4301.0,3141.0,452.0,496.0
1667,48,121,21716,4906.0,4051.0,521.0,1175.0
1668,48,121,21717,6083.0,5365.0,363.0,1281.0
1669,48,121,21718,9662.0,8906.0,70.0,1006.0
1670,48,121,21719,4515.0,3882.0,242.0,248.0
