rn,D12,R12,D16,R16
414,852,3771,1044,3504
415,1395,5385,1488,5145
416,668,1908,686,1932
417,3981,1053,3783,1068
418,4808,3576,4676,3776
419,554,2872,714,2952
420,506,2534,624,2354
421,759,3738,921,3705
422,227,1009,253,883
423,1940,10280,2055,10295
424,6705,9310,7145,9120
426,57,239,53,178
427,460,483,524,481
428,1404,3420,1716,3231
429,792,1370,898,1318
430,138,164,142,172
431,1352,148,1278,132
432,291,298,315,285
433,1028,3624,1488,3384
434,608,516,740,532
435,4773,2559,4671,2106
436,1826,1800,1834,1776
437,872,2730,1036,2402
438,1126,2066,1198,1722
440,6808,4900,6704,4476
441,624,109,636,142
442,372,407,422,384
443,228,677,204,707
444,541,337,586,334
445,1018,1200,984,1124
446,598,1488,712,1458
447,1912,346,1886,358
448,211,189,214,161
449,660,462,590,568
450,588,836,538,936
451,2286,1314,2457,1230
452,1922,510,1874,510
453,376,1146,344,1200
454,834,2684,804,2706
455,153,256,174,271
456,406,1032,434,1004
457,558,646,510,736
458,6702,183,6186,237
459,884,138,818,132
460,17215,4970,16300,4820
461,1077,2691,1131,3006
462,5095,7255,4480,8120
463,825,512,863,576
464,1065,3,920,9
465,2790,2146,2842,2244
466,1087,133,1012,134
467,529,32,497,37
468,10030,10330,8116,8740
469,1596,376,1742,382
470,10150,7685,6915,4251
471,4983,2271,5259,1962
472,1308,2844,1302,2876
473,790,2154,880,2054
474,2121,3171,1926,3429
475,947,137,911,110
476,8784,876,11248,1136
477,329,533,332,575
478,1980,5748,1383,5706
479,112,405,71,448
480,728,1566,804,1676
481,304,21,279,23
