rn,state,cid,tract,bgroup,pop,black,hispanic,total_vap,black_vap,hispanic_vap
0,37,1,20100,1,1360,223,117,1060,147,75
1,37,1,20100,2,1210,94,72,951,69,40
2,37,1,20100,3,825,426,130,565,266,80
3,37,1,20100,4,513,140,109,429,105,78
4,37,1,20200,1,956,240,268,718,175,163
5,37,1,20200,2,670,252,158,523,201,98
6,37,1,20200,3,969,248,320,682,172,172
7,37,1,20200,4,1557,499,475,1149,387,282
8,37,1,20300,1,974,315,296,709,236,172
9,37,1,20300,2,1231,566,223,927,408,123
10,37,1,20300,3,1978,695,538,1446,499,312
11,37,1,20300,4,1580,502,430,1109,323,241
12,37,1,20300,5,2300,491,1099,1528,334,621
13,37,1,20400,1,2011,927,305,1402,654,167
14,37,1,20400,2,1501,825,394,1016,578,206
15,37,1,20400,3,729,544,132,565,440,78
16,37,1,20400,4,796,560,187,625,464,115
17,37,1,20400,5,1022,813,149,793,665,77
18,37,1,20501,1,2146,201,154,1729,144,90
19,37,1,20501,2,1429,317,186,1105,263,108
20,37,1,20502,1,2281,878,546,1515,585,300
21,37,1,20502,2,852,390,144,664,326,76
22,37,1,20502,3,649,292,146,473,223,84
23,37,1,20601,1,921,13,23,770,11,15
24,37,1,20601,2,908,18,16,716,8,11
25,37,1,20601,3,1405,61,47,1129,47,26
26,37,1,20602,1,623,65,78,467,51,42
27,37,1,20602,2,1791,82,37,1516,63,25
28,37,1,20701,1,896,139,63,788,115,41
29,37,1,20701,2,1187,78,55,989,59,33
30,37,1,20701,3,1214,211,75,955,157,47
31,37,1,20701,4,1222,172,45,956,134,34
32,37,1,20702,1,1352,264,190,1054,185,131
33,37,1,20702,2,1100,239,79,859,170,50
34,37,1,20702,3,1314,429,144,961,299,87
35,37,1,20702,4,976,185,56,745,133,36
36,37,1,20801,1,739,176,131,553,108,78
37,37,1,20801,2,711,25,67,590,18,36
38,37,1,20802,1,725,255,160,594,209,115
39,37,1,20802,2,1154,351,402,830,273,237
40,37,1,20802,3,1284,445,262,902,292,149
41,37,1,20802,4,929,331,237,637,215,137
42,37,1,20802,5,674,176,183,506,124,111
43,37,1,20802,6,1091,268,204,840,195,114
44,37,1,20901,1,1089,145,86,873,112,48
45,37,1,20901,2,998,111,180,774,89,97
46,37,1,20901,3,1496,238,525,1025,155,314
47,37,1,20902,1,2039,205,359,1468,148,194
48,37,1,20902,2,1341,119,34,1078,91,21
49,37,1,21000,1,1060,350,190,803,273,108
50,37,1,21000,2,1809,616,344,1277,410,197
51,37,1,21000,3,851,350,165,620,249,92
52,37,1,21101,1,565,185,80,457,151,46
53,37,1,21101,2,1512,322,185,1131,233,109
54,37,1,21101,3,591,244,31,419,152,13
55,37,1,21102,1,1004,287,100,803,227,72
56,37,1,21102,2,1184,200,118,901,150,79
57,37,1,21102,3,1130,44,29,941,35,18
58,37,1,21201,1,2157,898,641,1545,706,344
59,37,1,21201,2,2118,478,277,1611,368,170
60,37,1,21201,3,977,79,86,768,69,46
61,37,1,21204,1,1225,55,48,952,35,30
62,37,1,21204,2,1910,417,144,1456,344,82
63,37,1,21204,3,1145,165,255,807,112,136
64,37,1,21205,1,1089,112,45,801,86,22
65,37,1,21205,2,848,289,27,663,238,12
66,37,1,21205,3,2699,582,140,2000,395,86
67,37,1,21206,1,1168,93,195,876,61,117
68,37,1,21206,2,1820,449,185,1270,324,103
69,37,1,21206,3,1332,367,41,971,263,25
70,37,1,21207,1,1623,240,108,1229,185,61
71,37,1,21207,2,1463,169,61,1100,119,35
72,37,1,21300,1,1339,288,89,1035,228,43
73,37,1,21300,2,1257,555,79,960,457,40
74,37,1,21300,3,998,469,34,766,382,21
75,37,1,21300,4,1485,309,81,1110,244,46
76,37,1,21300,5,978,304,70,769,252,42
77,37,1,21400,1,1536,81,35,1230,60,20
78,37,1,21400,2,1114,78,26,873,65,18
79,37,1,21500,1,1176,99,16,891,90,7
80,37,1,21500,2,1420,75,40,1081,61,30
81,37,1,21500,3,778,61,13,626,52,8
82,37,1,21500,4,1307,110,31,1017,99,17
83,37,1,21600,1,1110,165,55,864,132,33
84,37,1,21600,2,1229,77,35,958,59,24
85,37,1,21600,3,1661,244,90,1285,184,51
86,37,1,21600,4,2934,216,97,2845,206,82
87,37,1,21701,1,1175,52,8,845,38,5
88,37,1,21701,2,1448,60,71,1095,48,40
89,37,1,21701,3,614,8,1,612,8,1
90,37,1,21702,1,1726,217,52,1654,178,46
91,37,1,21702,2,2149,152,38,1633,114,28
92,37,1,21702,3,1407,119,36,1162,102,20
93,37,1,21703,1,2460,319,89,1872,258,62
94,37,1,21703,2,2406,271,147,1981,208,95
95,37,1,21801,1,2187,38,28,1697,31,18
96,37,1,21801,2,1279,56,28,975,43,16
97,37,1,21801,3,975,110,19,764,100,12
98,37,1,21802,1,1889,73,43,1408,56,27
99,37,1,21802,2,1664,41,42,1271,37,22
100,37,1,21803,1,1688,92,60,1281,72,32
101,37,1,21803,2,1191,23,35,933,16,19
102,37,1,21901,1,1328,85,85,1029,63,53
103,37,1,21901,2,1763,130,59,1353,108,42
104,37,1,21901,3,1444,46,30,1055,35,19
105,37,1,21902,1,1804,198,218,1350,149,139
106,37,1,21902,2,1065,63,132,791,49,70
107,37,1,21902,3,1554,90,63,1178,62,38
108,37,1,22001,1,1312,64,45,1067,53,30
109,37,1,22001,2,2007,181,197,1518,134,117
110,37,1,22002,1,1809,161,187,1325,114,95
111,37,1,22002,2,1222,251,188,926,210,97
112,37,1,22002,3,1245,108,136,944,82,77
113,37,3,40100,1,902,4,1,679,2,1
114,37,3,40100,2,764,15,24,563,10,11
115,37,3,40100,3,1810,60,59,1388,44,42
116,37,3,40200,1,1290,8,32,1014,8,17
117,37,3,40200,2,682,28,42,525,25,22
118,37,3,40200,3,2022,51,26,1570,47,16
119,37,3,40300,1,1324,92,16,1024,71,9
120,37,3,40300,2,1878,10,44,1481,6,26
121,37,3,40400,1,1741,147,160,1299,106,87
122,37,3,40400,2,1362,142,63,1084,106,34
123,37,3,40400,3,1152,158,77,891,119,40
124,37,3,40400,4,1337,129,58,1028,103,31
125,37,3,40400,5,960,233,72,712,190,36
126,37,3,40500,1,1172,54,67,863,40,35
127,37,3,40500,2,1127,8,38,871,8,23
128,37,3,40500,3,1989,70,281,1494,54,160
129,37,3,40500,4,2694,211,181,1947,156,99
130,37,3,40600,1,3042,556,180,2506,545,103
131,37,3,40600,2,1614,7,22,1266,5,16
132,37,3,40600,3,1691,12,51,1319,10,26
133,37,3,40700,1,1198,10,17,889,6,10
134,37,3,40700,2,1623,7,9,1265,6,3
135,37,3,40700,3,1663,8,30,1350,5,19
136,37,3,40700,4,2161,23,51,1717,17,30
137,37,5,950100,1,1030,9,113,795,6,72
138,37,5,950100,2,1206,10,129,964,9,79
139,37,5,950100,3,1021,21,47,802,21,30
140,37,5,950100,4,822,1,26,675,1,14
141,37,5,950200,1,1206,52,105,940,31,70
142,37,5,950200,2,914,12,94,747,9,64
143,37,5,950200,3,891,11,111,680,8,70
144,37,5,950200,4,859,8,162,668,6,102
145,37,5,950300,1,1006,10,108,837,5,79
146,37,5,950300,2,1145,0,52,926,0,33
147,37,5,950300,3,1055,6,57,886,5,51
148,37,7,920100,1,719,174,6,562,134,3
149,37,7,920100,2,1335,660,8,1009,498,3
150,37,7,920100,3,1357,928,22,1022,690,17
151,37,7,920200,1,1738,676,36,1352,530,18
152,37,7,920300,1,1467,288,30,1148,223,17
153,37,7,920300,2,1633,777,18,1204,541,8
154,37,7,920300,3,2197,299,64,1684,210,36
155,37,7,920300,4,2881,1403,289,2735,1383,271
156,37,7,920400,1,932,545,28,679,368,9
157,37,7,920400,2,931,662,15,704,501,9
158,37,7,920400,3,1169,952,11,840,656,7
159,37,7,920500,1,1100,611,7,825,443,4
160,37,7,920500,2,1060,672,19,847,504,14
161,37,7,920500,3,735,388,9,557,279,4
162,37,7,920500,4,1508,740,18,1132,511,5
163,37,7,920500,5,1735,675,28,1394,495,18
164,37,7,920600,1,1576,674,88,1169,512,45
165,37,7,920600,2,1258,807,85,921,579,51
166,37,7,920600,3,1617,1159,31,1198,828,19
167,37,9,970200,1,1052,1,9,871,1,4
168,37,9,970200,2,868,2,26,686,1,20
169,37,9,970200,3,964,0,43,759,0,21
170,37,9,970300,1,1308,1,17,1044,1,12
171,37,9,970300,2,1162,3,21,947,2,16
172,37,9,970400,1,1104,3,40,858,3,23
173,37,9,970400,2,1052,4,26,857,4,17
174,37,9,970400,3,708,9,92,532,4,60
175,37,9,970400,4,1661,3,80,1332,2,63
176,37,9,970500,1,1046,8,60,827,7,47
177,37,9,970500,2,1068,36,235,857,30,169
178,37,9,970500,3,1140,8,39,975,8,25
179,37,9,970500,4,2184,24,103,1714,17,68
180,37,9,970500,5,1090,9,47,920,7,31
181,37,9,970700,1,1334,0,19,1079,0,10
182,37,9,970700,2,2042,12,49,1655,12,39
183,37,9,970700,3,1396,6,34,1117,6,19
184,37,9,970700,4,407,0,46,340,0,45
185,37,9,970700,5,747,0,23,593,0,17
186,37,9,970800,1,1039,8,51,850,3,30
187,37,9,970800,2,1731,18,143,1371,14,88
188,37,9,970800,3,2178,6,108,1796,6,86
189,37,11,930100,1,1148,9,48,959,9,37
190,37,11,930100,2,1268,53,66,1085,51,59
191,37,11,930100,3,684,1,16,550,1,8
192,37,11,930200,1,896,6,17,746,5,11
193,37,11,930200,2,680,9,66,525,4,38
194,37,11,930200,3,1147,0,46,1000,0,28
195,37,11,930301,1,1047,3,42,819,3,27
196,37,11,930301,2,893,7,67,712,4,42
197,37,11,930301,3,535,1,48,446,1,29
198,37,11,930301,4,1040,1,22,818,1,11
199,37,11,930302,1,726,4,37,563,4,30
200,37,11,930302,2,1208,5,27,1007,5,15
201,37,11,930302,3,1196,11,20,939,9,12
202,37,11,930400,1,3101,580,112,2844,580,94
203,37,11,930400,2,1166,19,136,890,5,103
204,37,11,930400,3,1062,0,27,835,0,18
205,37,13,930100,1,1355,252,129,1033,195,81
206,37,13,930100,2,638,319,41,518,264,31
207,37,13,930100,3,722,192,45,548,145,26
208,37,13,930100,4,1233,139,43,967,124,26
209,37,13,930100,5,672,224,25,538,167,17
210,37,13,930100,6,731,595,49,550,455,26
211,37,13,930200,1,1765,269,82,1387,204,47
212,37,13,930200,2,2259,563,187,1676,435,108
213,37,13,930200,3,2161,410,74,1655,289,44
214,37,13,930300,1,1722,839,71,1343,605,42
215,37,13,930300,2,948,408,51,809,348,35
216,37,13,930300,3,1401,809,107,1057,578,66
217,37,13,930400,1,1105,463,114,875,330,69
218,37,13,930400,2,2207,459,239,1714,350,140
219,37,13,930400,3,925,345,65,723,248,41
220,37,13,930400,4,952,880,22,632,592,11
221,37,13,930501,1,1436,113,29,1141,82,21
222,37,13,930501,2,2374,807,840,1684,576,497
223,37,13,930501,3,1035,91,11,845,61,4
224,37,13,930502,1,2455,193,193,1886,133,118
225,37,13,930502,2,1014,214,67,788,149,36
226,37,13,930600,1,1060,21,50,811,17,29
227,37,13,930600,2,2164,41,55,1743,25,31
228,37,13,930700,1,1242,124,12,1058,106,9
229,37,13,930700,2,1781,159,15,1494,132,9
230,37,13,930800,1,961,476,24,769,361,14
231,37,13,930800,2,879,285,27,702,216,12
232,37,13,930800,3,607,290,17,478,229,11
233,37,13,930900,1,911,247,32,738,214,16
234,37,13,930900,2,2145,201,18,1918,156,14
235,37,13,930900,3,848,359,18,699,292,9
236,37,13,931000,1,1702,381,65,1348,288,36
237,37,13,931000,2,1359,426,57,1004,306,30
238,37,13,931000,3,1045,66,44,747,33,23
239,37,13,931000,4,1945,563,248,1354,384,126
240,37,15,960100,1,615,328,12,476,239,7
241,37,15,960100,2,733,357,6,602,285,4
242,37,15,960100,3,1203,873,24,949,667,13
243,37,15,960100,4,1425,456,2,1093,342,1
244,37,15,960100,5,814,352,8,653,276,1
245,37,15,960100,6,887,305,2,736,243,2
246,37,15,960200,1,946,506,5,728,349,2
247,37,15,960200,2,1712,1015,11,1306,747,7
248,37,15,960200,3,1295,967,42,957,697,19
249,37,15,960300,1,1302,979,26,1008,732,18
250,37,15,960300,2,740,586,0,557,435,0
251,37,15,960300,3,1625,1416,50,1263,1085,38
252,37,15,960400,0,0,0,0,0,0,0
253,37,15,960400,1,790,200,14,627,146,4
254,37,15,960400,2,2531,1718,33,2224,1485,32
255,37,15,960400,3,757,532,6,600,418,4
256,37,15,960400,4,819,310,2,658,259,1
257,37,15,960400,5,716,605,4,595,491,3
258,37,15,960400,6,991,572,2,814,458,2
259,37,15,960400,7,1381,1219,18,1000,879,10
260,37,17,950100,1,1025,363,46,815,302,29
261,37,17,950100,2,1304,204,89,1046,165,48
262,37,17,950100,3,1352,219,153,1072,163,103
263,37,17,950100,4,751,379,30,620,313,18
264,37,17,950100,5,1261,327,124,950,244,64
265,37,17,950200,1,1680,722,234,1233,523,142
266,37,17,950200,2,1686,388,232,1292,289,145
267,37,17,950300,1,1690,267,482,1216,200,283
268,37,17,950300,2,1337,392,81,1006,263,50
269,37,17,950300,3,1119,104,68,837,71,37
270,37,17,950300,4,925,161,40,718,124,25
271,37,17,950300,5,1648,801,184,1270,628,110
272,37,17,950400,1,570,123,33,446,85,19
273,37,17,950400,2,1210,769,54,1008,613,38
274,37,17,950400,3,1040,928,14,807,716,12
275,37,17,950400,4,1048,202,51,791,121,36
276,37,17,950400,5,1520,662,122,1113,446,78
277,37,17,950400,6,864,464,25,688,363,19
278,37,17,950500,1,1646,360,44,1284,283,26
279,37,17,950500,2,1154,65,59,894,48,34
280,37,17,950500,3,1505,466,37,1087,288,19
281,37,17,950500,4,778,162,19,597,127,11
282,37,17,950500,5,895,284,38,667,217,18
283,37,17,950500,6,729,84,16,590,70,7
284,37,17,950600,1,1368,935,13,1066,734,7
285,37,17,950600,2,978,476,28,735,359,17
286,37,17,950600,3,474,258,3,408,220,3
287,37,17,950600,4,928,529,30,742,420,21
288,37,17,950600,5,808,472,36,607,354,18
289,37,17,950600,6,914,327,34,681,199,27
290,37,17,950600,7,983,375,83,787,305,62
291,37,19,20101,1,2706,1095,232,1943,827,137
292,37,19,20102,1,2839,404,404,2099,300,250
293,37,19,20103,1,2203,254,168,1645,197,90
294,37,19,20103,2,2645,328,176,2101,260,97
295,37,19,20103,3,2204,109,89,1874,84,60
296,37,19,20104,1,1129,266,254,812,201,143
297,37,19,20104,2,2338,727,196,1765,545,108
298,37,19,20104,3,1838,370,145,1433,273,83
299,37,19,20201,1,1381,303,43,1016,233,23
300,37,19,20201,2,1919,328,77,1444,231,51
301,37,19,20202,1,3768,356,125,3078,271,80
302,37,19,20202,2,1951,197,95,1473,133,57
303,37,19,20203,1,1707,277,63,1243,208,35
304,37,19,20203,2,810,78,12,612,58,5
305,37,19,20204,1,564,19,13,441,16,9
306,37,19,20204,2,1259,111,28,1019,93,20
307,37,19,20204,3,2086,117,36,1581,61,22
308,37,19,20204,4,1482,35,25,1191,20,16
309,37,19,20303,1,1484,186,31,1308,149,23
310,37,19,20303,2,1228,93,38,1024,70,20
311,37,19,20304,1,2851,30,25,2777,27,22
312,37,19,20304,2,1995,66,58,1664,44,46
313,37,19,20305,1,2135,141,86,1739,113,69
314,37,19,20305,2,639,253,20,542,207,13
315,37,19,20306,1,939,129,61,761,97,40
316,37,19,20306,2,874,54,19,752,41,15
317,37,19,20306,3,539,31,13,494,26,10
318,37,19,20307,1,158,0,5,157,0,5
319,37,19,20308,1,1491,6,10,1297,5,6
320,37,19,20308,2,157,1,0,151,1,0
321,37,19,20309,1,1330,10,23,1122,9,17
322,37,19,20309,2,391,3,4,356,2,4
323,37,19,20309,3,1013,5,9,851,3,6
324,37,19,20310,1,428,3,15,365,3,11
325,37,19,20310,2,232,0,2,206,0,2
326,37,19,20310,3,293,3,1,261,3,1
327,37,19,20310,4,519,5,15,456,4,11
328,37,19,20310,5,677,1,15,611,1,8
329,37,19,20402,1,55,0,0,55,0,0
330,37,19,20402,2,200,1,1,191,1,1
331,37,19,20402,3,320,4,13,292,4,7
332,37,19,20402,4,496,1,4,453,1,4
333,37,19,20402,5,788,4,17,682,4,12
334,37,19,20402,6,500,14,37,367,11,17
335,37,19,20403,1,1018,68,100,758,47,59
336,37,19,20403,2,936,62,52,732,50,32
337,37,19,20403,3,819,22,40,683,15,24
338,37,19,20403,4,1190,115,79,908,59,49
339,37,19,20403,5,608,12,20,524,8,10
340,37,19,20404,1,1366,195,96,1057,150,58
341,37,19,20404,2,967,313,30,755,238,20
342,37,19,20404,3,759,8,30,617,5,19
343,37,19,20405,1,1223,159,49,930,112,31
344,37,19,20405,2,1726,83,28,1470,58,15
345,37,19,20504,1,1443,123,33,1356,100,24
346,37,19,20505,1,1368,236,206,995,190,124
347,37,19,20505,2,1087,456,93,815,310,48
348,37,19,20505,3,1730,375,130,1303,275,87
349,37,19,20506,1,2272,252,157,1728,182,94
350,37,19,20506,2,1903,57,21,1572,48,14
351,37,19,20507,1,771,24,17,677,16,12
352,37,19,20507,2,1229,228,24,1098,181,19
353,37,19,20507,3,2157,74,64,1912,55,43
354,37,19,20507,4,1287,32,24,1231,28,21
355,37,19,20507,5,599,10,8,559,8,4
356,37,19,20508,1,1121,54,73,1030,42,53
357,37,19,20508,2,1131,56,14,1057,50,12
358,37,19,20509,1,1208,51,133,1009,30,83
359,37,19,20509,2,621,25,78,543,16,49
360,37,19,20509,3,970,19,28,878,17,18
361,37,19,20509,4,705,3,3,686,3,3
362,37,19,20509,5,47,0,5,40,0,3
363,37,19,20509,6,851,48,165,669,37,108
364,37,19,20510,1,724,7,29,632,4,16
365,37,19,20510,2,754,9,115,603,5,61
366,37,19,20510,3,682,5,24,552,5,21
367,37,19,20511,1,1062,34,96,878,19,68
368,37,19,20511,2,1440,7,47,1256,7,28
369,37,19,20512,1,144,0,0,139,0,0
370,37,19,20512,2,125,0,0,114,0,0
371,37,19,20512,3,233,0,6,220,0,4
372,37,19,20512,4,153,0,1,133,0,1
373,37,19,20601,1,1582,147,177,1166,116,93
374,37,19,20601,2,3203,753,208,2443,570,130
375,37,19,20602,1,1238,313,45,946,233,25
376,37,19,20602,2,1626,130,81,1226,101,52
377,37,19,20602,3,705,35,23,538,26,15
378,37,19,20602,4,1578,399,82,1195,297,53
379,37,19,20603,1,2509,874,112,1933,682,71
380,37,19,990100,0,0,0,0,0,0,0
381,37,21,100,1,1398,251,58,1359,237,54
382,37,21,200,1,1071,557,18,728,334,8
383,37,21,200,2,726,84,20,637,76,10
384,37,21,300,1,1465,380,32,1188,254,27
385,37,21,300,2,694,75,25,575,65,19
386,37,21,400,1,2457,215,90,2280,175,84
387,37,21,400,2,682,41,16,641,35,16
388,37,21,400,3,636,96,21,543,80,13
389,37,21,500,1,1235,10,20,1037,8,15
390,37,21,500,2,657,12,12,511,11,9
391,37,21,500,3,1723,67,54,1335,44,35
392,37,21,600,1,773,76,30,692,65,23
393,37,21,600,2,1354,189,48,1201,160,40
394,37,21,700,1,1139,481,25,984,406,20
395,37,21,800,1,805,172,14,683,138,7
396,37,21,800,2,1014,129,25,810,87,16
397,37,21,800,3,1711,166,35,1454,142,27
398,37,21,900,1,797,450,17,604,312,11
399,37,21,900,2,949,327,24,892,307,22
400,37,21,900,3,1545,1063,27,1129,745,18
401,37,21,1000,1,1485,148,97,1255,107,66
402,37,21,1000,2,1686,535,88,1214,310,43
403,37,21,1000,3,806,37,72,642,25,48
404,37,21,1100,1,1371,259,89,1162,207,53
405,37,21,1100,2,1690,53,53,1406,38,34
406,37,21,1100,3,1337,124,119,1129,95,79
407,37,21,1200,1,858,36,37,713,26,26
408,37,21,1200,2,716,26,45,598,22,30
409,37,21,1200,3,789,31,43,647,21,31
410,37,21,1200,4,1367,56,131,1108,39,93
411,37,21,1200,5,862,100,195,622,55,113
412,37,21,1300,1,2024,148,231,1614,93,170
413,37,21,1300,2,1931,227,236,1393,141,137
414,37,21,1400,1,1502,144,495,1097,90,302
415,37,21,1400,2,869,197,317,588,125,186
416,37,21,1400,3,1019,60,76,834,44,47
417,37,21,1400,4,1190,60,287,901,42,173
418,37,21,1400,5,2611,297,280,2055,224,181
419,37,21,1500,1,2158,61,192,1741,45,124
420,37,21,1600,1,1140,9,21,905,8,12
421,37,21,1600,2,1986,27,63,1658,26,48
422,37,21,1600,3,1486,33,122,1245,24,83
423,37,21,1600,4,1407,39,83,1186,28,56
424,37,21,1700,1,1005,10,21,871,8,14
425,37,21,1700,2,1418,29,23,1243,23,14
426,37,21,1801,1,1347,74,27,1238,65,23
427,37,21,1801,2,1840,325,82,1433,230,48
428,37,21,1802,1,1302,54,38,1029,39,25
429,37,21,1802,2,933,33,8,730,22,6
430,37,21,1802,3,2223,156,89,1890,138,61
431,37,21,1900,1,1560,34,93,1302,26,62
432,37,21,1900,2,1494,103,37,1289,85,28
433,37,21,2000,1,2273,425,207,1689,268,138
434,37,21,2000,2,1493,143,103,1183,104,64
435,37,21,2000,3,778,293,72,635,231,52
436,37,21,2000,4,1488,650,47,1182,492,38
437,37,21,2101,1,1375,13,13,1094,13,8
438,37,21,2102,1,2340,286,141,1815,212,92
439,37,21,2102,2,2744,558,577,2159,446,385
440,37,21,2203,1,1686,319,615,1179,242,343
441,37,21,2203,2,1721,204,289,1281,144,154
442,37,21,2203,3,1332,100,205,989,69,130
443,37,21,2204,1,3497,61,89,2590,51,51
444,37,21,2204,2,2419,214,84,2135,162,65
445,37,21,2204,3,1129,120,318,849,84,210
446,37,21,2204,4,881,11,16,709,11,12
447,37,21,2205,1,3229,129,66,2381,92,39
448,37,21,2205,2,2293,101,43,1805,71,32
449,37,21,2205,3,890,48,21,741,34,17
450,37,21,2206,1,2681,48,49,2244,37,31
451,37,21,2206,2,2053,159,68,1686,120,51
452,37,21,2301,1,1344,12,59,1007,12,38
453,37,21,2301,2,3062,117,181,2292,70,111
454,37,21,2301,3,895,17,29,763,12,20
455,37,21,2302,1,2262,83,128,1812,48,84
456,37,21,2302,2,1737,14,65,1259,8,37
457,37,21,2302,3,2686,12,101,2133,5,69
458,37,21,2302,4,873,31,73,669,24,46
459,37,21,2401,1,784,8,24,607,3,15
460,37,21,2401,2,1251,4,62,928,2,32
461,37,21,2401,3,1445,14,53,1177,8,33
462,37,21,2402,1,2059,53,322,1531,41,178
463,37,21,2402,2,1594,7,91,1242,5,54
464,37,21,2402,3,1013,10,11,806,6,10
465,37,21,2503,1,1978,14,61,1593,10,37
466,37,21,2503,2,1976,56,204,1474,34,109
467,37,21,2504,1,2013,16,37,1603,14,23
468,37,21,2504,2,1901,24,54,1401,14,29
469,37,21,2504,3,622,6,22,472,4,9
470,37,21,2505,1,2465,30,144,1935,24,91
471,37,21,2505,2,2193,58,90,1711,34,61
472,37,21,2506,1,1193,41,92,915,26,46
473,37,21,2506,2,1683,46,177,1311,34,115
474,37,21,2506,3,865,71,183,636,58,103
475,37,21,2603,1,2074,21,95,1616,16,46
476,37,21,2603,2,1423,8,34,1090,6,18
477,37,21,2604,1,3169,27,85,2490,17,60
478,37,21,2604,2,1293,11,69,1018,7,44
479,37,21,2604,3,1427,12,20,1103,11,11
480,37,21,2605,1,1247,26,33,950,19,23
481,37,21,2605,2,3490,111,233,2666,76,144
482,37,21,2605,3,794,8,54,609,6,29
483,37,21,2606,1,1325,24,112,1004,17,68
484,37,21,2606,2,817,11,52,611,8,30
485,37,21,2606,3,889,7,50,680,3,26
486,37,21,2606,4,774,32,134,584,16,77
487,37,21,2607,1,1560,16,58,1248,10,34
488,37,21,2607,2,1487,38,109,1147,25,74
489,37,21,2607,3,1108,47,195,805,39,111
490,37,21,2701,1,1369,14,313,1055,12,188
491,37,21,2701,2,2122,164,52,1841,160,44
492,37,21,2702,1,2175,20,104,1761,17,59
493,37,21,2702,2,1904,36,40,1544,24,30
494,37,21,2703,1,1862,5,27,1480,5,16
495,37,21,2703,2,1323,14,7,1082,3,3
496,37,21,2703,3,2292,16,67,1871,14,39
497,37,21,2803,1,2939,19,481,2153,15,262
498,37,21,2803,2,1105,5,50,822,5,25
499,37,21,2804,1,1136,4,17,885,4,9
500,37,21,2804,2,1776,10,132,1329,4,83
501,37,21,2804,3,2086,21,53,1550,15,27
502,37,21,2900,1,1739,21,64,1380,10,32
503,37,21,2900,2,697,0,12,548,0,6
504,37,21,2900,3,1115,1,6,900,1,4
505,37,21,3001,1,2001,134,47,1646,113,32
506,37,21,3001,2,2863,37,57,2399,31,46
507,37,21,3001,3,2157,40,38,1707,29,27
508,37,21,3001,4,1588,34,134,1347,25,78
509,37,21,3002,1,2199,63,129,1744,36,76
510,37,21,3002,2,1114,28,51,858,21,26
511,37,21,3002,3,859,58,19,715,52,13
512,37,21,3002,4,831,25,35,667,19,29
513,37,21,3002,5,2197,76,209,1770,59,131
514,37,21,3102,1,1633,70,45,1344,54,27
515,37,21,3102,2,1239,53,27,1087,47,25
516,37,21,3102,3,1196,65,32,971,47,19
517,37,21,3102,4,1595,47,57,1302,44,36
518,37,21,3103,1,1879,72,21,1451,45,13
519,37,21,3104,1,2135,130,87,1793,96,51
520,37,21,3104,2,1456,155,35,1153,120,23
521,37,21,3104,3,606,21,156,441,16,93
522,37,21,3104,4,810,42,10,635,29,7
523,37,21,3104,5,892,15,11,736,12,10
524,37,21,3201,1,1733,15,62,1450,12,43
525,37,21,3202,1,1524,22,50,1215,16,34
526,37,21,3202,2,645,2,11,489,2,6
527,37,21,3202,3,2238,124,49,1698,104,29
528,37,21,3203,1,2446,39,106,1888,28,59
529,37,21,3203,2,1278,44,13,1017,26,9
530,37,21,3203,3,1292,25,158,1043,17,101
531,37,21,3204,1,2045,13,37,1616,7,23
532,37,21,3204,2,1490,14,55,1143,10,30
533,37,21,3204,3,1896,5,42,1461,3,27
534,37,21,3205,1,1525,2,26,1226,0,11
535,37,23,20100,1,1021,18,7,811,13,5
536,37,23,20100,2,2252,359,184,1662,279,93
537,37,23,20100,3,1047,22,22,834,16,15
538,37,23,20201,1,1198,32,14,953,10,8
539,37,23,20201,2,1724,228,17,1394,171,10
540,37,23,20201,3,2002,390,22,1597,308,15
541,37,23,20201,4,1029,44,22,772,33,15
542,37,23,20202,1,1905,210,49,1520,165,28
543,37,23,20202,2,2382,292,65,1825,202,37
544,37,23,20301,1,1283,80,38,967,64,24
545,37,23,20301,2,993,185,22,793,159,13
546,37,23,20301,3,1073,173,21,809,132,10
547,37,23,20301,4,1549,48,39,1191,33,27
548,37,23,20302,1,1743,42,65,1316,28,36
549,37,23,20302,2,3023,70,81,2285,47,39
550,37,23,20302,3,1831,19,27,1370,12,13
551,37,23,20302,4,1006,8,24,767,7,19
552,37,23,20500,1,1919,400,444,1459,310,289
553,37,23,20500,2,981,27,49,747,18,31
554,37,23,20600,1,2501,376,639,1881,282,390
555,37,23,20600,2,1315,133,229,1062,112,158
556,37,23,20600,3,1261,150,201,988,121,121
557,37,23,20600,4,813,83,112,609,60,67
558,37,23,20801,1,2484,186,59,1961,147,30
559,37,23,20801,2,855,71,27,669,57,17
560,37,23,20801,3,2218,72,117,1732,52,72
561,37,23,20802,1,1731,71,49,1363,43,21
562,37,23,20802,2,1537,16,37,1206,14,20
563,37,23,20900,1,1674,9,29,1307,8,19
564,37,23,20900,2,1800,17,20,1461,15,18
565,37,23,20900,3,833,10,8,634,8,5
566,37,23,20900,4,1020,15,7,817,10,6
567,37,23,20900,5,1602,44,60,1252,28,32
568,37,23,21000,1,1465,17,37,1129,14,18
569,37,23,21000,2,1360,4,32,1069,2,21
570,37,23,21000,3,2069,4,42,1542,4,21
571,37,23,21000,4,841,2,13,670,2,10
572,37,23,21100,1,2837,36,118,2216,33,77
573,37,23,21100,2,1978,26,50,1587,18,36
574,37,23,21100,3,1616,36,35,1191,25,21
575,37,23,21201,1,871,8,41,688,7,29
576,37,23,21201,2,1268,17,27,995,12,12
