rn,state,cid,tract,bgroup,pop,black,hispanic,total_vap,black_vap,hispanic_vap
3353,37,119,300,1,407,162,4,399,160,4
3354,37,119,400,1,666,104,33,641,93,31
3355,37,119,400,2,933,337,25,902,334,24
3356,37,119,500,1,2098,812,61,2034,798,55
3357,37,119,500,2,957,288,18,847,187,14
3358,37,119,500,3,1909,686,59,1810,628,57
3359,37,119,600,1,840,274,31,700,170,27
3360,37,119,600,2,3260,1874,181,2990,1619,177
3361,37,119,700,1,736,370,19,634,299,17
3362,37,119,800,1,1696,1355,58,1266,982,35
3363,37,119,800,2,588,539,20,308,269,15
3364,37,119,900,1,694,530,20,572,433,14
3365,37,119,900,2,862,662,44,667,495,28
3366,37,119,1000,1,874,19,21,702,17,18
3367,37,119,1000,2,617,63,27,527,54,19
3368,37,119,1000,3,828,145,19,709,119,14
3369,37,119,1100,1,546,50,15,480,42,12
3370,37,119,1100,2,1263,52,35,1062,39,30
3371,37,119,1200,1,2422,611,1127,1711,406,697
3372,37,119,1200,2,1554,352,257,1177,258,164
3373,37,119,1200,3,1674,105,60,1342,72,35
3374,37,119,1300,1,2339,1255,235,1803,902,147
3375,37,119,1300,2,1016,501,66,797,364,40
3376,37,119,1300,3,538,99,35,459,71,23
3377,37,119,1400,1,1317,537,122,1097,415,78
3378,37,119,1400,2,1290,204,67,1123,172,48
3379,37,119,1504,1,2868,1738,748,1979,1183,457
3380,37,119,1504,2,1875,1172,271,1354,839,161
3381,37,119,1504,3,1658,1122,289,1107,726,173
3382,37,119,1505,1,3678,1079,1297,2614,770,762
3383,37,119,1507,1,1262,375,880,860,260,592
3384,37,119,1507,2,1337,708,372,901,483,226
3385,37,119,1507,3,1405,1093,153,926,701,94
3386,37,119,1508,1,2494,1195,498,1734,804,291
3387,37,119,1508,2,2565,1276,338,1922,893,212
3388,37,119,1508,3,1002,538,388,696,382,252
3389,37,119,1509,1,1163,972,91,879,745,52
3390,37,119,1509,2,1813,1391,230,1354,1065,134
3391,37,119,1510,1,2126,1583,344,1541,1164,219
3392,37,119,1510,2,921,680,68,710,519,35
3393,37,119,1603,1,2787,874,895,2133,646,586
3394,37,119,1603,2,1811,543,325,1422,380,196
3395,37,119,1605,1,1776,518,685,1337,397,461
3396,37,119,1606,1,3019,618,1344,2217,446,917
3397,37,119,1606,2,1276,449,259,1000,333,169
3398,37,119,1607,1,2613,1203,775,1968,877,517
3399,37,119,1608,1,2503,1093,971,1760,751,628
3400,37,119,1608,2,1430,791,240,1077,587,152
3401,37,119,1609,1,765,449,184,590,360,120
3402,37,119,1609,2,2403,950,844,1754,695,542
3403,37,119,1701,1,1452,403,154,1196,308,102
3404,37,119,1701,2,2297,939,717,1618,657,487
3405,37,119,1702,1,1529,390,617,1185,293,429
3406,37,119,1702,2,507,109,62,413,77,42
3407,37,119,1702,3,710,189,104,560,130,65
3408,37,119,1702,4,2135,686,1152,1527,493,790
3409,37,119,1801,1,373,111,46,327,99,32
3410,37,119,1801,2,289,40,24,247,28,12
3411,37,119,1801,3,587,297,33,423,192,21
3412,37,119,1802,1,1397,299,86,1157,231,62
3413,37,119,1802,2,1495,374,152,1234,280,104
3414,37,119,1910,1,2412,738,1506,1630,549,948
3415,37,119,1910,2,1381,638,282,989,458,141
3416,37,119,1910,3,1324,643,352,857,379,212
3417,37,119,1911,1,1456,615,283,1072,439,178
3418,37,119,1911,2,1735,709,307,1291,511,196
3419,37,119,1911,3,2250,761,551,1576,517,342
3420,37,119,1912,1,2823,1124,1053,1966,781,675
3421,37,119,1912,2,805,460,183,577,330,107
3422,37,119,1912,3,946,666,139,701,487,95
3423,37,119,1912,4,1991,1133,631,1345,787,386
3424,37,119,1914,1,2017,836,756,1379,551,506
3425,37,119,1914,2,1468,300,133,1163,205,91
3426,37,119,1915,1,1287,714,134,930,475,82
3427,37,119,1915,2,2084,949,335,1659,732,230
3428,37,119,1915,3,1321,684,377,904,478,231
3429,37,119,1915,4,1601,713,411,1198,525,288
3430,37,119,1916,1,1701,587,343,1217,402,192
3431,37,119,1916,2,2024,745,343,1601,563,217
3432,37,119,1917,1,1875,603,477,1295,392,281
3433,37,119,1917,2,1692,377,213,1276,245,129
3434,37,119,1918,1,554,198,114,425,130,66
3435,37,119,1918,2,1725,916,278,1334,690,178
3436,37,119,1918,3,1248,828,179,920,583,115
3437,37,119,1919,1,1071,472,322,778,325,213
3438,37,119,1919,2,1065,347,151,826,228,107
3439,37,119,1919,3,1243,625,264,935,458,173
3440,37,119,1920,1,2212,968,780,1464,605,496
3441,37,119,1920,2,1220,406,385,874,256,252
3442,37,119,1920,3,794,363,197,549,241,114
3443,37,119,1921,1,2356,975,553,1612,650,330
3444,37,119,1922,1,1822,976,372,1292,689,215
3445,37,119,1922,2,2518,1251,592,1746,842,359
3446,37,119,1923,1,2388,1269,448,1718,899,267
3447,37,119,1923,2,1217,536,286,852,377,162
3448,37,119,2002,1,1933,158,72,1513,124,50
3449,37,119,2002,2,1581,41,24,1210,28,16
3450,37,119,2002,3,1209,136,42,895,93,26
3451,37,119,2002,4,1002,88,46,884,79,33
3452,37,119,2003,1,1245,128,58,967,73,35
3453,37,119,2003,2,1040,35,30,828,23,13
3454,37,119,2003,3,1229,136,72,926,87,50
3455,37,119,2003,4,781,42,31,614,27,20
3456,37,119,2003,5,1100,495,102,823,326,70
3457,37,119,2004,1,1308,49,41,1033,36,24
3458,37,119,2004,2,1078,23,27,847,17,19
3459,37,119,2004,3,2548,1179,360,1822,773,235
3460,37,119,2100,1,640,226,82,521,178,55
3461,37,119,2100,2,1906,464,205,1560,378,144
3462,37,119,2200,1,1306,215,47,1027,172,34
3463,37,119,2200,2,945,42,41,704,31,27
3464,37,119,2200,3,946,17,14,705,13,14
3465,37,119,2200,4,1662,87,30,1319,68,19
3466,37,119,2300,1,537,445,40,386,330,23
3467,37,119,2300,2,2115,1758,225,1307,1048,156
3468,37,119,2400,1,1022,79,21,860,63,19
3469,37,119,2400,2,945,111,18,870,106,15
3470,37,119,2400,3,547,1,13,433,1,10
3471,37,119,2500,1,874,108,38,783,104,31
3472,37,119,2500,2,665,53,19,615,48,16
3473,37,119,2600,1,818,306,18,694,230,18
3474,37,119,2701,1,655,5,13,522,5,6
3475,37,119,2701,2,1064,70,21,893,67,16
3476,37,119,2701,3,489,16,9,388,13,5
3477,37,119,2702,1,2586,111,46,2025,108,44
3478,37,119,2702,2,1798,7,34,1298,7,26
3479,37,119,2702,3,988,13,15,762,9,8
3480,37,119,2800,1,879,0,14,571,0,9
3481,37,119,2800,2,1201,10,17,795,5,10
3482,37,119,2800,3,1547,6,20,1147,6,10
3483,37,119,2903,1,1002,16,9,718,11,7
3484,37,119,2903,2,1193,5,16,777,3,8
3485,37,119,2903,3,1441,98,57,1341,91,46
3486,37,119,2904,1,1208,12,20,898,6,15
3487,37,119,2904,2,1928,318,184,1414,209,117
3488,37,119,2904,3,1474,65,108,1176,55,80
3489,37,119,2904,4,779,48,17,594,41,11
3490,37,119,2904,5,1328,159,36,1048,81,21
3491,37,119,2905,1,1885,20,39,1228,11,23
3492,37,119,2905,2,1181,60,42,954,50,36
3493,37,119,2906,1,983,31,35,831,29,30
3494,37,119,2906,2,1353,41,29,1102,39,19
3495,37,119,2906,3,1698,74,80,1323,58,53
3496,37,119,3006,1,1599,22,22,1209,18,17
3497,37,119,3006,2,2331,172,92,1870,133,63
3498,37,119,3007,1,819,4,26,610,2,20
3499,37,119,3007,2,1859,35,40,1361,21,19
3500,37,119,3007,3,1747,23,20,1226,17,12
3501,37,119,3007,4,1410,106,102,1050,70,69
3502,37,119,3007,5,734,10,10,531,7,7
3503,37,119,3008,1,1979,62,53,1630,52,41
3504,37,119,3008,2,1825,320,390,1444,229,285
3505,37,119,3008,3,1937,121,183,1533,91,123
3506,37,119,3011,1,1680,29,43,1454,24,26
3507,37,119,3011,2,567,6,8,418,5,5
3508,37,119,3011,3,1562,28,44,1288,24,27
3509,37,119,3011,4,819,83,66,666,71,48
3510,37,119,3011,5,1323,22,25,1030,19,19
3511,37,119,3012,1,1338,28,25,1054,19,15
3512,37,119,3012,2,2909,372,308,2121,270,222
3513,37,119,3013,1,2716,121,121,2002,101,83
3514,37,119,3013,2,2405,74,57,1766,56,40
3515,37,119,3015,1,1522,39,65,1219,33,43
3516,37,119,3015,2,1741,52,77,1278,42,47
3517,37,119,3015,3,1159,45,55,815,34,40
3518,37,119,3016,1,2379,334,195,1753,241,132
3519,37,119,3016,2,882,34,15,614,21,9
3520,37,119,3016,3,1297,59,68,888,45,44
3521,37,119,3017,1,1010,158,40,700,83,27
3522,37,119,3017,2,2349,76,72,1826,57,53
3523,37,119,3018,1,2628,152,159,2003,113,116
3524,37,119,3102,1,1761,211,74,1567,193,59
3525,37,119,3102,2,1050,56,122,885,43,85
3526,37,119,3102,3,1256,332,649,953,270,469
3527,37,119,3103,1,1756,157,423,1410,112,254
3528,37,119,3103,2,2113,105,210,1817,81,155
3529,37,119,3103,3,458,25,26,395,18,17
3530,37,119,3105,1,1423,54,58,1167,38,41
3531,37,119,3105,2,2057,90,78,1713,62,59
3532,37,119,3106,1,1777,273,621,1375,187,425
3533,37,119,3106,2,847,184,74,693,110,51
3534,37,119,3108,1,1276,635,402,985,499,264
3535,37,119,3108,2,1945,339,629,1469,211,445
3536,37,119,3109,1,2748,993,1308,2010,745,901
3537,37,119,3109,2,1220,580,344,837,375,219
3538,37,119,3201,1,1129,69,497,860,50,321
3539,37,119,3201,2,1656,305,570,1295,220,400
3540,37,119,3203,1,1692,440,320,1451,367,227
3541,37,119,3203,2,744,132,90,630,108,59
3542,37,119,3204,1,877,31,17,780,30,14
3543,37,119,3204,2,1262,187,101,1073,145,71
3544,37,119,3204,3,828,24,14,665,15,7
3545,37,119,3300,1,1374,206,29,1139,128,23
3546,37,119,3300,2,880,102,107,770,78,68
3547,37,119,3300,3,679,170,64,593,132,52
3548,37,119,3400,1,1529,35,22,1136,27,14
3549,37,119,3400,2,855,15,18,626,6,11
3550,37,119,3400,3,1172,27,31,964,25,22
3551,37,119,3400,4,867,36,17,765,31,14
3552,37,119,3500,1,1116,63,29,997,53,23
3553,37,119,3500,2,1213,33,13,932,25,10
3554,37,119,3600,1,594,372,12,505,309,12
3555,37,119,3600,2,879,589,23,729,475,16
3556,37,119,3600,3,935,867,28,691,644,13
3557,37,119,3600,4,768,690,12,523,463,8
3558,37,119,3700,1,1141,721,33,950,552,27
3559,37,119,3700,2,1204,1119,60,758,700,33
3560,37,119,3802,1,984,925,36,770,732,23
3561,37,119,3802,2,1891,1684,132,1377,1238,84
3562,37,119,3802,3,539,361,78,422,282,51
3563,37,119,3805,1,1824,351,131,1559,281,90
3564,37,119,3806,1,2864,1521,639,2165,1177,443
3565,37,119,3806,2,1587,442,671,1096,313,407
3566,37,119,3806,3,1769,832,260,1473,679,181
3567,37,119,3806,4,2072,1039,504,1464,690,329
3568,37,119,3807,1,1278,487,555,944,374,351
3569,37,119,3807,2,2727,1609,929,1983,1228,598
3570,37,119,3808,1,1546,358,1137,1091,246,810
3571,37,119,3808,2,3265,865,2037,2378,658,1422
3572,37,119,3902,1,1121,1016,37,853,775,28
3573,37,119,3902,2,1451,1360,46,942,879,25
3574,37,119,3902,3,909,845,18,657,617,13
3575,37,119,3902,4,909,838,23,616,569,15
3576,37,119,3903,1,1335,1164,43,755,628,16
3577,37,119,3903,2,1206,836,144,726,474,98
3578,37,119,4000,1,976,710,43,734,527,27
3579,37,119,4000,2,833,529,69,649,411,43
3580,37,119,4000,3,1033,652,69,747,468,36
3581,37,119,4000,4,1470,1085,85,1128,807,57
3582,37,119,4100,1,590,490,22,428,351,19
3583,37,119,4100,2,1211,542,23,1065,469,19
3584,37,119,4100,3,135,110,7,109,85,7
3585,37,119,4100,4,859,725,17,609,506,10
3586,37,119,4200,1,603,506,16,417,333,12
3587,37,119,4200,2,727,663,15,525,466,9
3588,37,119,4200,3,595,488,30,464,372,22
3589,37,119,4200,4,1043,811,33,761,568,19
3590,37,119,4302,1,1001,594,105,727,420,64
3591,37,119,4302,2,2295,1590,127,1699,1167,83
3592,37,119,4302,3,1228,953,54,898,685,30
3593,37,119,4303,1,2557,1218,395,1862,864,239
3594,37,119,4304,1,2514,1512,205,1766,1026,129
3595,37,119,4304,2,952,726,85,643,478,54
3596,37,119,4305,1,2907,1768,382,2091,1247,231
3597,37,119,4305,2,2742,1645,844,1919,1180,541
3598,37,119,4400,1,881,559,131,609,366,82
3599,37,119,4400,2,3368,2653,248,2275,1772,123
3600,37,119,4500,1,1086,912,32,697,573,25
3601,37,119,4500,2,1182,979,23,821,682,13
3602,37,119,4500,3,689,526,65,548,425,46
3603,37,119,4600,1,1249,1204,15,1017,980,12
3604,37,119,4600,2,1791,1680,35,1224,1160,19
3605,37,119,4700,1,2073,1783,170,1737,1529,118
3606,37,119,4800,1,1199,997,168,889,764,106
3607,37,119,4800,2,1070,1008,29,852,816,15
3608,37,119,4800,3,1153,1072,28,868,819,10
3609,37,119,4900,1,737,705,8,531,510,3
3610,37,119,5000,1,1328,1236,22,899,826,12
3611,37,119,5000,2,13,13,0,13,13,0
3612,37,119,5100,1,1351,1106,111,980,819,71
3613,37,119,5100,2,989,924,28,772,728,18
3614,37,119,5200,1,614,572,21,395,368,10
3615,37,119,5200,2,583,515,28,427,382,16
3616,37,119,5200,3,1531,1300,67,1047,868,37
3617,37,119,5301,1,2622,1443,763,1943,1066,524
3618,37,119,5301,2,704,272,220,492,188,134
3619,37,119,5305,1,908,740,88,682,569,52
3620,37,119,5305,2,1814,1210,494,1321,922,315
3621,37,119,5305,3,2283,1675,474,1683,1307,289
3622,37,119,5306,1,740,586,86,546,427,62
3623,37,119,5306,2,1697,832,519,1211,620,320
3624,37,119,5307,1,1807,1025,630,1198,696,391
3625,37,119,5307,2,1346,708,505,941,492,318
3626,37,119,5308,1,1819,633,1146,1278,454,790
3627,37,119,5308,2,564,170,365,377,115,242
3628,37,119,5401,1,2935,2077,268,1991,1384,159
3629,37,119,5401,2,2443,2261,106,1863,1738,64
3630,37,119,5401,3,1475,1230,123,1070,906,70
3631,37,119,5403,1,2294,1124,404,1661,822,229
3632,37,119,5403,2,1758,1150,306,1225,800,191
3633,37,119,5404,1,2707,2217,226,1943,1584,145
3634,37,119,5404,2,2220,1452,290,1536,983,150
3635,37,119,5508,1,2319,509,124,1666,364,83
3636,37,119,5508,2,1871,557,140,1284,358,89
3637,37,119,5509,1,1329,563,95,935,379,56
3638,37,119,5509,2,1632,822,97,1177,557,71
3639,37,119,5509,3,2515,949,403,1739,645,232
3640,37,119,5510,1,1899,639,766,1254,407,441
3641,37,119,5510,2,3308,2270,476,2290,1501,295
3642,37,119,5511,1,984,505,65,732,340,34
3643,37,119,5511,2,1222,560,90,989,435,70
3644,37,119,5511,3,1430,562,109,1252,469,77
3645,37,119,5512,1,800,538,60,601,396,40
3646,37,119,5512,2,1345,778,203,905,518,112
3647,37,119,5512,3,2530,1558,250,1827,1091,169
3648,37,119,5513,1,1489,762,68,1046,519,44
3649,37,119,5513,2,1514,436,95,1126,311,64
3650,37,119,5513,3,935,225,25,672,162,21
3651,37,119,5514,1,1845,708,121,1442,524,86
3652,37,119,5514,2,2047,818,122,1539,579,78
3653,37,119,5514,3,2619,695,149,2067,547,104
3654,37,119,5515,1,2482,600,163,1801,422,91
3655,37,119,5516,1,1762,288,65,1206,192,37
3656,37,119,5517,1,2948,791,151,2173,574,108
3657,37,119,5517,2,1334,193,54,913,135,33
3658,37,119,5518,1,2920,885,191,2126,639,115
3659,37,119,5518,2,1662,670,124,1192,453,74
3660,37,119,5519,1,2597,687,139,1689,449,84
3661,37,119,5519,2,2120,674,198,1550,462,111
3662,37,119,5520,1,3753,1418,215,2552,955,135
3663,37,119,5520,2,742,394,61,548,286,40
3664,37,119,5521,1,551,245,20,470,187,15
3665,37,119,5521,2,2050,863,189,1753,680,135
3666,37,119,5521,3,3350,1515,258,2533,1064,176
3667,37,119,5522,1,1126,637,93,788,440,52
3668,37,119,5522,2,2543,1028,206,1999,778,147
3669,37,119,5522,3,971,374,44,802,290,36
3670,37,119,5523,1,495,185,34,439,163,25
3671,37,119,5523,2,2587,856,197,2304,717,150
3672,37,119,5523,3,1638,422,60,1482,344,47
3673,37,119,5524,1,725,160,29,611,127,24
3674,37,119,5524,2,1259,385,89,1015,290,68
3675,37,119,5524,3,2431,1529,300,1732,1060,186
3676,37,119,5524,4,1895,1317,150,1355,917,89
3677,37,119,5524,5,725,340,83,567,255,62
3678,37,119,5524,6,1043,502,104,824,384,64
3679,37,119,5604,1,1653,410,99,1517,343,82
3680,37,119,5604,2,797,168,41,794,167,39
3681,37,119,5604,3,2011,487,109,2007,485,109
3682,37,119,5605,1,2138,1185,244,1584,820,161
3683,37,119,5605,2,1467,521,147,1283,420,111
3684,37,119,5605,3,2360,828,298,1983,592,224
3685,37,119,5609,1,3334,796,549,2904,653,357
3686,37,119,5610,1,1156,477,79,918,363,56
3687,37,119,5610,2,2238,990,302,1655,693,195
3688,37,119,5611,1,2383,1064,293,1707,725,179
3689,37,119,5612,1,2541,1233,359,1867,855,235
3690,37,119,5612,2,1910,928,262,1347,640,170
3691,37,119,5613,1,1820,928,244,1342,650,163
3692,37,119,5614,1,1657,873,232,1160,567,156
3693,37,119,5614,2,3225,1920,304,2241,1312,193
3694,37,119,5614,3,1757,844,148,1335,589,104
3695,37,119,5615,1,1248,519,165,911,341,109
3696,37,119,5616,1,1761,693,523,1227,434,325
3697,37,119,5617,1,1826,954,287,1344,700,188
3698,37,119,5617,2,105,7,29,83,5,20
3699,37,119,5618,1,1635,363,109,1231,276,67
3700,37,119,5618,2,1521,988,189,975,613,127
3701,37,119,5619,1,2296,1176,319,1562,775,193
3702,37,119,5619,2,1660,609,179,1170,394,108
3703,37,119,5620,1,2394,1229,492,1634,804,309
3704,37,119,5620,2,2096,565,552,1489,380,310
3705,37,119,5620,3,2414,1269,346,1629,808,214
3706,37,119,5621,1,2980,946,216,2104,661,132
3707,37,119,5621,2,621,335,83,420,219,54
3708,37,119,5621,3,940,212,101,683,143,54
3709,37,119,5706,1,1778,272,269,1297,179,167
3710,37,119,5706,2,1478,145,265,1067,109,148
3711,37,119,5706,3,1678,279,237,1248,181,153
3712,37,119,5706,4,1703,214,48,1316,154,23
3713,37,119,5709,1,1506,123,117,1241,86,88
3714,37,119,5709,2,1982,253,231,1518,196,163
3715,37,119,5710,1,1930,518,451,1363,346,282
3716,37,119,5710,2,2055,901,401,1470,582,243
3717,37,119,5711,1,625,41,30,503,28,21
3718,37,119,5711,2,2051,171,68,1722,131,52
3719,37,119,5711,3,2975,229,187,2358,172,122
3720,37,119,5712,1,2089,146,156,1588,108,93
3721,37,119,5712,2,1547,98,60,1175,70,31
3722,37,119,5713,1,1627,110,101,1202,77,57
3723,37,119,5713,2,1996,94,88,1489,67,57
3724,37,119,5714,1,1847,143,56,1346,90,34
3725,37,119,5714,2,1746,131,75,1293,90,55
3726,37,119,5714,3,1158,49,17,850,32,11
3727,37,119,5715,1,2526,94,149,1910,70,92
3728,37,119,5716,1,1806,438,298,1314,302,199
3729,37,119,5716,2,2656,881,654,1821,561,396
3730,37,119,5717,1,1985,899,351,1528,679,240
3731,37,119,5717,2,1319,352,169,1005,261,111
3732,37,119,5717,3,2626,536,229,1843,373,139
3733,37,119,5811,1,2268,193,160,1799,151,113
3734,37,119,5811,2,1612,104,97,1283,79,67
3735,37,119,5812,1,2099,190,118,1622,163,83
3736,37,119,5812,2,2590,578,282,2054,428,190
3737,37,119,5812,3,1388,566,188,1133,458,134
3738,37,119,5815,1,2516,166,118,2015,125,81
3739,37,119,5815,2,694,66,76,560,54,46
3740,37,119,5816,1,3019,167,101,2267,119,54
3741,37,119,5816,2,853,108,65,669,80,45
3742,37,119,5817,1,1172,35,54,947,22,33
3743,37,119,5817,2,2829,115,108,2052,86,72
3744,37,119,5823,1,964,22,26,607,18,15
3745,37,119,5823,2,1586,104,85,1125,75,59
3746,37,119,5823,3,2372,178,188,1590,109,120
3747,37,119,5823,4,2951,265,209,2018,167,143
3748,37,119,5824,1,2817,1133,1245,1931,731,843
3749,37,119,5825,1,2460,730,492,1927,493,318
3750,37,119,5825,2,1863,272,241,1524,211,167
3751,37,119,5826,1,704,97,222,516,67,147
3752,37,119,5826,2,2135,321,371,1669,232,260
3753,37,119,5827,1,2366,1168,337,1879,882,235
3754,37,119,5828,1,2184,62,48,1577,55,33
3755,37,119,5828,2,453,5,3,311,2,2
3756,37,119,5828,3,1089,95,73,968,73,53
3757,37,119,5829,1,1116,262,192,926,199,133
3758,37,119,5829,2,1440,344,431,1158,255,311
3759,37,119,5830,1,1442,163,122,1174,120,94
3760,37,119,5830,2,2224,154,356,1672,112,230
3761,37,119,5831,1,2226,304,231,1742,206,162
3762,37,119,5831,2,1937,231,222,1669,181,164
3763,37,119,5831,3,317,35,29,292,28,23
3764,37,119,5832,1,2810,134,104,1907,99,63
3765,37,119,5833,1,1046,25,34,750,19,25
3766,37,119,5833,2,2478,60,35,1781,48,26
3767,37,119,5833,3,1118,27,28,1067,22,26
3768,37,119,5834,1,2730,352,150,1929,239,92
3769,37,119,5834,2,1282,151,58,954,103,46
3770,37,119,5835,1,2632,108,85,1902,78,58
3771,37,119,5836,1,2341,227,419,1708,146,278
3772,37,119,5836,2,1672,218,142,1181,135,93
3773,37,119,5837,1,1894,236,170,1462,182,112
3774,37,119,5837,2,1494,153,113,1097,114,74
3775,37,119,5837,3,959,81,69,711,54,47
3776,37,119,5837,4,1880,171,61,1420,124,45
3777,37,119,5838,1,1972,241,181,1312,156,108
3778,37,119,5838,2,1639,201,112,1125,134,66
3779,37,119,5838,3,2843,416,291,2028,271,177
3780,37,119,5839,1,2381,246,122,1872,194,91
3781,37,119,5840,1,2061,125,94,1504,83,69
3782,37,119,5841,1,2536,147,107,1719,108,67
3783,37,119,5841,2,956,194,124,693,126,79
3784,37,119,5841,3,2702,234,85,1998,157,62
3785,37,119,5842,1,1594,107,145,1291,87,98
3786,37,119,5842,2,1381,74,110,1041,47,75
3787,37,119,5842,3,2961,181,165,2139,136,108
3788,37,119,5843,1,1722,117,85,1139,70,60
3789,37,119,5843,2,1332,73,102,1009,53,64
3790,37,119,5844,1,3227,230,206,2044,153,126
3791,37,119,5844,2,3312,223,142,2348,161,89
3792,37,119,5845,1,942,38,36,700,29,30
3793,37,119,5845,2,2538,248,195,1701,163,116
3794,37,119,5846,1,1694,57,58,1179,38,39
3795,37,119,5846,2,2335,105,68,1532,71,37
3796,37,119,5847,1,1194,15,30,889,13,20
3797,37,119,5847,2,2146,131,67,1566,97,45
3798,37,119,5847,3,643,57,54,530,43,41
3799,37,119,5848,1,2443,113,101,1607,84,57
3800,37,119,5848,2,1789,63,53,1208,49,32
3801,37,119,5848,3,998,47,28,689,33,22
3802,37,119,5906,1,1657,340,195,1312,234,117
3803,37,119,5906,2,698,35,133,548,24,79
3804,37,119,5906,3,1495,114,557,1025,88,297
3805,37,119,5906,4,628,93,56,473,73,33
3806,37,119,5907,1,2617,612,333,1860,408,213
3807,37,119,5907,2,1612,468,354,1183,306,229
3808,37,119,5908,1,1535,96,43,1269,78,28
3809,37,119,5909,1,4044,1162,552,2835,779,380
3810,37,119,5909,2,2274,945,437,1643,644,308
3811,37,119,5910,1,4224,1410,965,2977,949,617
3812,37,119,5911,1,2182,209,75,1621,135,47
3813,37,119,5911,2,1935,525,159,1401,340,102
3814,37,119,5912,1,1584,405,336,1161,288,203
3815,37,119,5912,2,3232,1359,670,2487,1006,456
3816,37,119,5913,1,1634,632,398,1145,416,254
3817,37,119,5913,2,2989,778,847,2243,593,554
3818,37,119,5913,3,1597,502,281,1220,391,180
3819,37,119,5914,1,1768,505,287,1222,343,171
3820,37,119,5914,2,1128,300,131,812,213,88
3821,37,119,5914,3,2667,783,395,1979,562,255
3822,37,119,5915,1,1495,614,100,1309,495,82
3823,37,119,5916,1,1236,648,261,924,479,173
3824,37,119,5916,2,1035,789,188,755,588,123
3825,37,119,5917,1,3551,848,588,2705,635,369
3826,37,119,5917,2,1679,474,206,1301,368,142
3827,37,119,5918,1,3435,813,633,2469,553,416
3828,37,119,6005,1,2854,994,321,2050,658,187
3829,37,119,6006,1,2813,1320,305,2067,922,184
3830,37,119,6006,2,1787,882,253,1321,628,161
3831,37,119,6006,3,1311,301,156,971,211,92
3832,37,119,6007,1,2958,1858,262,1948,1163,156
3833,37,119,6007,2,1848,410,113,1339,272,79
3834,37,119,6007,3,1837,349,60,1291,246,34
3835,37,119,6008,1,1595,445,96,1198,289,62
3836,37,119,6008,2,2040,944,160,1453,639,95
3837,37,119,6009,1,1389,552,77,1023,343,46
3838,37,119,6009,2,1368,637,78,1014,436,49
3839,37,119,6010,1,1694,486,69,1334,335,45
3840,37,119,6010,2,1988,1178,174,1314,720,99
3841,37,119,6010,3,1839,970,532,1144,603,280
3842,37,119,6010,4,915,580,76,628,379,44
3843,37,119,6103,1,2147,561,65,1477,356,42
3844,37,119,6103,2,1671,513,116,1265,358,73
3845,37,119,6104,1,872,226,52,661,150,33
3846,37,119,6104,2,1280,500,58,922,314,30
3847,37,119,6104,3,3630,2294,293,2444,1445,163
3848,37,119,6104,4,2405,1097,179,1733,735,101
3849,37,119,6105,1,2673,977,246,1954,669,152
3850,37,119,6106,1,2273,811,159,1642,553,93
3851,37,119,6106,2,1278,503,75,959,353,46
3852,37,119,6107,1,2707,1404,443,1919,971,280
3853,37,119,6107,2,1617,562,143,1432,481,102
3854,37,119,6108,1,2380,1516,208,1638,998,123
3855,37,119,6108,2,1961,1292,292,1294,841,170
3856,37,119,6109,1,3514,2811,351,2684,2137,239
3857,37,119,6203,1,1140,39,17,884,33,8
3858,37,119,6203,2,2173,64,66,1800,54,44
3859,37,119,6203,3,1770,36,56,1380,31,37
3860,37,119,6204,1,2014,85,41,1572,68,28
3861,37,119,6204,2,1479,23,30,1241,22,19
3862,37,119,6204,3,2484,54,33,1783,36,21
3863,37,119,6204,4,1290,40,26,1169,35,20
3864,37,119,6208,1,2476,122,173,1995,91,120
3865,37,119,6209,1,464,26,17,427,22,15
3866,37,119,6209,2,1500,150,65,1291,111,54
3867,37,119,6209,3,1862,124,98,1488,101,70
3868,37,119,6210,1,2485,111,113,1856,79,71
3869,37,119,6210,2,1193,161,46,826,110,26
3870,37,119,6211,1,3100,202,178,2061,155,132
3871,37,119,6211,2,3025,118,106,1941,82,56
3872,37,119,6212,1,1904,209,139,1322,134,86
3873,37,119,6212,2,1279,227,85,1085,180,58
3874,37,119,6213,1,3414,398,156,2313,269,97
3875,37,119,6213,2,2139,229,139,1551,153,84
3876,37,119,6214,1,1271,140,65,914,93,42
3877,37,119,6214,2,2796,168,128,1978,113,76
3878,37,119,6215,1,1878,141,439,1410,107,263
3879,37,119,6215,2,2349,420,220,1694,296,132
3880,37,119,6302,1,2124,388,191,1656,309,121
3881,37,119,6302,2,1379,128,73,1093,98,53
3882,37,119,6302,3,2447,386,115,1688,254,66
3883,37,119,6303,1,2149,393,485,1633,236,353
3884,37,119,6303,2,3172,195,112,2147,132,75
3885,37,119,6304,1,604,13,10,456,9,8
3886,37,119,6304,2,3581,176,134,2288,125,85
3887,37,119,6304,3,1860,107,380,1335,78,221
3888,37,119,6403,1,1879,388,155,1543,320,104
3889,37,119,6403,2,1665,118,73,1607,118,73
3890,37,119,6403,3,1775,20,40,1342,11,21
3891,37,119,6404,1,1750,11,34,1205,9,15
3892,37,119,6404,2,3202,87,161,2057,53,95
3893,37,119,6405,1,2469,243,114,1945,180,84
3894,37,119,6405,2,612,30,15,465,20,12
3895,37,119,6406,1,1865,337,379,1423,249,253
3896,37,119,6406,2,1092,53,50,759,41,37
