56,1,962600,455,0,8,357,0,8
56,1,962700,1495,0,149,1014,0,79
56,1,962800,2211,5,171,1504,5,110
56,1,962900,1598,12,406,1226,12,282
56,1,963000,2103,21,277,1543,8,176
56,1,963100,5186,10,149,3793,10,123
56,1,963200,1014,0,17,854,0,17
56,1,963300,1754,58,27,1389,33,14
56,1,963400,3650,21,187,3144,21,137
56,1,963500,2037,25,45,2037,25,45
56,1,963600,4852,25,290,3942,25,191
56,1,963700,2475,9,170,1941,9,116
56,1,963800,955,5,67,657,0,41
56,1,963900,1012,0,0,756,0,0
56,3,992600,2373,0,68,1776,0,39
56,3,992700,3331,0,152,2376,0,75
56,3,992800,4821,0,313,3196,0,172
56,5,952100,1545,0,61,1038,0,41
56,5,952200,2778,12,80,1737,6,48
56,5,952300,3991,0,53,2463,0,31
56,5,952400,3850,3,80,2864,3,38
56,5,952500,6463,0,228,4071,0,117
56,5,952600,2825,0,104,1935,0,47
56,5,952700,4791,0,122,2944,0,43
56,5,952800,1435,0,33,919,0,14
56,5,952998,1692,3,35,994,3,27
56,5,953098,0,0,0,0,0,0
56,7,967600,2075,34,218,1639,34,173
56,7,967700,4154,27,785,2712,9,466
56,7,967800,4771,24,1059,3439,24,693
56,7,967900,1160,0,28,860,0,25
56,7,968000,2302,4,76,1599,4,33
56,7,968100,1877,2,109,1295,2,62
56,7,968200,118,0,0,98,0,0
56,7,968300,202,0,37,140,0,18
56,9,956100,193,0,51,144,0,29
56,9,956200,154,0,0,111,0,0
56,9,956300,1072,0,50,736,0,35
56,9,956400,4099,5,164,2917,5,105
56,9,956500,2063,0,95,1182,0,36
56,9,956600,1152,0,32,758,0,28
56,9,956700,2395,0,62,1575,0,27
56,9,956898,0,0,0,0,0,0
56,11,950100,1288,0,2,867,0,2
56,11,950200,1969,0,6,1302,0,4
56,11,950300,2037,0,8,1445,0,4
56,13,982500,689,0,28,515,0,12
56,13,982600,210,0,8,140,0,3
56,13,982700,3552,0,121,2567,0,60
56,13,982800,4351,0,46,3079,0,23
56,13,982900,1691,0,17,1194,0,8
56,13,983000,1448,2,6,1102,2,4
56,13,983100,4057,0,34,2742,0,28
56,13,983200,5658,6,197,3498,6,106
56,13,983300,4637,9,231,3030,9,81
56,13,983400,2574,0,246,1971,0,159
56,13,983500,4795,0,239,3233,0,121
56,15,957600,407,0,0,283,0,0
56,15,957700,1396,11,35,1006,2,20
56,15,957800,3703,11,569,2686,11,334
56,15,957900,4148,0,124,2970,0,83
56,15,958000,1507,0,285,1090,0,157
56,15,958100,1212,0,65,866,0,37
56,17,987600,513,9,14,418,9,10
56,17,987700,1160,0,24,806,0,10
56,17,987800,3136,0,41,2334,0,23
56,19,955100,910,0,32,603,0,22
56,19,955200,4410,0,70,3306,0,36
56,19,955300,301,0,0,217,0,0
56,19,955400,524,0,9,409,0,9
56,21,100,1359,134,265,1162,114,213
56,21,200,3715,177,1630,2586,97,1043
56,21,300,2831,185,780,1819,133,424
56,21,400,7583,62,716,5180,48,408
56,21,500,5486,162,542,3737,84,303
56,21,600,5750,85,475,4716,66,370
56,21,700,3000,85,176,2434,57,146
56,21,800,2078,11,199,1657,5,129
56,21,900,3005,42,141,2477,26,108
56,21,1000,3465,218,493,2638,172,342
56,21,1100,3832,468,180,2514,312,142
56,21,1200,4077,51,153,3036,43,100
56,21,1300,6004,147,317,4433,67,213
56,21,1400,5569,166,366,3817,89,201
56,21,1500,7405,186,514,5111,104,285
56,21,1600,2086,0,46,1578,0,46
56,21,1700,3160,0,51,2202,0,29
56,21,1800,2737,0,105,1966,0,66
56,23,978000,2452,0,30,1542,0,20
56,23,978100,4407,2,46,2567,0,32
56,23,978200,875,0,19,550,0,11
56,23,978300,859,3,28,526,3,14
56,23,978400,4032,7,93,2621,5,63
56,25,100,950,48,30,844,35,24
56,25,200,2100,130,376,1485,98,199
56,25,300,3853,0,183,2978,0,134
56,25,400,4150,23,156,3014,0,104
56,25,500,7094,18,188,4966,18,112
56,25,600,6478,99,231,4405,50,142
56,25,700,2495,0,94,1808,0,47
56,25,800,3483,0,121,2683,0,72
56,25,900,8106,6,189,5772,6,80
56,25,1000,4551,11,160,3086,11,84
56,25,1100,2043,0,53,1597,0,48
56,25,1200,1696,0,65,1170,0,42
56,25,1301,144,0,5,110,0,0
56,25,1302,153,0,5,134,0,3
56,25,1401,1036,9,49,679,7,23
56,25,1402,2248,4,65,1440,4,34
56,25,1500,4135,0,38,2741,0,6
56,25,1601,5401,9,127,3538,5,69
56,25,1602,1110,0,12,816,0,7
56,27,957100,1026,2,38,744,2,19
56,27,957200,1473,8,17,1150,8,17
56,29,995100,3843,11,215,2655,11,123
56,29,995200,5492,25,345,4152,0,234
56,29,995300,4157,6,9,2921,6,9
56,29,995400,4502,0,14,3279,0,14
56,29,995500,4181,0,41,3061,0,0
56,29,995697,88,0,0,63,0,0
56,29,995698,915,0,17,605,0,12
56,31,959100,1520,3,138,1119,1,75
56,31,959200,496,0,9,380,0,7
56,31,959300,1266,0,27,840,0,9
56,31,959400,4863,0,242,3469,0,135
56,33,953198,1307,0,2,911,0,2
56,33,953200,3411,0,9,2513,0,9
56,33,953300,4150,18,116,2911,18,76
56,33,953400,3665,8,136,2700,8,67
56,33,953500,3413,5,130,2587,5,59
56,33,953600,5426,16,125,4078,6,78
56,33,953700,2190,0,41,1496,0,14
56,35,980100,2983,0,20,2231,0,10
56,35,980200,1860,0,24,1235,0,12
56,37,970100,235,0,15,155,0,11
56,37,970200,796,2,65,476,2,27
56,37,970300,145,0,0,80,0,0
56,37,970400,300,0,44,213,0,28
56,37,970500,2449,30,451,1864,25,302
56,37,970600,7526,55,884,4466,45,446
56,37,970700,3515,13,287,2224,7,184
56,37,970800,5325,111,454,3702,70,264
56,37,970900,9452,41,587,5893,28,366
56,37,971000,2121,0,303,1495,0,183
56,37,971100,3469,7,134,2626,7,75
56,37,971200,2669,0,234,1885,0,135
56,37,971300,139,0,0,120,0,0
56,37,971400,518,0,45,297,0,23
56,37,971500,164,0,0,132,0,0
56,39,997600,2708,19,0,1945,0,0
56,39,997700,4251,0,70,3227,0,34
56,39,997800,4213,0,40,3234,0,34
56,41,975100,473,0,0,296,0,0
56,41,975200,5635,4,184,3330,0,70
56,41,975300,6605,0,317,3818,0,163
56,41,975400,5992,0,300,3922,0,160
56,43,990100,686,0,36,537,0,9
56,43,990200,1423,0,123,936,0,71
56,43,990300,6279,0,631,4439,0,445
56,45,951100,1491,0,13,1027,0,13
56,45,951200,1364,0,6,918,0,4
56,45,951300,3663,5,11,2661,5,11
