8,89,18572
8,91,4580
8,93,16189
8,95,4371
8,97,17420
8,99,12235
8,101,161519
8,103,6712
8,105,11745
8,107,23606
8,109,6238
8,111,606
8,113,7676
8,115,2365
8,117,28940
8,119,23340
8,121,4795
8,123,270948
8,125,10185
9,1,939983
9,3,896943
9,5,186304
9,7,165165
9,9,862224
9,11,273185
9,13,151948
9,15,117470
10,1,169509
10,3,549643
10,5,207302
11,1,647484
12,1,254218
12,3,27135
12,5,175353
12,7,27223
12,9,553591
12,11,1843152
12,13,14615
12,15,165783
12,17,139654
12,19,197417
12,21,341091
12,23,67806
12,27,34957
12,29,16091
12,31,890673
12,33,306327
12,35,100783
12,37,11628
12,39,46424
12,41,16992
12,43,13272
12,45,15785
12,47,14395
12,49,27468
12,51,38363
12,53,174809
12,55,98328
12,57,1302884
12,59,19635
12,61,142866
12,63,48900
12,65,14198
12,67,8801
12,69,310561
12,71,663675
12,73,282940
12,75,39821
12,77,8295
12,79,18729
12,81,343729
12,83,336811
12,85,151586
12,86,2639042
12,87,75901
12,89,75880
12,91,192237
12,93,39255
12,95,1229039
12,97,300870
12,99,1378806
12,101,479288
12,103,931477
12,105,626676
12,107,72696
12,109,210495
12,111,288006
12,113,161021
12,115,392038
12,117,437346
12,119,108501
12,121,43595
12,123,22685
12,125,15191
12,127,503719
12,129,31128
12,131,59487
12,133,24629
13,1,18417
13,3,8294
13,5,11222
13,7,3292
13,9,45795
13,11,18336
13,13,72012
13,15,101336
13,17,17477
13,19,19019
13,21,154816
13,23,12746
13,25,18452
13,27,15637
13,29,33151
13,31,72386
13,33,23007
13,35,23445
13,37,6489
13,39,51445
13,43,11031
13,45,112595
13,47,65375
13,49,13130
13,51,279290
13,53,11914
13,55,25241
13,57,225944
13,59,120905
13,61,3104
13,63,267234
13,65,6791
13,67,719133
13,69,43003
13,71,46024
13,73,136204
13,75,17033
13,77,133416
13,79,12539
13,81,23314
13,83,16445
13,85,22673
13,87,27378
13,89,716331
13,91,21180
13,93,14293
13,95,93310
13,97,136520
13,99,10579
13,101,4048
13,103,54630
13,105,19537
13,107,22731
13,109,10814
13,111,23742
13,113,108655
13,115,96169
13,117,196236
13,119,22110
13,121,983903
13,123,28673
13,125,3087
13,127,81743
13,129,55889
13,131,25243
13,133,16331
13,135,859234
13,137,43527
13,139,187916
13,141,8881
13,143,28565
13,145,32776
13,147,25498
13,149,11617
13,151,211512
13,153,147570
13,155,9408
13,157,61420
13,159,13593
13,161,14990
13,163,16374
13,165,8922
13,167,9794
13,169,28738
13,171,18114
13,173,10403
13,175,47886
13,177,28946
13,179,64427
13,181,7720
13,183,16588
13,185,113203
13,187,30921
13,189,21582
13,191,14007
13,193,14045
13,195,28232
13,197,8739
13,199,21297
13,201,5936
13,205,22982
13,207,26915
13,209,8968
13,211,17900
13,213,39401
13,215,200285
13,217,102645
13,219,34400
13,221,14688
13,223,147400
13,225,27086
13,227,29740
13,229,18934
13,231,17812
13,233,41215
13,235,11590
13,237,21247
13,239,2326
13,241,16266
13,243,7315
13,245,201291
13,247,86901
13,249,5074
13,251,14206
13,253,8769
13,255,63873
13,257,25620
13,259,5868
13,261,31429
13,263,6490
13,265,1721
13,267,25302
13,269,8401
13,271,16416
13,273,9213
13,275,44824
13,277,40787
13,279,27210
13,281,10800
13,283,6762
13,285,68867
13,287,8338
13,289,8509
13,291,21725
13,293,26528
13,295,68285
13,297,86201
13,299,35723
13,301,5561
13,303,20785
13,305,30046
13,307,2720
13,309,7956
13,311,27791
13,313,103456
13,315,8972
13,317,9991
13,319,9386
13,321,21156
15,1,191482
15,3,984178
15,5,85
15,7,69691
15,9,160863
16,1,417501
16,3,3880
16,5,83604
16,7,5939
16,9,9088
16,11,45407
16,13,21309
16,15,6885
16,17,41066
16,19,107788
16,21,10961
16,23,2653
16,25,1052
16,27,198921
16,29,6808
16,31,23369
16,33,901
16,35,8560
16,37,4234
16,39,26175
16,41,12914
16,43,12945
16,45,16731
16,47,15233
16,49,16312
16,51,26792
16,53,22653
16,55,145046
16,57,38339
16,59,7790
16,61,3812
16,63,5260
16,65,37916
16,67,20279
16,69,39779
16,71,4245
16,73,11364
16,75,22700
16,77,7731
16,79,12571
16,81,10285
16,83,80004
16,85,9720
16,87,10025
17,1,67081
17,3,7364
17,5,17313
17,7,53851
17,9,6859
17,11,34115
17,13,4999
17,15,14926
17,17,13254
17,19,205766
17,21,34200
17,23,16159
17,25,13582
17,27,37929
17,29,53037
17,31,5236393
17,33,19541
17,35,10943
17,37,104345
17,39,16388
17,41,19826
17,43,930412
17,45,17992
17,47,6649
17,49,34332
17,51,22136
17,53,13835
17,55,39694
17,57,36323
17,59,5385
17,61,13502
17,63,50277
17,65,8322
17,67,18738
17,69,4228
17,71,7042
17,73,49883
17,75,29053
17,77,59534
17,79,9635
17,81,38578
17,83,22625
17,85,22397
17,87,12829
17,89,524886
17,91,112221
17,93,120036
17,95,52112
17,97,702898
17,99,112579
17,101,16665
17,103,35027
17,105,37689
17,107,29956
17,109,32009
17,111,307357
17,113,173114
17,115,109193
17,117,46844
17,119,267356
17,121,38665
17,123,12173
17,125,14126
17,127,15016
17,129,12611
17,131,16107
17,133,33539
17,135,29348
17,137,35129
17,139,14927
17,141,52397
17,143,187112
17,145,21810
17,147,16495
17,149,16144
17,151,4331
17,153,5871
17,155,5822
17,157,33069
17,159,16127
17,161,147161
17,163,267029
17,165,24783
17,167,199016
17,169,7311
17,171,5198
17,173,22115
17,175,5859
17,177,46625
17,179,135697
17,181,17551
17,183,80368
17,185,11652
17,187,17701
17,189,14457
17,191,16555
17,193,14464
17,195,57525
17,197,683995
17,199,67121
17,201,290439
17,203,39106
18,1,34642
18,3,363453
18,5,79488
18,7,8752
18,9,12476
18,11,60511
18,13,15011
18,15,20014
18,17,38476
18,19,113181
18,21,26686
18,23,32835
18,25,10591
18,27,32411
18,29,49679
18,31,26240
18,33,42449
18,35,117335
18,37,42291
18,39,200685
18,41,23773
18,43,75900
18,45,16888
18,47,22935
18,49,20527
18,51,33668
18,53,68896
18,55,32815
18,57,296635
18,59,71328
18,61,39230
18,63,153435
18,65,49146
18,67,82765
18,69,36863
18,71,43471
18,73,33448
18,75,21255
18,77,32453
18,79,28113
18,81,145645
18,83,38062
18,85,77983
18,87,38084
18,89,491596
18,91,111280
18,93,45814
18,95,130280
18,97,926335
18,99,46962
18,101,10262
18,103,36211
18,105,142404
18,107,38172
18,109,69403
18,111,14057
18,113,47546
18,115,6033
18,117,19725
18,119,21192
18,121,17107
18,123,19414
18,125,12687
18,127,166570
18,129,25567
18,131,13047
18,133,37650
18,135,25596
18,137,28612
18,139,16991
18,141,267246
18,143,23783
18,145,44441
18,147,20856
18,149,23117
18,151,34267
18,153,21111
18,155,10500
18,157,180952
18,159,15573
18,161,7299
18,163,181305
18,165,15860
18,167,108268
18,169,32358
18,171,8367
18,173,60995
18,175,27930
18,177,67866
18,179,27796
18,181,24388
18,183,33330
19,1,7426
19,3,3892
19,5,14060
19,7,12669
19,9,5869
19,11,25803
19,13,132496
19,15,26401
19,17,24539
19,19,20998
19,21,20507
19,23,14966
19,25,9914
19,27,20629
19,29,13590
19,31,18375
19,33,43481
19,35,11853
19,37,12244
19,39,9280
19,41,16537
19,43,17806
19,45,48365
19,47,17252
19,49,74892
19,51,8742
19,53,8249
19,55,17507
19,57,40208
19,59,16967
19,61,95906
19,63,9917
19,65,20589
19,67,16050
19,69,10489
19,71,7106
19,73,9174
19,75,12407
19,77,10740
19,79,15297
19,81,11092
19,83,17393
19,85,14467
19,87,20080
19,89,9494
19,91,9674
19,93,7071
19,95,16344
19,97,19572
19,99,36726
19,101,17318
19,103,139436
19,105,20560
19,107,10291
19,109,15280
19,111,35369
19,113,216640
19,115,11271
19,117,8731
19,119,11723
19,121,15644
19,123,22396
19,125,33248
19,127,40962
19,129,14862
19,131,10762
19,133,9088
19,135,8002
19,137,10465
19,139,42913
19,141,14092
19,143,6211
19,145,15660
19,147,9208
19,149,24853
19,151,7127
19,153,452369
19,155,93213
19,157,18705
19,159,5061
19,161,10101
19,163,169994
19,165,11992
19,167,34509
19,169,93586
19,171,17479
19,173,6213
19,175,12575
19,177,7432
19,179,35315
19,181,47542
19,183,22017
19,185,6384
19,187,37295
19,189,10614
19,191,20884
19,193,102530
19,195,7563
19,197,12936
20,1,13081
20,3,7896
20,5,16633
20,7,4770
20,9,27399
20,11,14812
20,13,9880
20,15,66092
20,17,2722
20,19,3520
20,21,20952
20,23,2682
20,25,2145
20,27,8421
20,29,9339
20,31,8458
20,33,2010
20,35,36079
20,37,39304
20,39,2905
20,41,19516
20,43,7859
20,45,114967
20,47,2991
20,49,2683
20,51,28993
20,53,6410
20,55,37133
20,57,34714
20,59,25753
20,61,36787
20,63,2735
20,65,2593
20,67,7816
20,69,6065
20,71,1224
20,73,6393
20,75,2586
20,77,5861
20,79,34835
20,81,4130
20,83,1939
20,85,13400
20,87,18898
20,89,3038
20,91,566814
20,93,3952
20,95,7790
20,97,2536
20,99,21048
20,101,1674
20,103,78227
20,105,3154
20,107,9528
20,109,2793
20,111,33462
20,113,29252
20,115,12290
20,117,10005
20,119,4383
20,121,32688
20,123,6296
20,125,34184
20,127,5750
20,129,3106
20,131,10159
20,133,16423
20,135,3077
20,137,5590
20,139,16080
20,141,3782
20,143,6048
20,145,6911
20,147,5501
20,149,22625
20,151,9739
20,153,2545
20,155,64058
20,157,4806
20,159,10014
20,161,75022
20,163,5186
20,165,3184
20,167,6988
20,169,55735
20,171,4928
20,173,506529
20,175,23274
20,177,178792
20,179,2531
20,181,6054
20,183,3740
20,185,4320
20,187,2149
20,189,5772
20,191,23638
20,193,7925
20,195,2951
20,197,6997
20,199,1595
20,201,5686
20,203,2204
20,205,9061
20,207,3211
20,209,160806
21,1,18852
21,3,20355
21,5,21761
21,7,8256
21,9,42925
21,11,11978
21,13,27950
21,15,124617
21,17,20013
21,19,48917
21,21,29388
21,23,8425
21,25,13591
21,27,20061
21,29,76961
21,31,12835
21,33,12826
21,35,38106
21,37,91475
21,39,4984
21,41,10830
21,43,27326
21,45,15954
21,47,74159
21,49,35657
21,51,21300
21,53,10188
21,55,9222
21,57,6807
21,59,98173
21,61,12105
21,63,7725
21,65,14476
21,67,308306
21,69,14544
21,71,38649
21,73,49778
21,75,6422
21,77,8567
21,79,16976
21,81,24670
21,83,37502
21,85,26001
21,87,11149
21,89,36477
21,91,8669
21,93,107529
21,95,28400
21,97,18648
21,99,18441
21,101,46396
21,103,15455
21,105,4720
21,107,46518
21,109,13357
21,111,755809
21,113,50328
21,115,23350
21,117,163007
21,119,16000
21,121,31809
21,123,14149
21,125,59751
21,127,15821
21,129,7119
21,131,10997
21,133,23671
21,135,13790
21,137,24498
21,139,9394
21,141,26851
21,143,8402
21,145,65408
21,147,18001
21,149,9500
21,151,85838
21,153,12979
21,155,19717
21,157,31181
21,159,12631
21,161,17296
21,163,29098
21,165,6343
21,167,21342
21,169,9985
21,171,10765
21,173,27167
21,175,13428
21,177,31309
21,179,44564
21,181,7075
21,183,24065
21,185,63037
21,187,10711
21,189,4616
21,191,14514
21,193,28041
21,195,63434
21,197,12447
21,199,63635
21,201,2208
21,203,16942
21,205,23608
21,207,17669
21,209,50178
21,211,44290
21,213,17704
21,215,17577
21,217,24993
21,219,12524
21,221,14250
21,223,8783
21,225,15138
21,227,118950
21,229,11910
21,231,20655
21,233,13357
21,235,35794
21,237,7261
21,239,25317
22,1,62163
22,3,25653
22,5,114738
22,7,23057
22,9,41389
22,11,36259
22,13,13977
22,15,123403
22,17,254742
22,19,195887
22,21,9990
22,23,6706
22,25,10247
22,27,16639
22,29,20449
22,31,26965
22,33,444690
22,35,7501
22,37,19855
22,39,33768
22,41,20550
22,43,22362
22,45,73938
22,47,33229
22,49,16109
22,51,435092
22,53,31434
22,55,231811
22,57,97474
22,59,14899
22,61,47349
22,63,133949
22,65,11873
22,67,27012
22,69,39330
22,71,376738
22,73,155769
22,75,23599
22,77,22498
22,79,132225
22,81,8838
22,83,20777
22,85,24248
22,87,42858
22,89,52639
22,91,10818
22,93,21650
22,95,44161
22,97,83613
22,99,53126
22,101,53441
22,103,242960
22,105,125486
22,107,4893
22,109,112742
22,111,22533
22,113,59110
22,115,52476
22,117,46556
22,119,40617
22,121,24669
22,123,11454
22,125,15415
22,127,14855
23,1,107393
23,3,70005
23,5,286119
23,7,30402
23,9,54658
23,11,121112
23,13,39723
23,15,34156
23,17,57421
23,19,153437
23,21,17156
23,23,35092
23,25,51577
23,27,38976
23,29,32191
23,31,199682
24,1,73549
24,3,555280
24,5,822959
24,9,90114
24,11,32661
24,13,167444
24,15,101960
24,17,152754
24,19,32534
24,21,241373
24,23,29813
24,25,248966
24,27,304115
24,29,19923
24,31,1017859
24,33,892816
24,35,48600
24,37,109614
24,39,25980
24,41,37799
24,43,149270
24,45,101182
24,47,51519
24,510,622454
25,1,214766
25,3,129288
25,5,552763
25,7,17048
25,9,763849
25,11,71144
25,13,468041
25,15,160759
25,17,1556116
25,19,10556
25,21,687721
25,23,503681
25,25,758919
25,27,810935
26,1,10550
26,3,9476
26,5,112837
26,7,29068
26,9,23267
26,11,15424
26,13,8690
26,15,59147
26,17,106698
26,19,17437
26,21,155565
26,23,43706
26,25,134790
26,27,51952
26,29,26134
26,31,25690
26,33,38586
26,35,30710
26,37,76905
26,39,13895
26,41,36712
26,43,26012
26,45,108341
26,47,33018
26,49,415874
26,51,25501
26,53,15824
26,55,89907
26,57,41878
26,59,46178
26,61,36660
26,63,32290
26,65,283491
26,67,64064
26,69,25401
26,71,11507
26,73,70669
26,75,159759
26,77,256752
26,79,17230
26,81,622590
26,83,2198
26,85,11426
26,87,88235
26,89,21772
26,91,98902
26,93,184591
26,95,6477
26,97,11044
26,99,854689
26,101,24536
26,103,67582
26,105,28711
26,107,43301
26,109,23717
26,111,83624
26,113,14988
26,115,150436
26,117,63004
26,119,9401
26,121,171483
26,123,48029
26,125,1229503
26,127,26229
26,129,21222
26,131,6298
26,133,23234
26,135,8444
26,137,24141
26,139,273136
26,141,13037
26,143,24068
26,145,196479
26,147,160429
26,149,61022
26,151,42014
26,153,8288
26,155,69113
26,157,54420
26,159,75351
26,161,354092
26,163,1778969
26,165,32751
27,1,15839
27,3,338764
27,5,33138
27,7,45434
27,9,39221
27,11,5134
27,13,65125
27,15,25391
27,17,35443
27,19,95715
27,21,28519
27,23,12154
27,25,53834
27,27,60879
27,29,8752
27,31,5194
27,33,11632
27,35,63048
27,37,408456
27,39,20290
27,41,36620
27,43,14230
27,45,20843
27,47,30897
27,49,46377
27,51,5961
27,53,1197776
27,55,18812
27,57,20574
27,59,38296
27,61,45354
27,63,10211
27,65,16003
27,67,42444
27,69,4480
27,71,13054
27,73,7023
27,75,10750
27,77,3949
27,79,27707
27,81,5808
27,83,25699
27,85,36046
27,87,5496
27,89,9453
27,91,20350
27,93,23129
27,95,25809
27,97,32962
27,99,39227
27,101,8529
27,103,33086
27,105,21687
27,107,6692
27,109,148736
27,111,57511
27,113,14110
27,115,29218
27,117,9354
27,119,31547
27,121,10948
27,123,527411
27,125,4061
27,127,15723
27,129,15171
27,131,64886
27,133,9563
27,135,15615
27,137,200506
27,139,137322
27,141,90401
27,143,15021
27,145,152595
27,147,36523
27,149,9771
27,151,9525
27,153,24466
27,155,3429
27,157,21381
27,159,13759
27,161,19076
27,163,246670
27,165,11054
27,167,6526
27,169,51213
27,171,128691
27,173,10092
28,1,31979
28,3,37319
28,5,12840
28,7,19175
28,9,8470
28,11,33803
28,13,14789
28,15,10338
28,17,17391
28,19,8354
28,21,9330
28,23,16362
28,25,20279
28,27,25254
28,29,28921
28,31,19471
28,33,168586
28,35,76267
28,37,7857
28,39,23104
28,41,14129
28,43,21591
28,45,45627
28,47,196268
28,49,245874
28,51,18772
28,53,8984
28,55,1291
28,57,23451
28,59,140676
28,61,16588
28,63,7586
28,65,11941
28,67,68276
28,69,10211
28,71,51169
28,73,58885
28,75,79832
28,77,12586
28,79,23153
28,81,85036
28,83,31516
28,85,34765
28,87,59699
28,89,100202
28,91,26109
28,93,36385
28,95,36175
28,97,10464
28,99,29553
28,101,21663
28,103,11143
28,105,49048
28,107,34373
28,109,55196
28,111,12187
28,113,40075
28,115,30517
28,117,25380
28,119,7761
28,121,146761
28,123,28293
28,125,4805
28,127,27401
28,129,16257
28,131,17978
28,133,27911
28,135,14959
28,137,28415
28,139,22054
28,141,19539
28,143,10477
28,145,27811
28,147,14978
28,149,48020
28,151,49499
28,153,20564
28,155,9999
28,157,9345
28,159,18697
28,161,12381
28,163,27911
29,1,25560
29,3,17328
29,5,5440
29,7,25783
29,9,35726
29,11,12166
29,13,16643
29,15,18854
29,17,12356
29,19,170770
29,21,89561
29,23,42951
29,25,9083
29,27,44566
29,29,43927
29,31,77606
29,33,9096
29,35,6284
29,37,100781
29,39,13892
29,41,7650
29,43,80904
29,45,6919
29,47,230361
29,49,20498
29,51,76533
29,53,17593
29,55,24660
29,57,7618
29,59,16564
29,61,8277
29,63,12782
29,65,15612
29,67,13516
29,69,31562
29,71,101828
29,73,14948
29,75,6785
29,77,283206
29,79,10256
29,81,8722
29,83,22034
29,85,9335
29,87,4615
29,89,10182
29,91,40326
29,93,10322
29,95,680905
29,97,117184
29,99,221577
29,101,54155
29,103,4035
29,105,35514
29,107,32916
29,109,38244
29,111,10172
29,113,53850
29,115,12401
29,117,15042
29,119,22763
29,121,15460
29,123,12401
29,125,9057
29,127,28840
29,129,3718
29,131,24956
29,133,14208
29,135,15801
29,137,8680
29,139,11939
29,141,20225
29,143,18411
29,145,58777
29,147,23186
29,149,10979
29,151,13758
29,153,9537
29,155,17837
29,157,19100
29,159,42215
29,161,45029
29,163,18517
29,165,93394
29,167,31107
29,169,53443
29,171,4895
29,173,10243
29,175,25135
29,177,23031
29,179,6578
29,181,13990
29,183,374805
29,185,9520
29,186,17990
29,187,66010
29,189,1001327
29,195,23334
29,197,4395
29,199,4873
29,201,39061
29,203,8317
29,205,6179
29,207,29837
29,209,31375
29,211,6512
29,213,53555
29,215,25735
29,217,20878
29,219,33043
29,221,25048
29,223,13397
29,225,36690
29,227,2082
29,229,18449
29,510,317850
30,1,9291
30,3,13141
30,5,6598
30,7,5692
30,9,10268
30,11,1227
30,13,82090
30,15,5855
30,17,11945
30,19,1758
30,21,9365
30,23,9211
30,25,3057
30,27,11468
30,29,93333
30,31,95323
30,33,1047
30,35,13672
30,37,756
30,39,3168
30,41,16523
30,43,11502
30,45,1997
30,47,29157
30,49,65357
30,51,2369
30,53,19337
30,55,1728
30,57,7767
30,59,1898
30,61,4238
30,63,111966
30,65,4790
30,67,15708
30,69,443
30,71,4167
30,73,6206
30,75,1703
30,77,6975
30,79,1372
30,81,40823
30,83,11132
30,85,11072
30,87,9352
30,89,11346
30,91,3630
30,93,34549
30,95,9288
30,97,3633
30,99,6074
30,101,5150
30,103,812
30,105,7577
30,107,2115
30,109,986
30,111,153692
31,1,31442
31,3,6486
31,5,448
31,7,820
31,9,551
31,11,5373
31,13,11310
31,15,2039
31,17,3078
31,19,47958
31,21,6647
31,23,8256
31,25,25360
31,27,8675
31,29,3897
31,31,5770
31,33,10077
31,35,6382
31,37,10522
31,39,9078
31,41,10802
31,43,20798
31,45,9136
31,47,24069
31,49,1946
31,51,5866
31,53,36725
31,55,537655
31,57,2015
31,59,5697
31,61,3105
31,63,2573
31,65,4887
31,67,21818
31,69,1823
31,71,1933
31,73,1976
31,75,769
31,77,2476
31,79,60792
31,81,9100
31,83,3458
31,85,1084
31,87,2879
31,89,10398
31,91,681
31,93,6347
31,95,7433
31,97,5167
31,99,6549
31,101,8146
31,103,711
31,105,3720
31,107,8556
31,109,298080
31,111,35896
31,113,851
31,115,548
31,117,433
31,119,35111
31,121,7776
31,123,4874
31,125,3639
31,127,7168
31,129,4391
31,131,15842
31,133,2726
31,135,2924
31,137,9216
31,139,7184
31,141,32642
31,143,5271
31,145,10946
31,147,8201
31,149,1401
31,151,14360
31,153,169192
31,155,20913
31,157,36684
31,159,16998
31,161,5294
31,163,3107
31,165,1249
31,167,6081
31,169,5182
31,171,675
31,173,6946
31,175,4254
31,177,20257
31,179,9425
31,181,3697
31,183,847
31,185,13825
32,1,24252
32,3,2035572
32,5,47259
32,7,51562
32,9,1141
32,11,1669
32,13,17067
32,15,5946
32,17,5194
32,19,51657
32,21,4566
32,23,42625
32,27,6722
32,29,3929
32,31,435019
32,33,9974
32,510,54482
33,1,60399
33,3,47513
33,5,76430
33,7,31870
33,9,89341
33,11,403972
33,13,147262
33,15,299006
33,17,125273
33,19,43135
34,1,275376
34,3,926330
34,5,450556
34,7,511998
34,9,95805
34,11,157035
34,13,791609
34,15,290298
34,17,662619
34,19,126250
34,21,370212
34,23,830300
34,25,629185
34,27,498192
34,29,583450
34,31,507574
34,33,65120
34,35,330604
34,37,145930
34,39,548744
34,41,107226
35,1,673943
35,3,3583
35,5,65811
35,6,27382
35,7,12997
35,9,50497
35,11,2020
35,13,213963
35,15,55641
35,17,29119
35,19,4526
35,21,565
35,23,4643
35,25,68149
35,27,19931
35,28,17939
35,29,24789
35,31,73998
35,33,4660
35,35,65318
35,37,8698
35,39,39949
35,41,19908
35,43,136638
35,45,125133
35,47,28668
35,49,147108
35,51,11615
35,53,17494
35,55,32943
35,57,15853
35,59,4339
35,61,76297
36,1,307463
36,3,48070
36,5,1428357
36,7,198093
36,9,78962
36,11,79173
36,13,132646
36,15,88267
36,17,49549
36,19,81685
36,21,62195
36,23,49043
36,25,46901
36,27,296928
36,29,921584
36,31,38912
36,33,51280
36,35,54606
36,37,59458
36,39,48312
36,41,4760
36,43,64034
36,45,118947
36,47,2595259
36,49,27124
36,51,64801
36,53,72427
36,55,749356
36,57,49779
36,59,1354612
36,61,1629507
36,63,214150
36,65,233558
36,67,468304
36,69,109192
36,71,375384
36,73,42204
36,75,121183
36,77,61399
36,79,99488
36,81,2301139
36,83,159900
36,85,472481
36,87,320688
36,89,112011
36,91,223774
36,93,154796
36,95,31913
36,97,18410
36,99,35144
36,101,98665
36,103,1501373
36,105,76330
36,107,50199
36,109,103855
36,111,181300
36,113,65180
36,115,62700
36,117,92416
36,119,967315
36,121,41446
36,123,25187
37,1,155258
37,3,37158
37,5,10911
37,7,26135
37,9,27114
37,11,17695
37,13,47561
37,15,20518
37,17,34720
37,19,115926
37,21,247336
37,23,89548
37,25,188375
37,27,81758
37,29,10161
37,31,68228
37,33,23174
37,35,154610
37,37,67431
37,39,27092
37,41,14656
37,43,10656
37,45,97178
37,47,57230
37,49,104450
37,51,324603
37,53,24492
37,55,34863
37,57,163867
37,59,41447
37,61,59453
37,63,288817
37,65,55280
37,67,361684
37,69,62296
37,71,209807
37,73,11724
37,75,8700
37,77,58109
37,79,21328
37,81,506763
37,83,53407
37,85,124320
37,87,59170
37,89,109719
37,91,24368
37,93,51075
37,95,5693
37,97,165066
37,99,40812
37,101,178396
37,103,10166
37,105,59418
37,107,58782
37,109,79578
37,111,44961
37,113,33919
37,115,21027
37,117,23729
37,119,990288
37,121,15330
37,123,27601
37,125,91743
37,127,94722
37,129,213091
37,131,21011
37,133,183753
37,135,138644
37,137,12982
37,139,40018
37,141,55166
37,143,13498
37,145,39262
37,147,173798
37,149,20327
37,151,142370
37,153,46046
37,155,134871
37,157,92300
37,159,138361
37,161,66865
37,163,63873
37,165,35932
37,167,60586
37,169,46661
37,171,73170
37,173,14163
37,175,32928
37,177,4152
37,179,213422
37,181,44829
37,183,976019
37,185,20468
37,187,12668
37,189,52240
37,191,124355
37,193,68946
37,195,81581
37,197,37971
37,199,17604
38,1,2341
38,3,11097
38,5,6794
38,7,969
38,9,6634
38,11,3221
38,13,2208
38,15,88223
38,17,162500
