1,100,185971,94198,31816,29514,18122
1,200,180906,100311,27448,31547,29807
1,301,124291,68124,11896,21096,30967
1,302,103490,53849,10648,16351,20987
1,400,123928,64370,23889,17959,7811
1,500,120874,62089,17718,18683,14396
1,600,153372,81631,26232,25909,16069
1,700,105095,54299,18097,19281,7766
1,800,143574,76527,26021,26236,11772
1,900,103766,54075,16991,19754,8965
1,1000,158632,82995,29973,26089,11303
1,1100,116648,60633,19015,20722,10896
1,1200,203530,111909,21776,33447,48034
1,1301,98344,51340,16470,20136,7677
1,1302,104308,58029,15545,17258,16804
1,1303,171522,91708,9921,21820,54702
1,1304,173847,92242,27263,34157,22214
1,1305,111005,59838,17471,21139,14521
1,1400,120183,62089,21956,21026,7961
1,1500,107220,57251,18695,18113,14062
1,1600,113094,51077,14080,14008,16562
1,1700,132396,65912,25987,20001,8856
1,1800,130078,67804,25297,19732,9483
1,1900,150982,72938,17830,21909,26021
1,2000,195966,100301,25282,29689,32414
1,2100,178898,95811,31178,29659,22951
1,2200,139714,71200,30977,19621,8153
1,2300,123062,63210,20666,20723,12095
1,2400,149085,75390,24472,23793,13690
1,2500,197467,102457,33246,35103,19734
1,2600,195121,101625,28425,34014,29166
1,2701,110179,56807,18230,18118,10706
1,2702,108019,53472,13100,18191,18094
1,2703,196053,104514,36100,33839,20649
2,101,136384,71791,18404,26819,22195
2,102,162723,92026,21249,33126,32474
2,200,153399,83335,27148,33152,17558
2,300,168200,92598,22817,36151,29036
2,400,112669,58984,22858,19568,9988
4,100,131104,65872,9067,25598,28952
4,101,154137,74164,17771,28826,20904
4,102,135945,68196,16141,26225,18961
4,103,109485,58734,14463,20294,11759
4,104,105264,48716,12490,19515,10156
4,105,143817,77812,13244,29851,31215
4,106,119466,66797,13460,23482,21464
4,107,108958,53004,6091,16820,28422
4,108,106071,60852,8902,19934,28102
4,109,106540,48193,8379,16965,18232
4,110,126118,68587,8435,20060,36623
4,111,105616,57272,7039,15956,32273
4,112,113210,60436,6415,17593,35098
4,113,105144,59525,9088,18379,28835
4,114,110582,61504,13848,20285,18934
4,115,103960,57046,14933,19425,13897
4,116,105069,56745,12293,17721,17453
4,117,103614,60405,11134,17378,21769
4,118,107589,58816,13435,14682,14477
4,119,108705,55071,15841,14070,7556
4,120,102458,60157,9517,19361,27661
4,121,137177,66717,17396,19719,10411
4,122,104647,48190,14961,9314,2182
4,123,123219,56598,16752,14125,4302
4,124,105667,52759,16711,15658,5969
4,125,106968,55207,17109,18827,8327
4,126,126230,68797,16108,26599,20840
4,127,120244,62897,17104,24669,15444
4,128,102023,58453,13897,23600,17254
4,129,111197,60568,10495,23952,24102
4,130,118907,39641,13306,14707,6743
4,131,108242,49572,12123,20708,13840
4,132,112185,58781,13746,24328,16355
4,133,108262,55677,14407,19856,11387
4,134,120323,62130,18068,23341,10688
4,201,102176,47624,15429,17263,6344
4,202,119832,60042,13038,22972,18301
4,203,112963,55502,9715,21348,22184
4,204,103528,52706,6249,16103,28723
4,205,128568,62424,12679,26258,17969
4,206,104391,53240,11186,19610,17615
4,207,101944,46175,9984,15255,14384
4,208,106274,50144,15480,14465,4409
4,209,118861,59508,15025,24659,12974
4,300,179780,84730,28381,31889,10334
4,400,136701,65387,14487,22669,21633
4,500,215996,103987,26471,41408,24396
4,600,223697,106225,37174,38837,11935
4,700,202987,91184,21013,30704,13642
4,800,111630,53428,17536,20813,7124
4,803,132300,62912,17980,26392,12096
4,805,116913,60992,18498,21406,8375
4,807,128524,65340,19859,24727,11508
4,900,176720,85788,20464,33634,18881
5,100,238198,124055,37081,31605,39438
5,200,216432,107072,28217,27539,34476
5,300,154079,76097,28698,25455,12165
5,400,134936,66247,26693,20906,9581
5,500,185354,93365,34315,28142,20457
5,600,104190,53155,20103,16643,8055
5,700,107092,54986,23261,16091,5726
5,800,111642,55957,21741,15559,9801
5,900,204036,108877,30868,36016,31704
5,1000,186427,102167,23455,30184,39775
5,1100,190034,96247,29548,33226,25121
5,1200,113833,59478,19158,19939,14411
5,1300,142005,70622,26508,19289,13100
5,1400,189021,97786,32551,31858,18119
5,1500,101924,50188,19183,15633,6168
5,1600,162218,80285,27673,28097,15239
5,1700,102700,53019,21465,16561,9152
5,1800,105112,53573,22753,15085,7476
5,1900,103117,51514,20521,14999,9379
5,2000,105858,54388,21110,17566,7335
6,101,136655,67892,4303,11476,49366
6,102,163993,103751,15234,27926,44685
6,103,129751,77358,6162,15954,52069
6,104,132216,69592,17295,18691,9846
6,105,169503,97881,18621,27868,39388
6,106,141039,78159,19220,25627,23090
6,107,153539,85955,22098,25615,22898
6,108,142693,81577,19727,21151,33830
6,109,198655,115115,20390,24290,63493
6,110,216939,122976,16201,33299,65788
6,300,187280,98501,26995,40399,21045
6,701,113391,53599,7795,21863,20033
6,702,109173,52676,14557,22279,7950
6,1100,125950,63481,17626,23315,9392
6,1301,119097,64286,15166,17404,12853
6,1302,122267,69270,11913,22591,28338
6,1303,135801,77209,15918,25665,26402
6,1304,124374,61252,3935,11872,44545
6,1305,127727,69445,4682,14857,48683
6,1306,116093,64209,8514,18300,34463
6,1307,127385,68715,16919,24609,15067
6,1308,112121,59271,16277,23844,12202
6,1309,111203,57555,13134,24579,14218
6,1500,132478,72283,19027,29802,11726
6,1700,182093,97849,20448,38076,31958
6,1901,146581,71586,18004,17542,5866
6,1902,181853,91971,17200,34477,32302
6,1903,107534,49984,12567,16427,6602
6,1904,171214,84354,22619,27787,10367
6,1905,109501,50932,12570,13020,5808
6,1906,107968,54864,10450,21462,17551
6,1907,132098,63779,13829,19313,11573
6,2300,135034,70691,17226,26977,19450
6,2500,178206,86535,20042,29430,13169
6,2901,192983,97892,27630,24699,12126
6,2902,210195,107454,26693,39932,27156
6,2903,161258,75095,20079,22066,8654
6,2904,113456,53314,16208,12206,2795
6,2905,187844,96331,27213,34552,14964
6,3100,150998,78904,19346,27643,10436
6,3300,151702,78858,22167,31471,13896
6,3701,138767,75294,16826,26390,21695
6,3702,195972,105335,18796,38464,37632
6,3703,165619,85797,25847,32225,13097
6,3704,168711,82939,21736,28512,12385
6,3705,177899,94057,18200,28266,37925
6,3706,141717,74291,18331,21141,20056
6,3707,151355,79394,21803,16287,9238
6,3708,135894,76728,19833,22236,16007
6,3709,112990,61400,7061,15926,35106
6,3710,177158,91085,27083,23605,17130
6,3711,168589,85574,13482,31728,34366
6,3712,149980,75938,19355,19760,13482
6,3713,111822,58686,11771,20254,19943
6,3714,111657,62957,10449,17433,29609
6,3715,122664,64560,16582,20295,14728
6,3716,113035,59416,18829,14777,6924
6,3717,192107,107092,19724,27674,48961
6,3718,137938,79686,10173,19080,41760
6,3719,195689,112611,21008,34069,46190
6,3720,118825,69583,11045,23056,29957
6,3721,135317,81335,15768,22905,27156
6,3722,166092,95741,19741,25811,28116
6,3723,145859,76712,19479,16943,13142
6,3724,174333,96548,19149,28074,34191
6,3725,180830,101318,20853,27429,37327
6,3726,103741,54110,5599,13043,34005
6,3727,156874,92970,7393,19343,64532
6,3728,104216,65454,4927,13083,45110
6,3729,208975,117441,9257,24567,76568
6,3730,170473,105449,13697,22385,58323
6,3731,111429,74545,6866,17603,48161
6,3732,180577,114721,18620,27145,46736
6,3733,115672,70570,15793,14341,18291
6,3734,199930,119478,20972,23777,37322
6,3735,197257,108600,22054,27088,29804
6,3736,117581,68125,13502,17971,27396
6,3737,131227,72237,19446,18080,18427
6,3738,134036,71533,20258,14122,8322
6,3739,170081,89806,21190,30085,25279
6,3740,131127,68065,20763,18750,10942
6,3741,145931,72094,16924,13152,4417
6,3742,132240,65720,14929,10921,3586
6,3743,122557,60904,14435,12119,3995
6,3744,168946,94592,18609,19028,20107
6,3745,121691,61406,13310,7860,2345
6,3746,114967,54380,13273,10785,8404
6,3747,155105,86874,20020,28292,17994
6,3748,184621,110857,10209,29160,65556
6,3749,115052,61903,12824,21015,11001
6,3750,171808,87847,23899,21987,8853
6,3751,155882,72412,19487,13891,3584
6,3752,173882,88557,23958,19040,6434
6,3753,111933,59769,14836,18692,13479
6,3754,141341,72383,19725,25249,15294
6,3755,123490,64200,17896,20955,10898
6,3756,118379,59915,16507,17583,7498
6,3757,159604,77639,21004,20721,5606
6,3758,156991,82175,22118,25306,15793
6,3759,114388,61922,14650,18116,11941
6,3760,139974,85079,7426,20213,55289
6,3761,127777,69900,10403,21929,33620
6,3762,113521,59838,12933,19482,17232
6,3763,146680,75776,16996,25588,15015
6,3764,160973,86692,16800,29249,30241
6,3765,132162,75290,8670,25963,37576
6,3766,104200,55812,11658,15966,10731
6,3767,185927,97476,23843,28915,19241
6,3768,112869,57969,7428,14415,33341
6,3769,101482,56853,11203,17139,14572
6,3900,153187,75634,18977,24272,9703
6,4101,108308,58820,8121,17801,29626
6,4102,150041,81785,7768,17511,48916
6,4701,106291,51812,13610,14463,5048
6,4702,157594,73644,17556,24135,11278
6,5301,181342,92888,16747,28039,33004
6,5302,167615,84104,19166,21794,9751
6,5303,137041,72053,18159,20287,8770
6,5500,140295,73485,13730,23022,23094
6,5700,101591,53605,10590,22120,17480
6,5901,183109,102116,12862,33406,48610
6,5902,108569,58629,8311,18886,28246
6,5903,203702,109022,9761,27793,68051
6,5904,223128,121200,11152,27047,78380
6,5905,208126,116412,15238,32160,57451
6,5906,184805,99262,15968,33247,41228
6,5907,194019,101155,17768,30160,38429
6,5908,181674,95405,17292,30528,38453
6,5909,148302,76698,18440,22254,16942
6,5910,197835,107127,24708,29411,27324
6,5911,139666,74491,13022,22788,27141
6,5912,172596,92627,20807,30601,21279
6,5913,161440,87226,21829,25665,16099
6,5914,196502,109743,17133,38108,46298
6,5915,104955,56620,6245,15899,32899
6,5916,158077,82419,19821,18232,9583
6,5917,167023,85120,19439,16930,9527
6,5918,182541,104854,16006,33294,42610
6,6101,132626,68691,11036,27506,26772
6,6102,118349,58726,9975,23240,22788
6,6103,115305,61735,12615,22768,22344
6,6501,186148,92278,25683,23214,9682
6,6502,131512,66003,16063,21341,16836
6,6503,134706,69368,13742,28621,22459
6,6504,134699,67918,16263,29096,17365
6,6505,190658,96833,27179,36875,15826
6,6506,156329,73931,22313,27015,11667
6,6507,154365,72716,21593,25676,12060
6,6508,189521,95981,26712,32755,13869
6,6509,124819,60648,16995,16627,7190
6,6510,147882,72221,15965,23855,20609
6,6511,173753,88036,23872,27159,13380
6,6512,111759,59768,14133,21225,17573
6,6513,149071,81384,21587,26596,19385
6,6514,154748,79177,19740,24701,16567
6,6515,158062,71524,17602,23417,17595
6,6701,107467,57589,14818,26153,11180
6,6702,115117,62450,13071,24812,19312
6,6703,112760,59769,10171,23382,22733
6,6704,125835,64966,18050,26474,11291
6,6705,108646,62348,12343,22943,20205
6,6706,119852,61073,18646,22568,8835
6,6707,115692,66700,8291,20116,32663
6,6708,138461,71570,19101,21982,11129
6,6709,140026,70007,16022,24924,17020
6,6710,159114,84185,15329,31223,31289
6,6711,111779,58081,13700,21654,14041
6,6712,111083,62849,10190,20034,28846
6,7101,140715,67627,20798,26689,10732
6,7102,165543,79159,23023,30433,8632
6,7103,170905,82557,25739,31290,10494
6,7104,111652,60225,16026,24790,11616
6,7105,141988,71987,16756,26565,21613
6,7106,106032,53657,13304,15364,12792
6,7107,110503,55233,15422,17239,6839
6,7108,173364,80691,22593,21688,7290
6,7109,113072,56041,15626,16686,6645
6,7110,107361,52776,16039,13084,4663
6,7111,171986,94926,18340,37270,32220
6,7112,124470,64928,16116,21539,15974
6,7113,171287,90731,24804,28068,13147
6,7114,162024,92506,19093,30845,29272
6,7115,123867,65183,16536,22433,12131
6,7301,196003,94278,21555,36900,22988
6,7302,116400,59644,13631,21630,14920
6,7303,110553,60736,16067,20256,10507
6,7304,121237,65636,7018,21165,34846
6,7305,122463,64967,12393,22157,18338
6,7306,143050,75105,14203,24245,16519
6,7307,109294,58940,16621,23249,13049
6,7308,128935,69578,7668,18752,40692
6,7309,170059,93159,8597,21657,59546
6,7310,167505,93154,9701,24857,56484
6,7311,116419,67237,4587,13477,47442
6,7312,110133,60052,6076,16037,35467
6,7313,182861,96386,26502,34536,21926
6,7314,153205,82804,12294,29672,36871
6,7315,163800,92536,16176,29099,38990
6,7316,169456,111228,15464,30126,52416
6,7317,169472,88213,18736,27093,22065
6,7318,164917,83461,21054,29320,12585
6,7319,137220,72792,17803,27649,17446
6,7320,146034,77011,11322,28701,31136
6,7321,176855,89534,24316,30104,12353
6,7322,147225,74309,18759,24450,11010
6,7501,145050,91162,7239,18494,59715
6,7502,112685,75822,5075,10368,54556
6,7503,128691,90984,12582,18264,48786
6,7504,111414,81028,5129,13345,58784
6,7505,112452,70591,7105,15839,42892
6,7506,118643,66484,10215,16634,32790
6,7507,111828,64524,16035,17439,16526
6,7701,180361,87508,20858,32854,19824
6,7702,152995,73840,19257,21938,7014
6,7703,209398,110504,31200,38957,22630
6,7704,165800,83138,22300,28233,15392
6,7901,169479,77594,12736,28715,28709
6,7902,107038,58411,12811,23603,14848
6,8101,143656,82536,15563,28258,30670
6,8102,121578,69663,13264,23456,24796
6,8103,109948,62155,8768,15350,32281
6,8104,122722,70206,7496,16985,40974
6,8105,133418,75848,9734,17596,41387
6,8106,117409,62449,8510,10952,31826
6,8301,125833,59958,10867,18030,9546
6,8302,102839,52659,11787,18678,11308
6,8303,207178,95844,13163,25521,44267
6,8501,203158,109856,6489,14700,84605
6,8502,154157,92356,9147,17015,59416
6,8503,138764,82478,10647,17231,49335
6,8504,135630,80545,12974,21001,37452
6,8505,112101,61608,13839,17834,17348
6,8506,115072,60331,10787,21117,18480
6,8507,142376,76802,3760,12286,59340
6,8508,139019,81154,10477,19830,44997
6,8509,131861,75794,14082,18427,27754
6,8510,157725,88104,15903,23739,33011
6,8511,106387,59820,9777,19790,25669
6,8512,108582,58368,7161,18000,29831
6,8513,115124,62314,10369,16527,25197
6,8514,108193,56236,14664,13791,9894
6,8701,144337,76027,13280,24710,23319
6,8702,124941,63358,8089,20959,28688
6,8900,178942,90901,22496,41239,18362
6,9501,148282,81516,19087,31670,22522
6,9502,142933,75751,17271,30630,18319
6,9503,134538,72466,17118,29685,16396
6,9701,184679,98220,17423,33077,36005
6,9702,121549,65016,12499,23934,21733
6,9703,188850,103907,22089,37090,27198
6,9901,116416,58916,18610,18153,6005
6,9902,122441,60911,17258,18763,8794
6,9903,179300,89755,24726,30499,17899
6,9904,109210,55943,15500,21504,11233
6,10100,168684,84422,21055,33403,13538
6,10701,140525,69933,16342,25656,15819
6,10702,152625,70883,20355,20979,7512
6,10703,160883,74036,18226,17891,6284
6,11101,115221,63497,12376,23884,21475
6,11102,153043,81233,10446,23270,42035
6,11103,198926,101377,22815,30369,16150
6,11104,122760,66488,13121,24291,21374
6,11105,121467,61822,12551,20637,13791
6,11106,129416,66266,10252,22339,25699
6,11300,207320,97936,18403,26976,39717
8,100,109058,56375,18228,20370,9613
8,102,123105,66040,14169,23766,25052
8,103,195122,96713,14228,29438,49090
8,200,100511,56510,15084,17453,17898
8,300,185671,92661,24495,32591,22293
8,400,114682,70822,13015,19447,32733
8,600,103863,58869,19241,20577,13163
8,700,153704,77674,21707,31090,16916
8,800,99252,48229,13662,18522,9280
8,801,103449,61280,7532,15740,36699
8,802,164485,89878,15918,26996,39047
8,803,120047,57244,3706,9616,42035
8,804,150288,85853,11497,22597,49068
8,805,123168,69423,15796,24490,22480
8,806,145554,78043,22069,25826,18159
8,807,162835,86588,25948,25975,16730
8,808,113745,64637,11384,22768,28047
8,809,117278,62363,16524,23224,15022
8,810,119779,63832,17514,18024,14174
8,811,117464,64152,6724,16027,40070
8,812,171337,98460,18772,24513,38686
8,813,104396,66134,10397,14582,32481
8,814,110196,73736,5212,13170,53343
